quantile,variable,count,technology,heat_production,primary_energy,CO2_emissions,OpEx,Q,period,ssp
23,HDH,19.5,BTES,0.09309473684210526,0.0,0.0,0.0,1.01706,2030s,ssp245
22,HDH,31.0,BTES,0.09309473684210526,0.0,0.0,0.0,0.97284,2030s,ssp245
21,HDH,38.833333333333336,BTES,0.09309473684210526,0.0,0.0,0.0,0.92862,2030s,ssp245
20,HDH,60.833333333333336,BTES,0.09309473684210526,0.0,0.0,0.0,0.8844000000000001,2030s,ssp245
19,HDH,102.83333333333333,BTES,0.09309473684210526,0.0,0.0,0.0,0.84018,2030s,ssp245
18,HDH,150.66666666666666,BTES,0.09309473684210526,0.0,0.0,0.0,0.79596,2030s,ssp245
17,HDH,219.16666666666666,BTES,0.09309473684210526,0.0,0.0,0.0,0.7517400000000001,2030s,ssp245
16,HDH,309.3333333333333,BTES,0.09309473684210526,0.0,0.0,0.0,0.70752,2030s,ssp245
15,HDH,469.5,BTES,0.09309473684210526,0.0,0.0,0.0,0.6633,2030s,ssp245
14,HDH,701.8333333333334,BTES,0.05506882049455705,0.0,0.0,0.0,0.6190800000000001,2030s,ssp245
13,HDH,1002.5,BTES,0.05511463745068018,0.0,0.0,0.0,0.57486,2030s,ssp245
12,HDH,1301.6666666666667,BTES,0.0,0.0,0.0,0.0,0.53064,2030s,ssp245
11,HDH,1783.5,BTES,0.0,0.0,0.0,0.0,0.48642,2030s,ssp245
10,HDH,2322.5,BTES,0.0,0.0,0.0,0.0,0.44220000000000004,2030s,ssp245
9,HDH,2708.6666666666665,BTES,0.0,0.0,0.0,0.0,0.39798,2030s,ssp245
8,HDH,3055.8333333333335,BTES,0.0,0.0,0.0,0.0,0.35376,2030s,ssp245
7,HDH,3454.6666666666665,BTES,0.0,0.0,0.0,0.0,0.30954000000000004,2030s,ssp245
6,HDH,3733.8333333333335,BTES,0.0,0.0,0.0,0.0,0.26532,2030s,ssp245
5,HDH,4024.1666666666665,BTES,0.0,0.0,0.0,0.0,0.22110000000000002,2030s,ssp245
4,HDH,4303.5,BTES,0.0,0.0,0.0,0.0,0.17688,2030s,ssp245
3,HDH,4354.166666666667,BTES,0.0,0.0,0.0,0.0,0.13266,2030s,ssp245
2,HDH,4365.833333333333,BTES,0.0,0.0,0.0,0.0,0.08844,2030s,ssp245
1,HDH,4353.666666666667,BTES,0.0,0.0,0.0,0.0,0.04422,2030s,ssp245
29,HDH,3.0,unmet_demand,0.0,0.0,0.0,0.0,1.28238,2030s,ssp245
28,HDH,3.0,unmet_demand,0.0,0.0,0.0,0.0,1.2381600000000001,2030s,ssp245
27,HDH,13.0,unmet_demand,0.0,0.0,0.0,0.0,1.19394,2030s,ssp245
26,HDH,10.5,unmet_demand,0.0,0.0,0.0,0.0,1.14972,2030s,ssp245
25,HDH,5.0,unmet_demand,0.0,0.0,0.0,0.0,1.1055000000000001,2030s,ssp245
24,HDH,9.5,unmet_demand,0.0,0.0,0.0,0.0,1.06128,2030s,ssp245
23,HDH,19.5,unmet_demand,0.0,0.0,0.0,0.0,1.01706,2030s,ssp245
22,HDH,31.0,unmet_demand,0.0,0.0,0.0,0.0,0.97284,2030s,ssp245
21,HDH,38.833333333333336,unmet_demand,0.0,0.0,0.0,0.0,0.92862,2030s,ssp245
20,HDH,60.833333333333336,unmet_demand,0.0,0.0,0.0,0.0,0.8844000000000001,2030s,ssp245
19,HDH,102.83333333333333,unmet_demand,0.0,0.0,0.0,0.0,0.84018,2030s,ssp245
18,HDH,150.66666666666666,unmet_demand,0.0,0.0,0.0,0.0,0.79596,2030s,ssp245
17,HDH,219.16666666666666,unmet_demand,0.0,0.0,0.0,0.0,0.7517400000000001,2030s,ssp245
16,HDH,309.3333333333333,unmet_demand,0.0,0.0,0.0,0.0,0.70752,2030s,ssp245
15,HDH,469.5,unmet_demand,0.0,0.0,0.0,0.0,0.6633,2030s,ssp245
14,HDH,701.8333333333334,unmet_demand,0.0,0.0,0.0,0.0,0.6190800000000001,2030s,ssp245
13,HDH,1002.5,unmet_demand,0.0,0.0,0.0,0.0,0.57486,2030s,ssp245
12,HDH,1301.6666666666667,unmet_demand,0.0,0.0,0.0,0.0,0.53064,2030s,ssp245
11,HDH,1783.5,unmet_demand,0.0,0.0,0.0,0.0,0.48642,2030s,ssp245
10,HDH,2322.5,unmet_demand,0.0,0.0,0.0,0.0,0.44220000000000004,2030s,ssp245
9,HDH,2708.6666666666665,unmet_demand,0.0,0.0,0.0,0.0,0.39798,2030s,ssp245
8,HDH,3055.8333333333335,unmet_demand,0.0,0.0,0.0,0.0,0.35376,2030s,ssp245
7,HDH,3454.6666666666665,unmet_demand,0.0,0.0,0.0,0.0,0.30954000000000004,2030s,ssp245
6,HDH,3733.8333333333335,unmet_demand,0.0,0.0,0.0,0.0,0.26532,2030s,ssp245
5,HDH,4024.1666666666665,unmet_demand,0.0,0.0,0.0,0.0,0.22110000000000002,2030s,ssp245
4,HDH,4303.5,unmet_demand,0.0,0.0,0.0,0.0,0.17688,2030s,ssp245
3,HDH,4354.166666666667,unmet_demand,0.0,0.0,0.0,0.0,0.13266,2030s,ssp245
2,HDH,4365.833333333333,unmet_demand,0.0,0.0,0.0,0.0,0.08844,2030s,ssp245
1,HDH,4353.666666666667,unmet_demand,0.0,0.0,0.0,0.0,0.04422,2030s,ssp245
31,HDH,1.0,Geothermal,0.1762279977533456,0.036585892490187705,0.005487883873528156,11.030383990548245,1.3708200000000001,2030s,ssp370
30,HDH,1.0,Geothermal,0.17524465616204452,0.03560255089888659,0.005340382634832988,10.733913558705229,1.3266,2030s,ssp370
29,HDH,5.0,Geothermal,0.17426631599024264,0.03462421072708474,0.0051936316090627115,10.438951018943555,1.28238,2030s,ssp370
28,HDH,3.25,Geothermal,0.1732929391778006,0.033650833914642665,0.0050476250871963994,10.14548489640434,1.2381600000000001,2030s,ssp370
27,HDH,6.25,Geothermal,0.17232448804977846,0.032682382786620556,0.004902357417993083,9.853503832363646,1.19394,2030s,ssp370
26,HDH,11.5,Geothermal,0.17136092531157537,0.031718820048417466,0.00475782300726262,9.562996582766969,1.14972,2030s,ssp370
25,HDH,11.5,Geothermal,0.17040221404414174,0.030760108780983866,0.004614016317147579,9.27395201678586,1.1055000000000001,2030s,ssp370
24,HDH,19.833333333333332,Geothermal,0.16944831769926416,0.029806212436106275,0.004470931865415941,8.986359115396281,1.06128,2030s,ssp370
23,HDH,32.833333333333336,Geothermal,0.16849920009492075,0.028857094831762863,0.004328564224764429,8.700206969978348,1.01706,2030s,ssp370
22,HDH,38.666666666666664,Geothermal,0.16755482541070651,0.027912720147548593,0.004186908022132289,8.415484780937042,0.97284,2030s,ssp370
21,HDH,68.83333333333333,Geothermal,0.16661515818332673,0.026973052920168827,0.004045957938025324,8.132181856343566,0.92862,2030s,ssp370
20,HDH,102.83333333333333,Geothermal,0.16568016330215807,0.02603805803900017,0.0039057087058500255,7.850287610596976,0.8844000000000001,2030s,ssp370
19,HDH,154.33333333333334,Geothermal,0.1647498060048752,0.025107700741717278,0.0037661551112575914,7.569791563105685,0.84018,2030s,ssp370
18,HDH,213.0,Geothermal,0.16382405187314258,0.024181946609984673,0.0036272919914977007,7.290683336988586,0.79596,2030s,ssp370
17,HDH,272.5,Geothermal,0.1629028668283702,0.023260761565212316,0.0034891142347818474,7.0129526577953785,0.7517400000000001,2030s,ssp370
16,HDH,364.6666666666667,Geothermal,0.16198621712753172,0.022344111864373843,0.003351616779656076,6.736589352245807,0.70752,2030s,ssp370
15,HDH,541.0,Geothermal,0.12367459971967809,0.016455718734323024,0.0024683578101484535,4.961281087477176,0.6633,2030s,ssp370
14,HDH,749.1666666666666,Geothermal,0.07945459971967817,0.010181592147323807,0.001527238822098571,3.0696769540404905,0.6190800000000001,2030s,ssp370
13,HDH,1027.8333333333333,Geothermal,0.03523459971967813,0.004340863428960293,0.0006511295143440439,1.308739167284267,0.57486,2030s,ssp370
12,HDH,1346.8333333333333,Geothermal,0.0,0.0,0.0,0.0,0.53064,2030s,ssp370
11,HDH,1781.8333333333333,Geothermal,0.0,0.0,0.0,0.0,0.48642,2030s,ssp370
10,HDH,2240.8333333333335,Geothermal,0.0,0.0,0.0,0.0,0.44220000000000004,2030s,ssp370
9,HDH,2686.3333333333335,Geothermal,0.0,0.0,0.0,0.0,0.39798,2030s,ssp370
8,HDH,3031.8333333333335,Geothermal,0.0,0.0,0.0,0.0,0.35376,2030s,ssp370
7,HDH,3382.8333333333335,Geothermal,0.0,0.0,0.0,0.0,0.30954000000000004,2030s,ssp370
6,HDH,3669.3333333333335,Geothermal,0.0,0.0,0.0,0.0,0.26532,2030s,ssp370
5,HDH,4009.1666666666665,Geothermal,0.0,0.0,0.0,0.0,0.22110000000000002,2030s,ssp370
4,HDH,4223.666666666667,Geothermal,0.0,0.0,0.0,0.0,0.17688,2030s,ssp370
3,HDH,4349.666666666667,Geothermal,0.0,0.0,0.0,0.0,0.13266,2030s,ssp370
2,HDH,4417.166666666667,Geothermal,0.0,0.0,0.0,0.0,0.08844,2030s,ssp370
1,HDH,4340.666666666667,Geothermal,0.0,0.0,0.0,0.0,0.04422,2030s,ssp370
31,HDH,1.0,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,1.3708200000000001,2030s,ssp370
30,HDH,1.0,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,1.3266,2030s,ssp370
29,HDH,5.0,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,1.28238,2030s,ssp370
28,HDH,3.25,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,1.2381600000000001,2030s,ssp370
27,HDH,6.25,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,1.19394,2030s,ssp370
26,HDH,11.5,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,1.14972,2030s,ssp370
25,HDH,11.5,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,1.1055000000000001,2030s,ssp370
24,HDH,19.833333333333332,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,1.06128,2030s,ssp370
23,HDH,32.833333333333336,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,1.01706,2030s,ssp370
22,HDH,38.666666666666664,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,0.97284,2030s,ssp370
21,HDH,68.83333333333333,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,0.92862,2030s,ssp370
20,HDH,102.83333333333333,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,0.8844000000000001,2030s,ssp370
19,HDH,154.33333333333334,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,0.84018,2030s,ssp370
18,HDH,213.0,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,0.79596,2030s,ssp370
17,HDH,272.5,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,0.7517400000000001,2030s,ssp370
16,HDH,364.6666666666667,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,0.70752,2030s,ssp370
15,HDH,541.0,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,0.6633,2030s,ssp370
14,HDH,749.1666666666666,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,0.6190800000000001,2030s,ssp370
13,HDH,1027.8333333333333,Boiler,0.5396254002803219,0.5995837780892466,0.11991675561784931,31.17261844388451,0.57486,2030s,ssp370
12,HDH,1346.8333333333333,Boiler,0.0,0.0,0.0,0.0,0.53064,2030s,ssp370
11,HDH,1781.8333333333333,Boiler,0.0,0.0,0.0,0.0,0.48642,2030s,ssp370
10,HDH,2240.8333333333335,Boiler,0.0,0.0,0.0,0.0,0.44220000000000004,2030s,ssp370
9,HDH,2686.3333333333335,Boiler,0.0,0.0,0.0,0.0,0.39798,2030s,ssp370
8,HDH,3031.8333333333335,Boiler,0.0,0.0,0.0,0.0,0.35376,2030s,ssp370
7,HDH,3382.8333333333335,Boiler,0.0,0.0,0.0,0.0,0.30954000000000004,2030s,ssp370
6,HDH,3669.3333333333335,Boiler,0.0,0.0,0.0,0.0,0.26532,2030s,ssp370
5,HDH,4009.1666666666665,Boiler,0.0,0.0,0.0,0.0,0.22110000000000002,2030s,ssp370
4,HDH,4223.666666666667,Boiler,0.0,0.0,0.0,0.0,0.17688,2030s,ssp370
3,HDH,4349.666666666667,Boiler,0.0,0.0,0.0,0.0,0.13266,2030s,ssp370
2,HDH,4417.166666666667,Boiler,0.0,0.0,0.0,0.0,0.08844,2030s,ssp370
1,HDH,4340.666666666667,Boiler,0.0,0.0,0.0,0.0,0.04422,2030s,ssp370
31,HDH,1.0,HeatPump,0.6549666019663326,0.23878472500671402,0.0358177087510071,71.99188071216054,1.3708200000000001,2030s,ssp370
30,HDH,1.0,HeatPump,0.6117299435576337,0.2174874094623107,0.0326231114193466,65.57089293700525,1.3266,2030s,ssp370
29,HDH,5.0,HeatPump,0.5684882837294355,0.19693923935810084,0.029540885903715126,59.375767135076906,1.28238,2030s,ssp370
28,HDH,3.25,HeatPump,0.5252416605418776,0.17714727168360125,0.026572090752540186,53.40863093806327,1.2381600000000001,2030s,ssp370
27,HDH,6.25,HeatPump,0.4819901116698996,0.1581186485564282,0.02371779728346423,47.67163764316309,1.19394,2030s,ssp370
26,HDH,11.5,HeatPump,0.43873367440810285,0.13986059855675037,0.020979089783512556,42.1669666154141,1.14972,2030s,ssp370
25,HDH,11.5,HeatPump,0.39547238567553655,0.12238043808619421,0.01835706571292913,36.89682369739319,1.1055000000000001,2030s,ssp370
24,HDH,19.833333333333332,HeatPump,0.35220628202041393,0.10568557275174095,0.015852835912761144,31.863441626451472,1.06128,2030s,ssp370
23,HDH,32.833333333333336,HeatPump,0.30893539962475736,0.08978349877516432,0.013467524816274648,27.069080459649584,1.01706,2030s,ssp370
22,HDH,38.666666666666664,HeatPump,0.2656597743089716,0.07468180442857238,0.011202270664285856,22.516028006563285,0.97284,2030s,ssp370
21,HDH,68.83333333333333,HeatPump,0.22237944153635136,0.0603881714966331,0.009058225724494965,18.20660027013396,0.92862,2030s,ssp370
20,HDH,102.83333333333333,HeatPump,0.1790944364175201,0.046910376766074735,0.00703655651491121,14.143141895742293,0.8844000000000001,2030s,ssp370
19,HDH,154.33333333333334,HeatPump,0.13580479371480292,0.03425629354306869,0.005138444031460303,10.328026628688303,0.84018,2030s,ssp370
18,HDH,213.0,HeatPump,0.09251054784653545,0.02243389319911767,0.0033650839798676506,6.76365778026554,0.79596,2030s,ssp370
17,HDH,272.5,HeatPump,0.04921173289130798,0.011451246746086791,0.0017176870119130186,3.4524687026216476,0.7517400000000001,2030s,ssp370
16,HDH,364.6666666666667,HeatPump,0.005908382592146433,0.0013165264410321515,0.0001974789661548227,0.39692327260266314,0.70752,2030s,ssp370
15,HDH,541.0,HeatPump,0.0,0.0,0.0,0.0,0.6633,2030s,ssp370
14,HDH,749.1666666666666,HeatPump,0.0,0.0,0.0,0.0,0.6190800000000001,2030s,ssp370
13,HDH,1027.8333333333333,HeatPump,0.0,0.0,0.0,0.0,0.57486,2030s,ssp370
12,HDH,1346.8333333333333,HeatPump,0.53064,0.09695179751733034,0.01454276962759955,29.230271079948416,0.53064,2030s,ssp370
11,HDH,1781.8333333333333,HeatPump,0.48642,0.08391525149603754,0.01258728772440563,25.299846024337704,0.48642,2030s,ssp370
10,HDH,2240.8333333333335,HeatPump,0.44220000000000004,0.0717507707285413,0.010762615609281195,21.632342383498298,0.44220000000000004,2030s,ssp370
9,HDH,2686.3333333333335,HeatPump,0.39798,0.06046687286342178,0.009070030929513266,18.23032816734169,0.39798,2030s,ssp370
8,HDH,3031.8333333333335,HeatPump,0.35376,0.05007218683651806,0.007510828025477709,15.096404938089176,0.35376,2030s,ssp370
7,HDH,3382.8333333333335,HeatPump,0.30954000000000004,0.040575454694412594,0.006086318204161889,12.233208360039328,0.30954000000000004,2030s,ssp370
6,HDH,3669.3333333333335,HeatPump,0.26532,0.03198553345388788,0.004797830018083182,9.643408760180831,0.26532,2030s,ssp370
5,HDH,4009.1666666666665,HeatPump,0.22110000000000002,0.024311396998185717,0.0036467095497278576,7.329711699901039,0.22110000000000002,2030s,ssp370
4,HDH,4223.666666666667,HeatPump,0.17688,0.01756213801092173,0.0026343207016382595,5.294858558047328,0.17688,2030s,ssp370
3,HDH,4349.666666666667,HeatPump,0.13266,0.011746969948530635,0.0017620454922795952,3.541627125605181,0.13266,2030s,ssp370
2,HDH,4417.166666666667,HeatPump,0.08844,0.0068752290521405975,0.0010312843578210895,2.0728322122638683,0.08844,2030s,ssp370
1,HDH,4340.666666666667,HeatPump,0.04422,0.0029563763997994324,0.00044345645996991486,0.8913262651479192,0.04422,2030s,ssp370
31,HDH,1.0,BTES,0.1396421052631579,0.0,0.0,0.0,1.3708200000000001,2030s,ssp370
30,HDH,1.0,BTES,0.1396421052631579,0.0,0.0,0.0,1.3266,2030s,ssp370
29,HDH,5.0,BTES,0.1396421052631579,0.0,0.0,0.0,1.28238,2030s,ssp370
28,HDH,3.25,BTES,0.1396421052631579,0.0,0.0,0.0,1.2381600000000001,2030s,ssp370
27,HDH,6.25,BTES,0.1396421052631579,0.0,0.0,0.0,1.19394,2030s,ssp370
26,HDH,11.5,BTES,0.1396421052631579,0.0,0.0,0.0,1.14972,2030s,ssp370
25,HDH,11.5,BTES,0.1396421052631579,0.0,0.0,0.0,1.1055000000000001,2030s,ssp370
24,HDH,19.833333333333332,BTES,0.1396421052631579,0.0,0.0,0.0,1.06128,2030s,ssp370
23,HDH,32.833333333333336,BTES,0.1396421052631579,0.0,0.0,0.0,1.01706,2030s,ssp370
22,HDH,38.666666666666664,BTES,0.1396421052631579,0.0,0.0,0.0,0.97284,2030s,ssp370
21,HDH,68.83333333333333,BTES,0.1396421052631579,0.0,0.0,0.0,0.92862,2030s,ssp370
20,HDH,102.83333333333333,BTES,0.1396421052631579,0.0,0.0,0.0,0.8844000000000001,2030s,ssp370
19,HDH,154.33333333333334,BTES,0.1396421052631579,0.0,0.0,0.0,0.84018,2030s,ssp370
18,HDH,213.0,BTES,0.1396421052631579,0.0,0.0,0.0,0.79596,2030s,ssp370
17,HDH,272.5,BTES,0.1396421052631579,0.0,0.0,0.0,0.7517400000000001,2030s,ssp370
16,HDH,364.6666666666667,BTES,0.1396421052631579,0.0,0.0,0.0,0.70752,2030s,ssp370
15,HDH,541.0,BTES,0.10721888098535509,0.0,0.0,0.0,0.6633,2030s,ssp370
14,HDH,749.1666666666666,BTES,0.06927300757235444,0.0,0.0,0.0,0.6190800000000001,2030s,ssp370
13,HDH,1027.8333333333333,BTES,0.030893736290717955,0.0,0.0,0.0,0.57486,2030s,ssp370
12,HDH,1346.8333333333333,BTES,0.0,0.0,0.0,0.0,0.53064,2030s,ssp370
11,HDH,1781.8333333333333,BTES,0.0,0.0,0.0,0.0,0.48642,2030s,ssp370
10,HDH,2240.8333333333335,BTES,0.0,0.0,0.0,0.0,0.44220000000000004,2030s,ssp370
9,HDH,2686.3333333333335,BTES,0.0,0.0,0.0,0.0,0.39798,2030s,ssp370
8,HDH,3031.8333333333335,BTES,0.0,0.0,0.0,0.0,0.35376,2030s,ssp370
7,HDH,3382.8333333333335,BTES,0.0,0.0,0.0,0.0,0.30954000000000004,2030s,ssp370
6,HDH,3669.3333333333335,BTES,0.0,0.0,0.0,0.0,0.26532,2030s,ssp370
5,HDH,4009.1666666666665,BTES,0.0,0.0,0.0,0.0,0.22110000000000002,2030s,ssp370
4,HDH,4223.666666666667,BTES,0.0,0.0,0.0,0.0,0.17688,2030s,ssp370
3,HDH,4349.666666666667,BTES,0.0,0.0,0.0,0.0,0.13266,2030s,ssp370
2,HDH,4417.166666666667,BTES,0.0,0.0,0.0,0.0,0.08844,2030s,ssp370
1,HDH,4340.666666666667,BTES,0.0,0.0,0.0,0.0,0.04422,2030s,ssp370
31,HDH,1.0,unmet_demand,0.0,0.0,0.0,0.0,1.3708200000000001,2030s,ssp370
30,HDH,1.0,unmet_demand,0.0,0.0,0.0,0.0,1.3266,2030s,ssp370
29,HDH,5.0,unmet_demand,0.0,0.0,0.0,0.0,1.28238,2030s,ssp370
28,HDH,3.25,unmet_demand,0.0,0.0,0.0,0.0,1.2381600000000001,2030s,ssp370
27,HDH,6.25,unmet_demand,0.0,0.0,0.0,0.0,1.19394,2030s,ssp370
26,HDH,11.5,unmet_demand,0.0,0.0,0.0,0.0,1.14972,2030s,ssp370
25,HDH,11.5,unmet_demand,0.0,0.0,0.0,0.0,1.1055000000000001,2030s,ssp370
24,HDH,19.833333333333332,unmet_demand,0.0,0.0,0.0,0.0,1.06128,2030s,ssp370
23,HDH,32.833333333333336,unmet_demand,0.0,0.0,0.0,0.0,1.01706,2030s,ssp370
22,HDH,38.666666666666664,unmet_demand,0.0,0.0,0.0,0.0,0.97284,2030s,ssp370
21,HDH,68.83333333333333,unmet_demand,0.0,0.0,0.0,0.0,0.92862,2030s,ssp370
20,HDH,102.83333333333333,unmet_demand,0.0,0.0,0.0,0.0,0.8844000000000001,2030s,ssp370
19,HDH,154.33333333333334,unmet_demand,0.0,0.0,0.0,0.0,0.84018,2030s,ssp370
18,HDH,213.0,unmet_demand,0.0,0.0,0.0,0.0,0.79596,2030s,ssp370
17,HDH,272.5,unmet_demand,0.0,0.0,0.0,0.0,0.7517400000000001,2030s,ssp370
16,HDH,364.6666666666667,unmet_demand,0.0,0.0,0.0,0.0,0.70752,2030s,ssp370
15,HDH,541.0,unmet_demand,0.0,0.0,0.0,0.0,0.6633,2030s,ssp370
14,HDH,749.1666666666666,unmet_demand,0.0,0.0,0.0,0.0,0.6190800000000001,2030s,ssp370
13,HDH,1027.8333333333333,unmet_demand,0.0,0.0,0.0,0.0,0.57486,2030s,ssp370
12,HDH,1346.8333333333333,unmet_demand,0.0,0.0,0.0,0.0,0.53064,2030s,ssp370
11,HDH,1781.8333333333333,unmet_demand,0.0,0.0,0.0,0.0,0.48642,2030s,ssp370
10,HDH,2240.8333333333335,unmet_demand,0.0,0.0,0.0,0.0,0.44220000000000004,2030s,ssp370
9,HDH,2686.3333333333335,unmet_demand,0.0,0.0,0.0,0.0,0.39798,2030s,ssp370
8,HDH,3031.8333333333335,unmet_demand,0.0,0.0,0.0,0.0,0.35376,2030s,ssp370
7,HDH,3382.8333333333335,unmet_demand,0.0,0.0,0.0,0.0,0.30954000000000004,2030s,ssp370
6,HDH,3669.3333333333335,unmet_demand,0.0,0.0,0.0,0.0,0.26532,2030s,ssp370
5,HDH,4009.1666666666665,unmet_demand,0.0,0.0,0.0,0.0,0.22110000000000002,2030s,ssp370
4,HDH,4223.666666666667,unmet_demand,0.0,0.0,0.0,0.0,0.17688,2030s,ssp370
3,HDH,4349.666666666667,unmet_demand,0.0,0.0,0.0,0.0,0.13266,2030s,ssp370
2,HDH,4417.166666666667,unmet_demand,0.0,0.0,0.0,0.0,0.08844,2030s,ssp370
1,HDH,4340.666666666667,unmet_demand,0.0,0.0,0.0,0.0,0.04422,2030s,ssp370
29,HDH,1.5,Geothermal,0.1427168921480812,0.028355793946584988,0.004253369091987748,8.506738183975497,1.28238,2030s,ssp585
28,HDH,1.0,Geothermal,0.14191973687012996,0.027558638668633752,0.004133795800295063,8.267591600590126,1.2381600000000001,2030s,ssp585
27,HDH,3.0,Geothermal,0.14112661552362513,0.026765517322128916,0.004014827598319337,8.029655196638675,1.19394,2030s,ssp585
26,HDH,8.0,Geothermal,0.14033749756583377,0.02597639936433758,0.003896459904650637,7.792919809301274,1.14972,2030s,ssp585
25,HDH,7.666666666666667,Geothermal,0.1395523527615841,0.025191254560087903,0.0037786881840131854,7.557376368026371,1.1055000000000001,2030s,ssp585
24,HDH,10.5,Geothermal,0.1387711511794036,0.02441005297790741,0.003661507946686111,7.323015893372223,1.06128,2030s,ssp585
23,HDH,16.0,Geothermal,0.1379938631877156,0.023632764986219395,0.003544914747932909,7.089829495865819,1.01706,2030s,ssp585
22,HDH,31.6,Geothermal,0.13722045945109257,0.02285936124959635,0.0034289041874394524,6.857808374878904,0.97284,2030s,ssp585
21,HDH,46.333333333333336,Geothermal,0.13645091092656556,0.022089812725069363,0.0033134719087604043,6.626943817520809,0.92862,2030s,ssp585
20,HDH,73.33333333333333,Geothermal,0.13568518885998887,0.021324090658492674,0.003198613598773901,6.397227197547802,0.8844000000000001,2030s,ssp585
19,HDH,109.0,Geothermal,0.1349232647824584,0.02056216658096218,0.003084324987144327,6.1686499742886545,0.84018,2030s,ssp585
18,HDH,153.5,Geothermal,0.13416511050678345,0.019804012305287243,0.0029706018457930864,5.941203691586173,0.79596,2030s,ssp585
17,HDH,231.16666666666666,Geothermal,0.13341069812401085,0.01904959992251464,0.0028574399883771963,5.714879976754393,0.7517400000000001,2030s,ssp585
16,HDH,320.0,Geothermal,0.1326600000000001,0.01829890179850392,0.002744835269775588,5.489670539551176,0.70752,2030s,ssp585
15,HDH,485.8333333333333,Geothermal,0.08844000000000007,0.011767523551013903,0.0017651285326520853,3.5302570653041707,0.6633,2030s,ssp585
14,HDH,643.5,Geothermal,0.04422000000000015,0.005666506487265756,0.0008499759730898635,1.699951946179727,0.6190800000000001,2030s,ssp585
13,HDH,924.6666666666666,Geothermal,0.0,0.0,0.0,0.0,0.57486,2030s,ssp585
12,HDH,1268.6666666666667,Geothermal,0.11056335006057508,0.013071060784204697,0.0019606591176307042,3.921318235261409,0.53064,2030s,ssp585
11,HDH,1764.6666666666667,Geothermal,0.0,0.0,0.0,0.0,0.48642,2030s,ssp585
10,HDH,2289.5,Geothermal,0.0,0.0,0.0,0.0,0.44220000000000004,2030s,ssp585
9,HDH,2627.5,Geothermal,0.0,0.0,0.0,0.0,0.39798,2030s,ssp585
8,HDH,2992.6666666666665,Geothermal,0.0,0.0,0.0,0.0,0.35376,2030s,ssp585
7,HDH,3381.5,Geothermal,0.0,0.0,0.0,0.0,0.30954000000000004,2030s,ssp585
6,HDH,3784.6666666666665,Geothermal,0.0,0.0,0.0,0.0,0.26532,2030s,ssp585
5,HDH,3995.5,Geothermal,0.0,0.0,0.0,0.0,0.22110000000000002,2030s,ssp585
4,HDH,4246.0,Geothermal,0.0,0.0,0.0,0.0,0.17688,2030s,ssp585
3,HDH,4364.833333333333,Geothermal,0.0,0.0,0.0,0.0,0.13266,2030s,ssp585
2,HDH,4315.833333333333,Geothermal,0.0,0.0,0.0,0.0,0.08844,2030s,ssp585
1,HDH,4327.666666666667,Geothermal,0.0,0.0,0.0,0.0,0.04422,2030s,ssp585
29,HDH,1.5,Boiler,0.5748599999999999,0.6387333333333333,0.12774666666666665,31.936666666666664,1.28238,2030s,ssp585
28,HDH,1.0,Boiler,0.5748599999999999,0.6387333333333333,0.12774666666666665,31.936666666666664,1.2381600000000001,2030s,ssp585
27,HDH,3.0,Boiler,0.5748599999999999,0.6387333333333333,0.12774666666666665,31.936666666666664,1.19394,2030s,ssp585
26,HDH,8.0,Boiler,0.5748599999999999,0.6387333333333333,0.12774666666666665,31.936666666666664,1.14972,2030s,ssp585
25,HDH,7.666666666666667,Boiler,0.5748599999999999,0.6387333333333333,0.12774666666666665,31.936666666666664,1.1055000000000001,2030s,ssp585
24,HDH,10.5,Boiler,0.5748599999999999,0.6387333333333333,0.12774666666666665,31.936666666666664,1.06128,2030s,ssp585
23,HDH,16.0,Boiler,0.5748599999999999,0.6387333333333333,0.12774666666666665,31.936666666666664,1.01706,2030s,ssp585
