quantile,variable,count,technology,heat_production,primary_energy,CO2_emissions,OpEx,Q,period,ssp
4,CDH,461.5,unmet_demand,0.0,0.0,0.0,0.0,0.17688,2050s,ssp370
5,CDH,368.6666666666667,unmet_demand,0.0,0.0,0.0,0.0,0.22110000000000002,2050s,ssp370
6,CDH,293.6666666666667,unmet_demand,0.0,0.0,0.0,0.0,0.26532,2050s,ssp370
7,CDH,222.33333333333334,unmet_demand,0.0,0.0,0.0,0.0,0.30954000000000004,2050s,ssp370
8,CDH,171.0,unmet_demand,0.0,0.0,0.0,0.0,0.35376,2050s,ssp370
9,CDH,120.0,unmet_demand,0.0,0.0,0.0,0.0,0.39798,2050s,ssp370
10,CDH,79.16666666666667,unmet_demand,0.0,0.0,0.0,0.0,0.44220000000000004,2050s,ssp370
11,CDH,49.0,unmet_demand,0.0,0.0,0.0,0.0,0.48642,2050s,ssp370
12,CDH,28.666666666666668,unmet_demand,0.0,0.0,0.0,0.0,0.53064,2050s,ssp370
13,CDH,19.166666666666668,unmet_demand,0.0,0.0,0.0,0.0,0.57486,2050s,ssp370
14,CDH,13.6,unmet_demand,0.0,0.0,0.0,0.0,0.6190800000000001,2050s,ssp370
15,CDH,4.25,unmet_demand,0.0,0.0,0.0,0.0,0.6633,2050s,ssp370
16,CDH,2.6666666666666665,unmet_demand,0.0,0.0,0.0,0.0,0.70752,2050s,ssp370
17,CDH,7.0,unmet_demand,0.0,0.0,0.0,0.0,0.7517400000000001,2050s,ssp370
1,CDH,817.3333333333334,HeatPump,0.0,0.0,0.0,0.0,0.04422,2050s,ssp585
2,CDH,725.8333333333334,HeatPump,0.0,0.0,0.0,0.0,0.08844,2050s,ssp585
3,CDH,606.6666666666666,HeatPump,0.0,0.0,0.0,0.0,0.13266,2050s,ssp585
4,CDH,526.5,HeatPump,0.0,0.0,0.0,0.0,0.17688,2050s,ssp585
5,CDH,411.3333333333333,HeatPump,0.0,0.0,0.0,0.0,0.22110000000000002,2050s,ssp585
6,CDH,336.1666666666667,HeatPump,0.04421999999999998,0.006061686086360519,0.0009092529129540777,1.8185058259081557,0.26532,2050s,ssp585
7,CDH,280.5,HeatPump,0.08844000000000002,0.013341881953611167,0.002001282293041675,4.00256458608335,0.30954000000000004,2050s,ssp585
8,CDH,188.5,HeatPump,0.13266,0.02187304204451773,0.003280956306677659,6.561912613355319,0.35376,2050s,ssp585
9,CDH,137.0,HeatPump,0.17687999999999998,0.03168878367138012,0.004753317550707018,9.506635101414037,0.39798,2050s,ssp585
10,CDH,94.83333333333333,HeatPump,0.22110000000000002,0.04282393957001744,0.006423590935502616,12.847181871005233,0.44220000000000004,2050s,ssp585
11,CDH,63.5,HeatPump,0.26532,0.05531461332985863,0.008297191999478794,16.59438399895759,0.48642,2050s,ssp585
12,CDH,42.666666666666664,HeatPump,0.30954,0.06919823788546256,0.010379735682819384,20.759471365638767,0.53064,2050s,ssp585
13,CDH,24.666666666666668,HeatPump,0.35376,0.08451363726856463,0.012677045590284694,25.35409118056939,0.57486,2050s,ssp585
14,CDH,15.166666666666666,HeatPump,0.39798000000000006,0.10130109183468418,0.015195163775202625,30.390327550405253,0.6190800000000001,2050s,ssp585
15,CDH,9.0,HeatPump,0.4422,0.11960240719453649,0.017940361079180473,35.880722158360946,0.6633,2050s,ssp585
16,CDH,6.0,HeatPump,0.48642,0.13946098709809546,0.02091914806471432,41.838296129428635,0.70752,2050s,ssp585
17,CDH,5.0,HeatPump,0.53064,0.1609219105382866,0.02413828658074299,48.276573161485985,0.7517400000000001,2050s,ssp585
18,CDH,2.3333333333333335,HeatPump,0.5748599999999999,0.18403201336209896,0.02760480200431484,55.20960400862969,0.79596,2050s,ssp585
19,CDH,3.0,HeatPump,0.6190800000000001,0.20883997469955726,0.031325996204933586,62.65199240986718,0.84018,2050s,ssp585
1,CDH,817.3333333333334,Geothermal,0.04422,0.002327368421052632,0.0003491052631578948,0.6982105263157895,0.04422,2050s,ssp585
2,CDH,725.8333333333334,Geothermal,0.08844,0.004654736842105264,0.0006982105263157896,1.396421052631579,0.08844,2050s,ssp585
3,CDH,606.6666666666666,Geothermal,0.13266,0.0069821052631578945,0.0010473157894736842,2.0946315789473684,0.13266,2050s,ssp585
4,CDH,526.5,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.792842105263158,0.17688,2050s,ssp585
5,CDH,411.3333333333333,Geothermal,0.22110000000000002,0.011636842105263159,0.0017455263157894738,3.4910526315789476,0.22110000000000002,2050s,ssp585
6,CDH,336.1666666666667,Geothermal,0.22110000000000002,0.011636842105263159,0.0017455263157894738,3.4910526315789476,0.26532,2050s,ssp585
7,CDH,280.5,Geothermal,0.22110000000000002,0.011636842105263159,0.0017455263157894738,3.4910526315789476,0.30954000000000004,2050s,ssp585
8,CDH,188.5,Geothermal,0.22110000000000002,0.011636842105263159,0.0017455263157894738,3.4910526315789476,0.35376,2050s,ssp585
9,CDH,137.0,Geothermal,0.22110000000000002,0.011636842105263159,0.0017455263157894738,3.4910526315789476,0.39798,2050s,ssp585
10,CDH,94.83333333333333,Geothermal,0.22110000000000002,0.011636842105263159,0.0017455263157894738,3.4910526315789476,0.44220000000000004,2050s,ssp585
11,CDH,63.5,Geothermal,0.22110000000000002,0.011636842105263159,0.0017455263157894738,3.4910526315789476,0.48642,2050s,ssp585
12,CDH,42.666666666666664,Geothermal,0.22110000000000002,0.011636842105263159,0.0017455263157894738,3.4910526315789476,0.53064,2050s,ssp585
13,CDH,24.666666666666668,Geothermal,0.22110000000000002,0.011636842105263159,0.0017455263157894738,3.4910526315789476,0.57486,2050s,ssp585
14,CDH,15.166666666666666,Geothermal,0.22110000000000002,0.011636842105263159,0.0017455263157894738,3.4910526315789476,0.6190800000000001,2050s,ssp585
15,CDH,9.0,Geothermal,0.22110000000000002,0.011636842105263159,0.0017455263157894738,3.4910526315789476,0.6633,2050s,ssp585
16,CDH,6.0,Geothermal,0.22110000000000002,0.011636842105263159,0.0017455263157894738,3.4910526315789476,0.70752,2050s,ssp585
17,CDH,5.0,Geothermal,0.22110000000000002,0.011636842105263159,0.0017455263157894738,3.4910526315789476,0.7517400000000001,2050s,ssp585
18,CDH,2.3333333333333335,Geothermal,0.22110000000000002,0.011636842105263159,0.0017455263157894738,3.4910526315789476,0.79596,2050s,ssp585
19,CDH,3.0,Geothermal,0.22110000000000002,0.011636842105263159,0.0017455263157894738,3.4910526315789476,0.84018,2050s,ssp585
1,CDH,817.3333333333334,BTES,0.04654736842105263,0.0,0.0,0.0,0.04422,2050s,ssp585
2,CDH,725.8333333333334,BTES,0.09309473684210526,0.0,0.0,0.0,0.08844,2050s,ssp585
3,CDH,606.6666666666666,BTES,0.1396421052631579,0.0,0.0,0.0,0.13266,2050s,ssp585
4,CDH,526.5,BTES,0.18618947368421052,0.0,0.0,0.0,0.17688,2050s,ssp585
5,CDH,411.3333333333333,BTES,0.23273684210526316,0.0,0.0,0.0,0.22110000000000002,2050s,ssp585
6,CDH,336.1666666666667,BTES,0.23273684210526316,0.0,0.0,0.0,0.26532,2050s,ssp585
7,CDH,280.5,BTES,0.23273684210526316,0.0,0.0,0.0,0.30954000000000004,2050s,ssp585
8,CDH,188.5,BTES,0.23273684210526316,0.0,0.0,0.0,0.35376,2050s,ssp585
9,CDH,137.0,BTES,0.23273684210526316,0.0,0.0,0.0,0.39798,2050s,ssp585
10,CDH,94.83333333333333,BTES,0.23273684210526316,0.0,0.0,0.0,0.44220000000000004,2050s,ssp585
11,CDH,63.5,BTES,0.23273684210526316,0.0,0.0,0.0,0.48642,2050s,ssp585
12,CDH,42.666666666666664,BTES,0.23273684210526316,0.0,0.0,0.0,0.53064,2050s,ssp585
13,CDH,24.666666666666668,BTES,0.23273684210526316,0.0,0.0,0.0,0.57486,2050s,ssp585
14,CDH,15.166666666666666,BTES,0.23273684210526316,0.0,0.0,0.0,0.6190800000000001,2050s,ssp585
15,CDH,9.0,BTES,0.23273684210526316,0.0,0.0,0.0,0.6633,2050s,ssp585
16,CDH,6.0,BTES,0.23273684210526316,0.0,0.0,0.0,0.70752,2050s,ssp585
17,CDH,5.0,BTES,0.23273684210526316,0.0,0.0,0.0,0.7517400000000001,2050s,ssp585
18,CDH,2.3333333333333335,BTES,0.23273684210526316,0.0,0.0,0.0,0.79596,2050s,ssp585
19,CDH,3.0,BTES,0.23273684210526316,0.0,0.0,0.0,0.84018,2050s,ssp585
1,CDH,817.3333333333334,unmet_demand,0.0,0.0,0.0,0.0,0.04422,2050s,ssp585
2,CDH,725.8333333333334,unmet_demand,0.0,0.0,0.0,0.0,0.08844,2050s,ssp585
3,CDH,606.6666666666666,unmet_demand,0.0,0.0,0.0,0.0,0.13266,2050s,ssp585
4,CDH,526.5,unmet_demand,0.0,0.0,0.0,0.0,0.17688,2050s,ssp585
5,CDH,411.3333333333333,unmet_demand,0.0,0.0,0.0,0.0,0.22110000000000002,2050s,ssp585
6,CDH,336.1666666666667,unmet_demand,0.0,0.0,0.0,0.0,0.26532,2050s,ssp585
7,CDH,280.5,unmet_demand,0.0,0.0,0.0,0.0,0.30954000000000004,2050s,ssp585
8,CDH,188.5,unmet_demand,0.0,0.0,0.0,0.0,0.35376,2050s,ssp585
9,CDH,137.0,unmet_demand,0.0,0.0,0.0,0.0,0.39798,2050s,ssp585
10,CDH,94.83333333333333,unmet_demand,0.0,0.0,0.0,0.0,0.44220000000000004,2050s,ssp585
11,CDH,63.5,unmet_demand,0.0,0.0,0.0,0.0,0.48642,2050s,ssp585
12,CDH,42.666666666666664,unmet_demand,0.0,0.0,0.0,0.0,0.53064,2050s,ssp585
13,CDH,24.666666666666668,unmet_demand,0.0,0.0,0.0,0.0,0.57486,2050s,ssp585
14,CDH,15.166666666666666,unmet_demand,0.0,0.0,0.0,0.0,0.6190800000000001,2050s,ssp585
15,CDH,9.0,unmet_demand,0.0,0.0,0.0,0.0,0.6633,2050s,ssp585
16,CDH,6.0,unmet_demand,0.0,0.0,0.0,0.0,0.70752,2050s,ssp585
17,CDH,5.0,unmet_demand,0.0,0.0,0.0,0.0,0.7517400000000001,2050s,ssp585
18,CDH,2.3333333333333335,unmet_demand,0.0,0.0,0.0,0.0,0.79596,2050s,ssp585
19,CDH,3.0,unmet_demand,0.0,0.0,0.0,0.0,0.84018,2050s,ssp585
1,CDH,698.0,HeatPump,0.0,0.0,0.0,0.0,0.04422,2060s,ssp126
2,CDH,609.8333333333334,HeatPump,0.0,0.0,0.0,0.0,0.08844,2060s,ssp126
3,CDH,517.5,HeatPump,0.0,0.0,0.0,0.0,0.13266,2060s,ssp126
4,CDH,415.0,HeatPump,0.04421999999999998,0.004874517729193458,0.0007311776593790187,1.5567395185309567,0.17688,2060s,ssp126
5,CDH,332.8333333333333,HeatPump,0.08843999999999999,0.010925937364877385,0.0016388906047316077,3.489337698175304,0.22110000000000002,2060s,ssp126
6,CDH,256.5,HeatPump,0.13265999999999997,0.01818505825908156,0.002727758738862234,5.807630705527072,0.26532,2060s,ssp126
7,CDH,178.83333333333334,HeatPump,0.17688,0.02668376390722233,0.0040025645860833495,8.521800942222894,0.30954000000000004,2060s,ssp126
8,CDH,130.83333333333334,HeatPump,0.2211,0.03645507007419622,0.005468260511129432,11.6423924146249,0.35376,2060s,ssp126
9,CDH,105.66666666666667,HeatPump,0.26532,0.04753317550707019,0.007129976326060528,15.180326929566318,0.39798,2060s,ssp126
10,CDH,65.33333333333333,HeatPump,0.30954000000000004,0.05995351539802442,0.008993027309703663,19.146921168425337,0.44220000000000004,2060s,ssp126
11,CDH,44.333333333333336,HeatPump,0.35375999999999996,0.07375281777314484,0.011062922665971725,23.55390469560649,0.48642,2060s,ssp126
12,CDH,30.666666666666668,HeatPump,0.39798,0.08896916299559472,0.013345374449339208,28.413438961638768,0.53064,2060s,ssp126
13,CDH,19.833333333333332,HeatPump,0.44220000000000004,0.10564204658570579,0.015846306987855868,33.73813736557437,0.57486,2060s,ssp126
14,CDH,8.333333333333334,HeatPump,0.4864200000000001,0.12381244557572511,0.018571866836358766,39.54108644622494,0.6190800000000001,2060s,ssp126
15,CDH,4.333333333333333,HeatPump,0.53064,0.14352288863344378,0.021528433295016566,45.835868277038344,0.6633,2060s,ssp126
16,CDH,4.0,HeatPump,0.57486,0.1648175302068401,0.024722629531026014,52.63658414513783,0.70752,2060s,ssp126
1,CDH,698.0,Geothermal,0.04422,0.002327368421052632,0.0003491052631578948,0.7432748420494737,0.04422,2060s,ssp126
2,CDH,609.8333333333334,Geothermal,0.08844,0.004654736842105264,0.0006982105263157896,1.4865496840989474,0.08844,2060s,ssp126
3,CDH,517.5,Geothermal,0.13266,0.0069821052631578945,0.0010473157894736842,2.229824526148421,0.13266,2060s,ssp126
4,CDH,415.0,Geothermal,0.13266000000000003,0.006982105263157896,0.0010473157894736844,2.2298245261484215,0.17688,2060s,ssp126
5,CDH,332.8333333333333,Geothermal,0.13266000000000003,0.006982105263157896,0.0010473157894736844,2.2298245261484215,0.22110000000000002,2060s,ssp126
6,CDH,256.5,Geothermal,0.13266000000000003,0.006982105263157896,0.0010473157894736844,2.2298245261484215,0.26532,2060s,ssp126
7,CDH,178.83333333333334,Geothermal,0.13266000000000003,0.006982105263157896,0.0010473157894736844,2.2298245261484215,0.30954000000000004,2060s,ssp126
8,CDH,130.83333333333334,Geothermal,0.13266000000000003,0.006982105263157896,0.0010473157894736844,2.2298245261484215,0.35376,2060s,ssp126
9,CDH,105.66666666666667,Geothermal,0.13266000000000003,0.006982105263157896,0.0010473157894736844,2.2298245261484215,0.39798,2060s,ssp126
10,CDH,65.33333333333333,Geothermal,0.13266000000000003,0.006982105263157896,0.0010473157894736844,2.2298245261484215,0.44220000000000004,2060s,ssp126
11,CDH,44.333333333333336,Geothermal,0.13266000000000003,0.006982105263157896,0.0010473157894736844,2.2298245261484215,0.48642,2060s,ssp126
12,CDH,30.666666666666668,Geothermal,0.13266000000000003,0.006982105263157896,0.0010473157894736844,2.2298245261484215,0.53064,2060s,ssp126
13,CDH,19.833333333333332,Geothermal,0.13266000000000003,0.006982105263157896,0.0010473157894736844,2.2298245261484215,0.57486,2060s,ssp126
14,CDH,8.333333333333334,Geothermal,0.13266000000000003,0.006982105263157896,0.0010473157894736844,2.2298245261484215,0.6190800000000001,2060s,ssp126
15,CDH,4.333333333333333,Geothermal,0.13266000000000003,0.006982105263157896,0.0010473157894736844,2.2298245261484215,0.6633,2060s,ssp126
16,CDH,4.0,Geothermal,0.13266000000000003,0.006982105263157896,0.0010473157894736844,2.2298245261484215,0.70752,2060s,ssp126
1,CDH,698.0,BTES,0.04654736842105263,0.0,0.0,0.0,0.04422,2060s,ssp126
2,CDH,609.8333333333334,BTES,0.09309473684210526,0.0,0.0,0.0,0.08844,2060s,ssp126
3,CDH,517.5,BTES,0.1396421052631579,0.0,0.0,0.0,0.13266,2060s,ssp126
4,CDH,415.0,BTES,0.1396421052631579,0.0,0.0,0.0,0.17688,2060s,ssp126
5,CDH,332.8333333333333,BTES,0.1396421052631579,0.0,0.0,0.0,0.22110000000000002,2060s,ssp126
6,CDH,256.5,BTES,0.1396421052631579,0.0,0.0,0.0,0.26532,2060s,ssp126
7,CDH,178.83333333333334,BTES,0.1396421052631579,0.0,0.0,0.0,0.30954000000000004,2060s,ssp126
8,CDH,130.83333333333334,BTES,0.1396421052631579,0.0,0.0,0.0,0.35376,2060s,ssp126
9,CDH,105.66666666666667,BTES,0.1396421052631579,0.0,0.0,0.0,0.39798,2060s,ssp126
10,CDH,65.33333333333333,BTES,0.1396421052631579,0.0,0.0,0.0,0.44220000000000004,2060s,ssp126
11,CDH,44.333333333333336,BTES,0.1396421052631579,0.0,0.0,0.0,0.48642,2060s,ssp126
12,CDH,30.666666666666668,BTES,0.1396421052631579,0.0,0.0,0.0,0.53064,2060s,ssp126
13,CDH,19.833333333333332,BTES,0.1396421052631579,0.0,0.0,0.0,0.57486,2060s,ssp126
14,CDH,8.333333333333334,BTES,0.1396421052631579,0.0,0.0,0.0,0.6190800000000001,2060s,ssp126
15,CDH,4.333333333333333,BTES,0.1396421052631579,0.0,0.0,0.0,0.6633,2060s,ssp126
16,CDH,4.0,BTES,0.1396421052631579,0.0,0.0,0.0,0.70752,2060s,ssp126
1,CDH,698.0,unmet_demand,0.0,0.0,0.0,0.0,0.04422,2060s,ssp126
2,CDH,609.8333333333334,unmet_demand,0.0,0.0,0.0,0.0,0.08844,2060s,ssp126
3,CDH,517.5,unmet_demand,0.0,0.0,0.0,0.0,0.13266,2060s,ssp126
4,CDH,415.0,unmet_demand,0.0,0.0,0.0,0.0,0.17688,2060s,ssp126
5,CDH,332.8333333333333,unmet_demand,0.0,0.0,0.0,0.0,0.22110000000000002,2060s,ssp126
6,CDH,256.5,unmet_demand,0.0,0.0,0.0,0.0,0.26532,2060s,ssp126
7,CDH,178.83333333333334,unmet_demand,0.0,0.0,0.0,0.0,0.30954000000000004,2060s,ssp126
8,CDH,130.83333333333334,unmet_demand,0.0,0.0,0.0,0.0,0.35376,2060s,ssp126
9,CDH,105.66666666666667,unmet_demand,0.0,0.0,0.0,0.0,0.39798,2060s,ssp126
10,CDH,65.33333333333333,unmet_demand,0.0,0.0,0.0,0.0,0.44220000000000004,2060s,ssp126
11,CDH,44.333333333333336,unmet_demand,0.0,0.0,0.0,0.0,0.48642,2060s,ssp126
12,CDH,30.666666666666668,unmet_demand,0.0,0.0,0.0,0.0,0.53064,2060s,ssp126
13,CDH,19.833333333333332,unmet_demand,0.0,0.0,0.0,0.0,0.57486,2060s,ssp126
14,CDH,8.333333333333334,unmet_demand,0.0,0.0,0.0,0.0,0.6190800000000001,2060s,ssp126
15,CDH,4.333333333333333,unmet_demand,0.0,0.0,0.0,0.0,0.6633,2060s,ssp126
16,CDH,4.0,unmet_demand,0.0,0.0,0.0,0.0,0.70752,2060s,ssp126
1,CDH,830.1666666666666,HeatPump,0.0,0.0,0.0,0.0,0.04422,2060s,ssp245
2,CDH,721.6666666666666,HeatPump,0.0,0.0,0.0,0.0,0.08844,2060s,ssp245
3,CDH,606.3333333333334,HeatPump,0.0,0.0,0.0,0.0,0.13266,2060s,ssp245
4,CDH,504.1666666666667,HeatPump,0.0,0.0,0.0,0.0,0.17688,2060s,ssp245
5,CDH,426.3333333333333,HeatPump,0.04422000000000001,0.0054629686824386944,0.0008194453023658042,1.660514020842548,0.22110000000000002,2060s,ssp245
6,CDH,328.1666666666667,HeatPump,0.08843999999999999,0.012123372172721041,0.001818505825908156,3.68499814714462,0.26532,2060s,ssp245
7,CDH,268.1666666666667,HeatPump,0.13266000000000003,0.02001282293041675,0.0030019234395625123,6.083061244598154,0.30954000000000004,2060s,ssp245
8,CDH,203.83333333333334,HeatPump,0.17688,0.029164056059356975,0.004374608408903546,8.864653415802147,0.35376,2060s,ssp245
9,CDH,150.66666666666666,HeatPump,0.2211,0.03961097958922516,0.0059416469383837735,12.040081283763518,0.39798,2060s,ssp245
10,CDH,94.66666666666667,HeatPump,0.26532,0.05138872748402092,0.007708309122603138,15.620024104253345,0.44220000000000004,2060s,ssp245
11,CDH,72.5,HeatPump,0.30954000000000004,0.06453371555150174,0.009680057332725261,19.615550759939023,0.48642,2060s,ssp245
12,CDH,45.833333333333336,HeatPump,0.35375999999999996,0.07908370044052863,0.011862555066079295,24.038137693110134,0.53064,2060s,ssp245
13,CDH,28.166666666666668,HeatPump,0.39798,0.0950778419271352,0.014261676289070279,28.89968783803863,0.57486,2060s,ssp245
14,CDH,19.166666666666668,HeatPump,0.44220000000000004,0.11255676870520463,0.016883515305780694,34.21255061859334,0.6190800000000001,2060s,ssp245
15,CDH,11.833333333333334,HeatPump,0.48641999999999996,0.13156264791399014,0.01973439718709852,39.989543081698564,0.6633,2060s,ssp245
16,CDH,9.4,HeatPump,0.53064,0.15213925865246777,0.022820888797870167,46.24397224262299,0.70752,2060s,ssp245
17,CDH,12.5,HeatPump,0.57486,0.1743320697498105,0.026149810462471574,52.98965872395149,0.7517400000000001,2060s,ssp245
18,CDH,4.0,HeatPump,0.61908,0.19818832208226042,0.029728248312339063,60.240961776471856,0.79596,2060s,ssp245
19,CDH,1.0,HeatPump,0.6633,0.22375711574952561,0.03356356736242884,68.0128057771537,0.84018,2060s,ssp245
1,CDH,830.1666666666666,Geothermal,0.04422,0.002327368421052632,0.0003491052631578948,0.7074226706163159,0.04422,2060s,ssp245
2,CDH,721.6666666666666,Geothermal,0.08844,0.004654736842105264,0.0006982105263157896,1.4148453412326318,0.08844,2060s,ssp245
3,CDH,606.3333333333334,Geothermal,0.13266,0.0069821052631578945,0.0010473157894736842,2.1222680118489476,0.13266,2060s,ssp245
4,CDH,504.1666666666667,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.8296906824652637,0.17688,2060s,ssp245
5,CDH,426.3333333333333,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.8296906824652637,0.22110000000000002,2060s,ssp245
6,CDH,328.1666666666667,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.8296906824652637,0.26532,2060s,ssp245
7,CDH,268.1666666666667,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.8296906824652637,0.30954000000000004,2060s,ssp245
8,CDH,203.83333333333334,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.8296906824652637,0.35376,2060s,ssp245
9,CDH,150.66666666666666,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.8296906824652637,0.39798,2060s,ssp245
10,CDH,94.66666666666667,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.8296906824652637,0.44220000000000004,2060s,ssp245
11,CDH,72.5,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.8296906824652637,0.48642,2060s,ssp245
12,CDH,45.833333333333336,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.8296906824652637,0.53064,2060s,ssp245
13,CDH,28.166666666666668,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.8296906824652637,0.57486,2060s,ssp245
14,CDH,19.166666666666668,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.8296906824652637,0.6190800000000001,2060s,ssp245
15,CDH,11.833333333333334,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.8296906824652637,0.6633,2060s,ssp245
16,CDH,9.4,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.8296906824652637,0.70752,2060s,ssp245
17,CDH,12.5,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.8296906824652637,0.7517400000000001,2060s,ssp245
18,CDH,4.0,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.8296906824652637,0.79596,2060s,ssp245
19,CDH,1.0,Geothermal,0.17688,0.009309473684210527,0.0013964210526315791,2.8296906824652637,0.84018,2060s,ssp245
1,CDH,830.1666666666666,BTES,0.04654736842105263,0.0,0.0,0.0,0.04422,2060s,ssp245
2,CDH,721.6666666666666,BTES,0.09309473684210526,0.0,0.0,0.0,0.08844,2060s,ssp245
3,CDH,606.3333333333334,BTES,0.1396421052631579,0.0,0.0,0.0,0.13266,2060s,ssp245
4,CDH,504.1666666666667,BTES,0.18618947368421052,0.0,0.0,0.0,0.17688,2060s,ssp245
5,CDH,426.3333333333333,BTES,0.18618947368421052,0.0,0.0,0.0,0.22110000000000002,2060s,ssp245
6,CDH,328.1666666666667,BTES,0.18618947368421052,0.0,0.0,0.0,0.26532,2060s,ssp245
7,CDH,268.1666666666667,BTES,0.18618947368421052,0.0,0.0,0.0,0.30954000000000004,2060s,ssp245
8,CDH,203.83333333333334,BTES,0.18618947368421052,0.0,0.0,0.0,0.35376,2060s,ssp245
9,CDH,150.66666666666666,BTES,0.18618947368421052,0.0,0.0,0.0,0.39798,2060s,ssp245
10,CDH,94.66666666666667,BTES,0.18618947368421052,0.0,0.0,0.0,0.44220000000000004,2060s,ssp245
11,CDH,72.5,BTES,0.18618947368421052,0.0,0.0,0.0,0.48642,2060s,ssp245
12,CDH,45.833333333333336,BTES,0.18618947368421052,0.0,0.0,0.0,0.53064,2060s,ssp245
13,CDH,28.166666666666668,BTES,0.18618947368421052,0.0,0.0,0.0,0.57486,2060s,ssp245
14,CDH,19.166666666666668,BTES,0.18618947368421052,0.0,0.0,0.0,0.6190800000000001,2060s,ssp245
15,CDH,11.833333333333334,BTES,0.18618947368421052,0.0,0.0,0.0,0.6633,2060s,ssp245
16,CDH,9.4,BTES,0.18618947368421052,0.0,0.0,0.0,0.70752,2060s,ssp245
17,CDH,12.5,BTES,0.18618947368421052,0.0,0.0,0.0,0.7517400000000001,2060s,ssp245
18,CDH,4.0,BTES,0.18618947368421052,0.0,0.0,0.0,0.79596,2060s,ssp245
19,CDH,1.0,BTES,0.18618947368421052,0.0,0.0,0.0,0.84018,2060s,ssp245
1,CDH,830.1666666666666,unmet_demand,0.0,0.0,0.0,0.0,0.04422,2060s,ssp245
2,CDH,721.6666666666666,unmet_demand,0.0,0.0,0.0,0.0,0.08844,2060s,ssp245
3,CDH,606.3333333333334,unmet_demand,0.0,0.0,0.0,0.0,0.13266,2060s,ssp245
4,CDH,504.1666666666667,unmet_demand,0.0,0.0,0.0,0.0,0.17688,2060s,ssp245
5,CDH,426.3333333333333,unmet_demand,0.0,0.0,0.0,0.0,0.22110000000000002,2060s,ssp245
6,CDH,328.1666666666667,unmet_demand,0.0,0.0,0.0,0.0,0.26532,2060s,ssp245
7,CDH,268.1666666666667,unmet_demand,0.0,0.0,0.0,0.0,0.30954000000000004,2060s,ssp245
8,CDH,203.83333333333334,unmet_demand,0.0,0.0,0.0,0.0,0.35376,2060s,ssp245
9,CDH,150.66666666666666,unmet_demand,0.0,0.0,0.0,0.0,0.39798,2060s,ssp245
10,CDH,94.66666666666667,unmet_demand,0.0,0.0,0.0,0.0,0.44220000000000004,2060s,ssp245
11,CDH,72.5,unmet_demand,0.0,0.0,0.0,0.0,0.48642,2060s,ssp245
12,CDH,45.833333333333336,unmet_demand,0.0,0.0,0.0,0.0,0.53064,2060s,ssp245
13,CDH,28.166666666666668,unmet_demand,0.0,0.0,0.0,0.0,0.57486,2060s,ssp245
14,CDH,19.166666666666668,unmet_demand,0.0,0.0,0.0,0.0,0.6190800000000001,2060s,ssp245
15,CDH,11.833333333333334,unmet_demand,0.0,0.0,0.0,0.0,0.6633,2060s,ssp245
16,CDH,9.4,unmet_demand,0.0,0.0,0.0,0.0,0.70752,2060s,ssp245
17,CDH,12.5,unmet_demand,0.0,0.0,0.0,0.0,0.7517400000000001,2060s,ssp245
18,CDH,4.0,unmet_demand,0.0,0.0,0.0,0.0,0.79596,2060s,ssp245
19,CDH,1.0,unmet_demand,0.0,0.0,0.0,0.0,0.84018,2060s,ssp245
1,CDH,856.6666666666666,HeatPump,0.0,0.0,0.0,0.0,0.04422,2060s,ssp370
2,CDH,732.0,HeatPump,0.0,0.0,0.0,0.0,0.08844,2060s,ssp370
3,CDH,632.1666666666666,HeatPump,0.0,0.0,0.0,0.0,0.13266,2060s,ssp370
4,CDH,528.0,HeatPump,0.0,0.0,0.0,0.0,0.17688,2060s,ssp370
5,CDH,416.0,HeatPump,0.04422000000000001,0.0054629686824386944,0.0008194453023658042,1.653157147445797,0.22110000000000002,2060s,ssp370
6,CDH,336.1666666666667,HeatPump,0.08843999999999999,0.012123372172721041,0.001818505825908156,3.668671838245373,0.26532,2060s,ssp370
7,CDH,264.0,HeatPump,0.13266000000000003,0.02001282293041675,0.0030019234395625123,6.0561103662078075,0.30954000000000004,2060s,ssp370
8,CDH,190.5,HeatPump,0.17688,0.029164056059356975,0.004374608408903546,8.825378750206102,0.35376,2060s,ssp370
9,CDH,144.5,HeatPump,0.2211,0.03961097958922516,0.0059416469383837735,11.986737949964809,0.39798,2060s,ssp370
