,ssp,period,quantile,count,variable
242,ssp126,2061-2071,0,42078,HDH
262,ssp126,2061-2071,2.64485676861881E-05,1125,HDH
256,ssp126,2061-2071,0.621908569335915,2242,HDH
259,ssp126,2061-2071,1.23366902669269,2210,HDH
250,ssp126,2061-2071,1.83515014648435,2343,HDH
261,ssp126,2061-2071,2.43077189127602,2134,HDH
254,ssp126,2061-2071,3.0313781738281,2245,HDH
252,ssp126,2061-2071,3.63480224609373,2336,HDH
253,ssp126,2061-2071,4.2382873535156,2282,HDH
248,ssp126,2061-2071,4.8474182128906,2375,HDH
258,ssp126,2061-2071,5.46485493977862,2225,HDH
251,ssp126,2061-2071,6.0920471191406,2337,HDH
260,ssp126,2061-2071,6.7457336425781,2210,HDH
255,ssp126,2061-2071,7.42415974934894,2243,HDH
249,ssp126,2061-2071,8.12185770670571,2355,HDH
244,ssp126,2061-2071,8.81697184244789,2439,HDH
245,ssp126,2061-2071,9.54146423339842,2417,HDH
246,ssp126,2061-2071,10.3686075846354,2409,HDH
257,ssp126,2061-2071,11.3660491943359,2228,HDH
247,ssp126,2061-2071,12.7873392740885,2376,HDH
243,ssp126,2061-2071,14.9491383870442,2985,HDH
263,ssp126,2061-2071,31.8296569824219,54,HDH
1034,ssp126,2071-2081,0,81686,CDH
1054,ssp126,2071-2081,3.45865885655883E-05,148,CDH
1045,ssp126,2071-2081,0.286584472656273,291,CDH
1052,ssp126,2071-2081,0.582147216796898,250,CDH
1051,ssp126,2071-2081,0.883386230468773,254,CDH
1053,ssp126,2071-2081,1.19264119466148,242,CDH
1050,ssp126,2071-2081,1.51648864746096,276,CDH
1043,ssp126,2071-2081,1.84905395507815,306,CDH
1047,ssp126,2071-2081,2.20259246826174,290,CDH
1048,ssp126,2071-2081,2.56795654296877,286,CDH
1038,ssp126,2071-2081,2.96079915364586,316,CDH
1049,ssp126,2071-2081,3.36797485351565,285,CDH
1041,ssp126,2071-2081,3.79624837239586,313,CDH
1046,ssp126,2071-2081,4.26107177734377,291,CDH
1044,ssp126,2071-2081,4.77202504475914,305,CDH
1037,ssp126,2071-2081,5.33524475097659,350,CDH
1039,ssp126,2071-2081,5.96098480224612,316,CDH
1040,ssp126,2071-2081,6.67320149739586,316,CDH
1042,ssp126,2071-2081,7.51457366943362,311,CDH
1036,ssp126,2071-2081,8.55979309082034,380,CDH
1035,ssp126,2071-2081,10.1126876831055,455,CDH
1055,ssp126,2071-2081,20.3302551269531,5,CDH
264,ssp126,2071-2081,0,42820,HDH
284,ssp126,2071-2081,2.64485676861881E-05,1119,HDH
280,ssp126,2071-2081,0.621908569335915,2151,HDH
273,ssp126,2071-2081,1.23366902669269,2303,HDH
274,ssp126,2071-2081,1.83515014648435,2302,HDH
271,ssp126,2071-2081,2.43077189127602,2322,HDH
269,ssp126,2071-2081,3.0313781738281,2386,HDH
279,ssp126,2071-2081,3.63480224609373,2183,HDH
276,ssp126,2071-2081,4.2382873535156,2228,HDH
282,ssp126,2071-2081,4.8474182128906,2064,HDH
281,ssp126,2071-2081,5.46485493977862,2092,HDH
278,ssp126,2071-2081,6.0920471191406,2202,HDH
270,ssp126,2071-2081,6.7457336425781,2325,HDH
275,ssp126,2071-2081,7.42415974934894,2230,HDH
268,ssp126,2071-2081,8.12185770670571,2452,HDH
266,ssp126,2071-2081,8.81697184244789,2605,HDH
267,ssp126,2071-2081,9.54146423339842,2487,HDH
272,ssp126,2071-2081,10.3686075846354,2307,HDH
283,ssp126,2071-2081,11.3660491943359,2063,HDH
277,ssp126,2071-2081,12.7873392740885,2225,HDH
265,ssp126,2071-2081,14.9491383870442,2805,HDH
285,ssp126,2071-2081,31.8296569824219,1,HDH
1056,ssp126,2081-2091,0,81336,CDH
1076,ssp126,2081-2091,3.45865885655883E-05,154,CDH
1065,ssp126,2081-2091,0.286584472656273,321,CDH
1063,ssp126,2081-2091,0.582147216796898,326,CDH
1066,ssp126,2081-2091,0.883386230468773,319,CDH
1075,ssp126,2081-2091,1.19264119466148,276,CDH
1070,ssp126,2081-2091,1.51648864746096,284,CDH
1072,ssp126,2081-2091,1.84905395507815,279,CDH
1071,ssp126,2081-2091,2.20259246826174,283,CDH
1074,ssp126,2081-2091,2.56795654296877,278,CDH
1068,ssp126,2081-2091,2.96079915364586,309,CDH
1073,ssp126,2081-2091,3.36797485351565,279,CDH
1069,ssp126,2081-2091,3.79624837239586,308,CDH
1067,ssp126,2081-2091,4.26107177734377,318,CDH
1064,ssp126,2081-2091,4.77202504475914,325,CDH
1062,ssp126,2081-2091,5.33524475097659,335,CDH
1059,ssp126,2081-2091,5.96098480224612,362,CDH
1061,ssp126,2081-2091,6.67320149739586,353,CDH
1058,ssp126,2081-2091,7.51457366943362,379,CDH
1060,ssp126,2081-2091,8.55979309082034,358,CDH
1057,ssp126,2081-2091,10.1126876831055,466,CDH
1077,ssp126,2081-2091,20.3302551269531,0,CDH
286,ssp126,2081-2091,0,42118,HDH
306,ssp126,2081-2091,2.64485676861881E-05,1046,HDH
304,ssp126,2081-2091,0.621908569335915,2111,HDH
302,ssp126,2081-2091,1.23366902669269,2147,HDH
300,ssp126,2081-2091,1.83515014648435,2198,HDH
295,ssp126,2081-2091,2.43077189127602,2308,HDH
297,ssp126,2081-2091,3.0313781738281,2244,HDH
301,ssp126,2081-2091,3.63480224609373,2158,HDH
305,ssp126,2081-2091,4.2382873535156,2086,HDH
299,ssp126,2081-2091,4.8474182128906,2200,HDH
298,ssp126,2081-2091,5.46485493977862,2226,HDH
303,ssp126,2081-2091,6.0920471191406,2125,HDH
296,ssp126,2081-2091,6.7457336425781,2262,HDH
292,ssp126,2081-2091,7.42415974934894,2456,HDH
293,ssp126,2081-2091,8.12185770670571,2445,HDH
288,ssp126,2081-2091,8.81697184244789,2571,HDH
291,ssp126,2081-2091,9.54146423339842,2475,HDH
289,ssp126,2081-2091,10.3686075846354,2529,HDH
290,ssp126,2081-2091,11.3660491943359,2477,HDH
294,ssp126,2081-2091,12.7873392740885,2379,HDH
287,ssp126,2081-2091,14.9491383870442,3085,HDH
307,ssp126,2081-2091,31.8296569824219,2,HDH
1078,ssp245,2021-2031,0,81861,CDH
1098,ssp245,2021-2031,3.45865885655883E-05,154,CDH
1087,ssp245,2021-2031,0.286584472656273,300,CDH
1089,ssp245,2021-2031,0.582147216796898,298,CDH
1085,ssp245,2021-2031,0.883386230468773,308,CDH
1086,ssp245,2021-2031,1.19264119466148,304,CDH
1093,ssp245,2021-2031,1.51648864746096,276,CDH
1091,ssp245,2021-2031,1.84905395507815,297,CDH
1095,ssp245,2021-2031,2.20259246826174,267,CDH
1090,ssp245,2021-2031,2.56795654296877,298,CDH
1084,ssp245,2021-2031,2.96079915364586,312,CDH
1088,ssp245,2021-2031,3.36797485351565,299,CDH
1081,ssp245,2021-2031,3.79624837239586,324,CDH
1080,ssp245,2021-2031,4.26107177734377,340,CDH
1082,ssp245,2021-2031,4.77202504475914,315,CDH
1079,ssp245,2021-2031,5.33524475097659,345,CDH
1092,ssp245,2021-2031,5.96098480224612,291,CDH
1096,ssp245,2021-2031,6.67320149739586,242,CDH
1094,ssp245,2021-2031,7.51457366943362,269,CDH
1097,ssp245,2021-2031,8.55979309082034,235,CDH
1083,ssp245,2021-2031,10.1126876831055,313,CDH
1099,ssp245,2021-2031,20.3302551269531,0,CDH
308,ssp245,2021-2031,0,42347,HDH
328,ssp245,2021-2031,2.64485676861881E-05,1172,HDH
321,ssp245,2021-2031,0.621908569335915,2187,HDH
318,ssp245,2021-2031,1.23366902669269,2231,HDH
327,ssp245,2021-2031,1.83515014648435,2006,HDH
325,ssp245,2021-2031,2.43077189127602,2144,HDH
316,ssp245,2021-2031,3.0313781738281,2261,HDH
324,ssp245,2021-2031,3.63480224609373,2156,HDH
326,ssp245,2021-2031,4.2382873535156,2100,HDH
315,ssp245,2021-2031,4.8474182128906,2270,HDH
312,ssp245,2021-2031,5.46485493977862,2375,HDH
310,ssp245,2021-2031,6.0920471191406,2481,HDH
314,ssp245,2021-2031,6.7457336425781,2311,HDH
323,ssp245,2021-2031,7.42415974934894,2173,HDH
322,ssp245,2021-2031,8.12185770670571,2174,HDH
319,ssp245,2021-2031,8.81697184244789,2219,HDH
317,ssp245,2021-2031,9.54146423339842,2244,HDH
320,ssp245,2021-2031,10.3686075846354,2197,HDH
313,ssp245,2021-2031,11.3660491943359,2356,HDH
311,ssp245,2021-2031,12.7873392740885,2395,HDH
309,ssp245,2021-2031,14.9491383870442,3794,HDH
329,ssp245,2021-2031,31.8296569824219,55,HDH
1100,ssp245,2031-2041,0,81226,CDH
1120,ssp245,2031-2041,3.45865885655883E-05,183,CDH
1105,ssp245,2031-2041,0.286584472656273,356,CDH
1103,ssp245,2031-2041,0.582147216796898,364,CDH
1107,ssp245,2031-2041,0.883386230468773,348,CDH
1109,ssp245,2031-2041,1.19264119466148,338,CDH
1113,ssp245,2031-2041,1.51648864746096,322,CDH
1108,ssp245,2031-2041,1.84905395507815,347,CDH
1101,ssp245,2031-2041,2.20259246826174,377,CDH
1112,ssp245,2031-2041,2.56795654296877,326,CDH
1104,ssp245,2031-2041,2.96079915364586,361,CDH
1102,ssp245,2031-2041,3.36797485351565,368,CDH
1114,ssp245,2031-2041,3.79624837239586,313,CDH
1111,ssp245,2031-2041,4.26107177734377,327,CDH
1110,ssp245,2031-2041,4.77202504475914,336,CDH
1116,ssp245,2031-2041,5.33524475097659,298,CDH
1118,ssp245,2031-2041,5.96098480224612,274,CDH
1119,ssp245,2031-2041,6.67320149739586,262,CDH
1115,ssp245,2031-2041,7.51457366943362,308,CDH
1117,ssp245,2031-2041,8.55979309082034,288,CDH
1106,ssp245,2031-2041,10.1126876831055,350,CDH
1121,ssp245,2031-2041,20.3302551269531,0,CDH
330,ssp245,2031-2041,0,43074,HDH
350,ssp245,2031-2041,2.64485676861881E-05,1020,HDH
339,ssp245,2031-2041,0.621908569335915,2135,HDH
344,ssp245,2031-2041,1.23366902669269,2016,HDH
346,ssp245,2031-2041,1.83515014648435,2005,HDH
345,ssp245,2031-2041,2.43077189127602,2015,HDH
348,ssp245,2031-2041,3.0313781738281,1933,HDH
349,ssp245,2031-2041,3.63480224609373,1933,HDH
342,ssp245,2031-2041,4.2382873535156,2096,HDH
340,ssp245,2031-2041,4.8474182128906,2115,HDH
338,ssp245,2031-2041,5.46485493977862,2136,HDH
337,ssp245,2031-2041,6.0920471191406,2160,HDH
343,ssp245,2031-2041,6.7457336425781,2074,HDH
341,ssp245,2031-2041,7.42415974934894,2103,HDH
347,ssp245,2031-2041,8.12185770670571,1965,HDH
336,ssp245,2031-2041,8.81697184244789,2226,HDH
335,ssp245,2031-2041,9.54146423339842,2259,HDH
334,ssp245,2031-2041,10.3686075846354,2434,HDH
333,ssp245,2031-2041,11.3660491943359,2657,HDH
332,ssp245,2031-2041,12.7873392740885,2708,HDH
331,ssp245,2031-2041,14.9491383870442,4387,HDH
351,ssp245,2031-2041,31.8296569824219,221,HDH
1122,ssp245,2041-2051,0,82163,CDH
1142,ssp245,2041-2051,3.45865885655883E-05,128,CDH
1135,ssp245,2041-2051,0.286584472656273,277,CDH
1123,ssp245,2041-2051,0.582147216796898,325,CDH
1129,ssp245,2041-2051,0.883386230468773,298,CDH
1126,ssp245,2041-2051,1.19264119466148,302,CDH
1133,ssp245,2041-2051,1.51648864746096,283,CDH
1125,ssp245,2041-2051,1.84905395507815,304,CDH
1124,ssp245,2041-2051,2.20259246826174,316,CDH
1140,ssp245,2041-2051,2.56795654296877,235,CDH
1127,ssp245,2041-2051,2.96079915364586,301,CDH
1132,ssp245,2041-2051,3.36797485351565,285,CDH
1128,ssp245,2041-2051,3.79624837239586,299,CDH
1134,ssp245,2041-2051,4.26107177734377,278,CDH
1130,ssp245,2041-2051,4.77202504475914,295,CDH
1136,ssp245,2041-2051,5.33524475097659,271,CDH
1141,ssp245,2041-2051,5.96098480224612,234,CDH
1138,ssp245,2041-2051,6.67320149739586,259,CDH
1139,ssp245,2041-2051,7.51457366943362,238,CDH
1137,ssp245,2041-2051,8.55979309082034,264,CDH
1131,ssp245,2041-2051,10.1126876831055,293,CDH
1143,ssp245,2041-2051,20.3302551269531,0,CDH
352,ssp245,2041-2051,0,41146,HDH
372,ssp245,2041-2051,2.64485676861881E-05,985,HDH
371,ssp245,2041-2051,0.621908569335915,2086,HDH
358,ssp245,2041-2051,1.23366902669269,2369,HDH
362,ssp245,2041-2051,1.83515014648435,2290,HDH
364,ssp245,2041-2051,2.43077189127602,2250,HDH
365,ssp245,2041-2051,3.0313781738281,2192,HDH
368,ssp245,2041-2051,3.63480224609373,2149,HDH
366,ssp245,2041-2051,4.2382873535156,2191,HDH
369,ssp245,2041-2051,4.8474182128906,2148,HDH
367,ssp245,2041-2051,5.46485493977862,2174,HDH
370,ssp245,2041-2051,6.0920471191406,2138,HDH
360,ssp245,2041-2051,6.7457336425781,2321,HDH
361,ssp245,2041-2051,7.42415974934894,2305,HDH
359,ssp245,2041-2051,8.12185770670571,2349,HDH
357,ssp245,2041-2051,8.81697184244789,2387,HDH
363,ssp245,2041-2051,9.54146423339842,2284,HDH
355,ssp245,2041-2051,10.3686075846354,2638,HDH
354,ssp245,2041-2051,11.3660491943359,2641,HDH
356,ssp245,2041-2051,12.7873392740885,2430,HDH
353,ssp245,2041-2051,14.9491383870442,4074,HDH
373,ssp245,2041-2051,31.8296569824219,101,HDH
1144,ssp245,2051-2061,0,82258,CDH
1164,ssp245,2051-2061,3.45865885655883E-05,169,CDH
1145,ssp245,2051-2061,0.286584472656273,339,CDH
1150,ssp245,2051-2061,0.582147216796898,295,CDH
1148,ssp245,2051-2061,0.883386230468773,315,CDH
1152,ssp245,2051-2061,1.19264119466148,278,CDH
1155,ssp245,2051-2061,1.51648864746096,262,CDH
1147,ssp245,2051-2061,1.84905395507815,326,CDH
1149,ssp245,2051-2061,2.20259246826174,296,CDH
1151,ssp245,2051-2061,2.56795654296877,287,CDH
1154,ssp245,2051-2061,2.96079915364586,263,CDH
1159,ssp245,2051-2061,3.36797485351565,252,CDH
1157,ssp245,2051-2061,3.79624837239586,256,CDH
1156,ssp245,2051-2061,4.26107177734377,258,CDH
1160,ssp245,2051-2061,4.77202504475914,250,CDH
1158,ssp245,2051-2061,5.33524475097659,255,CDH
1153,ssp245,2051-2061,5.96098480224612,268,CDH
1163,ssp245,2051-2061,6.67320149739586,223,CDH
1162,ssp245,2051-2061,7.51457366943362,241,CDH
1161,ssp245,2051-2061,8.55979309082034,247,CDH
1146,ssp245,2051-2061,10.1126876831055,334,CDH
1165,ssp245,2051-2061,20.3302551269531,0,CDH
374,ssp245,2051-2061,0,42413,HDH
394,ssp245,2051-2061,2.64485676861881E-05,1120,HDH
388,ssp245,2051-2061,0.621908569335915,2238,HDH
389,ssp245,2051-2061,1.23366902669269,2237,HDH
377,ssp245,2051-2061,1.83515014648435,2404,HDH
376,ssp245,2051-2061,2.43077189127602,2472,HDH
379,ssp245,2051-2061,3.0313781738281,2369,HDH
392,ssp245,2051-2061,3.63480224609373,2163,HDH
390,ssp245,2051-2061,4.2382873535156,2234,HDH
382,ssp245,2051-2061,4.8474182128906,2352,HDH
386,ssp245,2051-2061,5.46485493977862,2325,HDH
381,ssp245,2051-2061,6.0920471191406,2363,HDH
383,ssp245,2051-2061,6.7457336425781,2345,HDH
378,ssp245,2051-2061,7.42415974934894,2390,HDH
384,ssp245,2051-2061,8.12185770670571,2336,HDH
385,ssp245,2051-2061,8.81697184244789,2326,HDH
387,ssp245,2051-2061,9.54146423339842,2283,HDH
391,ssp245,2051-2061,10.3686075846354,2211,HDH
380,ssp245,2051-2061,11.3660491943359,2369,HDH
393,ssp245,2051-2061,12.7873392740885,2124,HDH
375,ssp245,2051-2061,14.9491383870442,2593,HDH
395,ssp245,2051-2061,31.8296569824219,5,HDH
1166,ssp245,2061-2071,0,81469,CDH
1186,ssp245,2061-2071,3.45865885655883E-05,151,CDH
1171,ssp245,2061-2071,0.286584472656273,337,CDH
1183,ssp245,2061-2071,0.582147216796898,281,CDH
1170,ssp245,2061-2071,0.883386230468773,339,CDH
1172,ssp245,2061-2071,1.19264119466148,335,CDH
1175,ssp245,2061-2071,1.51648864746096,326,CDH
1179,ssp245,2061-2071,1.84905395507815,315,CDH
1182,ssp245,2061-2071,2.20259246826174,290,CDH
1177,ssp245,2061-2071,2.56795654296877,320,CDH
1180,ssp245,2061-2071,2.96079915364586,315,CDH
1174,ssp245,2061-2071,3.36797485351565,327,CDH
1181,ssp245,2061-2071,3.79624837239586,300,CDH
1168,ssp245,2061-2071,4.26107177734377,347,CDH
1178,ssp245,2061-2071,4.77202504475914,317,CDH
1173,ssp245,2061-2071,5.33524475097659,328,CDH
1169,ssp245,2061-2071,5.96098480224612,340,CDH
1167,ssp245,2061-2071,6.67320149739586,353,CDH
1176,ssp245,2061-2071,7.51457366943362,323,CDH
1184,ssp245,2061-2071,8.55979309082034,279,CDH
1185,ssp245,2061-2071,10.1126876831055,256,CDH
1187,ssp245,2061-2071,20.3302551269531,0,CDH
396,ssp245,2061-2071,0,43667,HDH
416,ssp245,2061-2071,2.64485676861881E-05,1031,HDH
408,ssp245,2061-2071,0.621908569335915,2167,HDH
405,ssp245,2061-2071,1.23366902669269,2230,HDH
410,ssp245,2061-2071,1.83515014648435,2152,HDH
399,ssp245,2061-2071,2.43077189127602,2321,HDH
406,ssp245,2061-2071,3.0313781738281,2226,HDH
402,ssp245,2061-2071,3.63480224609373,2249,HDH
407,ssp245,2061-2071,4.2382873535156,2195,HDH
411,ssp245,2061-2071,4.8474182128906,2138,HDH
412,ssp245,2061-2071,5.46485493977862,2131,HDH
400,ssp245,2061-2071,6.0920471191406,2288,HDH
403,ssp245,2061-2071,6.7457336425781,2242,HDH
409,ssp245,2061-2071,7.42415974934894,2162,HDH
401,ssp245,2061-2071,8.12185770670571,2258,HDH
398,ssp245,2061-2071,8.81697184244789,2392,HDH
404,ssp245,2061-2071,9.54146423339842,2241,HDH
413,ssp245,2061-2071,10.3686075846354,2107,HDH
415,ssp245,2061-2071,11.3660491943359,1887,HDH
414,ssp245,2061-2071,12.7873392740885,2022,HDH
397,ssp245,2061-2071,14.9491383870442,3383,HDH
417,ssp245,2061-2071,31.8296569824219,159,HDH
1188,ssp245,2071-2081,0,81451,CDH
1208,ssp245,2071-2081,3.45865885655883E-05,172,CDH
1196,ssp245,2071-2081,0.286584472656273,311,CDH
1199,ssp245,2071-2081,0.582147216796898,307,CDH
1194,ssp245,2071-2081,0.883386230468773,316,CDH
1190,ssp245,2071-2081,1.19264119466148,336,CDH
1200,ssp245,2071-2081,1.51648864746096,307,CDH
1193,ssp245,2071-2081,1.84905395507815,318,CDH
1191,ssp245,2071-2081,2.20259246826174,330,CDH
1202,ssp245,2071-2081,2.56795654296877,306,CDH
1206,ssp245,2071-2081,2.96079915364586,285,CDH
1201,ssp245,2071-2081,3.36797485351565,307,CDH
1198,ssp245,2071-2081,3.79624837239586,308,CDH
1204,ssp245,2071-2081,4.26107177734377,292,CDH
1207,ssp245,2071-2081,4.77202504475914,263,CDH
1205,ssp245,2071-2081,5.33524475097659,292,CDH
1203,ssp245,2071-2081,5.96098480224612,296,CDH
1197,ssp245,2071-2081,6.67320149739586,309,CDH
1192,ssp245,2071-2081,7.51457366943362,323,CDH
1195,ssp245,2071-2081,8.55979309082034,315,CDH
1189,ssp245,2071-2081,10.1126876831055,505,CDH
1209,ssp245,2071-2081,20.3302551269531,23,CDH
418,ssp245,2071-2081,0,44661,HDH
438,ssp245,2071-2081,2.64485676861881E-05,1195,HDH
427,ssp245,2071-2081,0.621908569335915,2226,HDH
426,ssp245,2071-2081,1.23366902669269,2229,HDH
423,ssp245,2071-2081,1.83515014648435,2267,HDH
432,ssp245,2071-2081,2.43077189127602,2174,HDH
433,ssp245,2071-2081,3.0313781738281,2173,HDH
434,ssp245,2071-2081,3.63480224609373,2154,HDH
435,ssp245,2071-2081,4.2382873535156,2085,HDH
428,ssp245,2071-2081,4.8474182128906,2221,HDH
429,ssp245,2071-2081,5.46485493977862,2220,HDH
419,ssp245,2071-2081,6.0920471191406,2322,HDH
431,ssp245,2071-2081,6.7457336425781,2195,HDH
421,ssp245,2071-2081,7.42415974934894,2299,HDH
422,ssp245,2071-2081,8.12185770670571,2293,HDH
430,ssp245,2071-2081,8.81697184244789,2196,HDH
437,ssp245,2071-2081,9.54146423339842,1969,HDH
436,ssp245,2071-2081,10.3686075846354,1980,HDH
424,ssp245,2071-2081,11.3660491943359,2265,HDH
420,ssp245,2071-2081,12.7873392740885,2309,HDH
425,ssp245,2071-2081,14.9491383870442,2239,HDH
439,ssp245,2071-2081,31.8296569824219,0,HDH
1210,ssp245,2081-2091,0,80190,CDH
1230,ssp245,2081-2091,3.45865885655883E-05,165,CDH
1228,ssp245,2081-2091,0.286584472656273,318,CDH
1220,ssp245,2081-2091,0.582147216796898,361,CDH
1224,ssp245,2081-2091,0.883386230468773,350,CDH
1229,ssp245,2081-2091,1.19264119466148,311,CDH
1221,ssp245,2081-2091,1.51648864746096,359,CDH
1227,ssp245,2081-2091,1.84905395507815,323,CDH
1222,ssp245,2081-2091,2.20259246826174,354,CDH
1217,ssp245,2081-2091,2.56795654296877,375,CDH
1226,ssp245,2081-2091,2.96079915364586,334,CDH
1225,ssp245,2081-2091,3.36797485351565,344,CDH
1223,ssp245,2081-2091,3.79624837239586,354,CDH
1219,ssp245,2081-2091,4.26107177734377,366,CDH
1216,ssp245,2081-2091,4.77202504475914,389,CDH
1218,ssp245,2081-2091,5.33524475097659,373,CDH
1214,ssp245,2081-2091,5.96098480224612,392,CDH
1213,ssp245,2081-2091,6.67320149739586,421,CDH
1215,ssp245,2081-2091,7.51457366943362,391,CDH
1212,ssp245,2081-2091,8.55979309082034,440,CDH
1211,ssp245,2081-2091,10.1126876831055,713,CDH
1231,ssp245,2081-2091,20.3302551269531,25,CDH
440,ssp245,2081-2091,0,45511,HDH
460,ssp245,2081-2091,2.64485676861881E-05,1117,HDH
452,ssp245,2081-2091,0.621908569335915,2185,HDH
451,ssp245,2081-2091,1.23366902669269,2192,HDH
444,ssp245,2081-2091,1.83515014648435,2288,HDH
450,ssp245,2081-2091,2.43077189127602,2196,HDH
441,ssp245,2081-2091,3.0313781738281,2442,HDH
443,ssp245,2081-2091,3.63480224609373,2303,HDH
445,ssp245,2081-2091,4.2382873535156,2254,HDH
446,ssp245,2081-2091,4.8474182128906,2238,HDH
448,ssp245,2081-2091,5.46485493977862,2233,HDH
447,ssp245,2081-2091,6.0920471191406,2236,HDH
449,ssp245,2081-2091,6.7457336425781,2202,HDH
453,ssp245,2081-2091,7.42415974934894,2146,HDH
455,ssp245,2081-2091,8.12185770670571,1988,HDH
458,ssp245,2081-2091,8.81697184244789,1927,HDH
454,ssp245,2081-2091,9.54146423339842,2027,HDH
459,ssp245,2081-2091,10.3686075846354,1897,HDH
456,ssp245,2081-2091,11.3660491943359,1982,HDH
457,ssp245,2081-2091,12.7873392740885,1953,HDH
442,ssp245,2081-2091,14.9491383870442,2331,HDH
461,ssp245,2081-2091,31.8296569824219,0,HDH
1232,ssp370,2021-2031,0,82179,CDH
1252,ssp370,2021-2031,3.45865885655883E-05,177,CDH
1233,ssp370,2021-2031,0.286584472656273,320,CDH
1234,ssp370,2021-2031,0.582147216796898,306,CDH
1237,ssp370,2021-2031,0.883386230468773,297,CDH
1241,ssp370,2021-2031,1.19264119466148,281,CDH
1244,ssp370,2021-2031,1.51648864746096,273,CDH
1249,ssp370,2021-2031,1.84905395507815,250,CDH
1242,ssp370,2021-2031,2.20259246826174,279,CDH
1240,ssp370,2021-2031,2.56795654296877,291,CDH
1235,ssp370,2021-2031,2.96079915364586,304,CDH
1238,ssp370,2021-2031,3.36797485351565,297,CDH
1246,ssp370,2021-2031,3.79624837239586,268,CDH
1243,ssp370,2021-2031,4.26107177734377,276,CDH
1236,ssp370,2021-2031,4.77202504475914,304,CDH
1239,ssp370,2021-2031,5.33524475097659,294,CDH
1250,ssp370,2021-2031,5.96098480224612,248,CDH
1245,ssp370,2021-2031,6.67320149739586,272,CDH
1248,ssp370,2021-2031,7.51457366943362,258,CDH
1247,ssp370,2021-2031,8.55979309082034,262,CDH
1251,ssp370,2021-2031,10.1126876831055,212,CDH
1253,ssp370,2021-2031,20.3302551269531,0,CDH
462,ssp370,2021-2031,0,40832,HDH
482,ssp370,2021-2031,2.64485676861881E-05,1031,HDH
480,ssp370,2021-2031,0.621908569335915,2150,HDH
481,ssp370,2021-2031,1.23366902669269,1991,HDH
479,ssp370,2021-2031,1.83515014648435,2251,HDH
470,ssp370,2021-2031,2.43077189127602,2419,HDH
477,ssp370,2021-2031,3.0313781738281,2292,HDH
469,ssp370,2021-2031,3.63480224609373,2424,HDH
466,ssp370,2021-2031,4.2382873535156,2463,HDH
471,ssp370,2021-2031,4.8474182128906,2394,HDH
476,ssp370,2021-2031,5.46485493977862,2300,HDH
465,ssp370,2021-2031,6.0920471191406,2469,HDH
478,ssp370,2021-2031,6.7457336425781,2260,HDH
464,ssp370,2021-2031,7.42415974934894,2483,HDH
468,ssp370,2021-2031,8.12185770670571,2436,HDH
467,ssp370,2021-2031,8.81697184244789,2442,HDH
475,ssp370,2021-2031,9.54146423339842,2323,HDH
472,ssp370,2021-2031,10.3686075846354,2388,HDH
473,ssp370,2021-2031,11.3660491943359,2362,HDH
474,ssp370,2021-2031,12.7873392740885,2361,HDH
463,ssp370,2021-2031,14.9491383870442,3510,HDH
483,ssp370,2021-2031,31.8296569824219,67,HDH
1254,ssp370,2031-2041,0,81906,CDH
1274,ssp370,2031-2041,3.45865885655883E-05,150,CDH
1256,ssp370,2031-2041,0.286584472656273,336,CDH
1262,ssp370,2031-2041,0.582147216796898,309,CDH
1255,ssp370,2031-2041,0.883386230468773,339,CDH
1260,ssp370,2031-2041,1.19264119466148,323,CDH
1268,ssp370,2031-2041,1.51648864746096,294,CDH
1263,ssp370,2031-2041,1.84905395507815,304,CDH
1257,ssp370,2031-2041,2.20259246826174,332,CDH
1266,ssp370,2031-2041,2.56795654296877,296,CDH
1267,ssp370,2031-2041,2.96079915364586,295,CDH
1258,ssp370,2031-2041,3.36797485351565,332,CDH
1261,ssp370,2031-2041,3.79624837239586,313,CDH
1265,ssp370,2031-2041,4.26107177734377,303,CDH
1269,ssp370,2031-2041,4.77202504475914,291,CDH
1264,ssp370,2031-2041,5.33524475097659,304,CDH
1270,ssp370,2031-2041,5.96098480224612,283,CDH
1273,ssp370,2031-2041,6.67320149739586,198,CDH
1272,ssp370,2031-2041,7.51457366943362,200,CDH
1271,ssp370,2031-2041,8.55979309082034,232,CDH
1259,ssp370,2031-2041,10.1126876831055,324,CDH
1275,ssp370,2031-2041,20.3302551269531,8,CDH
484,ssp370,2031-2041,0,41768,HDH
504,ssp370,2031-2041,2.64485676861881E-05,1079,HDH
503,ssp370,2031-2041,0.621908569335915,2167,HDH
501,ssp370,2031-2041,1.23366902669269,2235,HDH
498,ssp370,2031-2041,1.83515014648435,2292,HDH
492,ssp370,2031-2041,2.43077189127602,2359,HDH
502,ssp370,2031-2041,3.0313781738281,2182,HDH
494,ssp370,2031-2041,3.63480224609373,2330,HDH
489,ssp370,2031-2041,4.2382873535156,2420,HDH
488,ssp370,2031-2041,4.8474182128906,2443,HDH
495,ssp370,2031-2041,5.46485493977862,2328,HDH
493,ssp370,2031-2041,6.0920471191406,2354,HDH
491,ssp370,2031-2041,6.7457336425781,2370,HDH
490,ssp370,2031-2041,7.42415974934894,2380,HDH
487,ssp370,2031-2041,8.12185770670571,2470,HDH
497,ssp370,2031-2041,8.81697184244789,2294,HDH
500,ssp370,2031-2041,9.54146423339842,2240,HDH
