technology,2020,2023,2025,2030,2035,2040,2045,2050,2055,2065,2075,2085,2095
ASHP,,1163.0,1144.44,1105.0,1073.1935483870968,1047.0,1025.0540540540542,,990.3488372093027,964.1428571428576,943.6545454545461,927.1967213114762,913.68656716418
BTES,,1273.0,1273.0000010569224,1273.0,1272.9999997414893,1273.0,1272.9999984389292,,1272.9999971490538,1272.9999958716787,1272.9999946066232,1272.99999335371,1272.9999921127646
E Boiler,160.0,,153.71428570491645,149.0,145.33333332322684,,139.999999999904,138.0,136.30769231930142,133.60000002267574,131.5294117972619,129.8947368833293,128.57142862023042
GSHP,,1108.0,1091.0880420499352,1053.0,1019.9498289623723,991.0,965.4320241691848,,922.3192064923361,887.3714285714294,858.4697986577193,834.1702127659588,813.4545454545471
Hybrid HP,1931.0,,1843.4033829256737,1778.0,1727.3039331725834,,1653.8332790025229,1626.363636,1603.154836490391,1566.0868321314767,1537.795439540958,1515.4935469251864,1497.461186257191
NG Boiler,,131.0,131.0000000667892,131.0,130.99999995029168,131.0,130.99999983483087,,130.99999972039296,130.99999960696445,130.99999949453203,130.9999993830826,130.9999992726034
