"year","gcm","ssp","avg"
"2034","NorESM2-MM","ssp245","10.770837792932252"
"2034","NorESM2-MM","ssp370","10.09236696140652"
"2034","NorESM2-MM","ssp585","11.781428453578936"
"2035","CMCC-CM2-SR5","ssp126","11.859152905272744"
"2035","CMCC-CM2-SR5","ssp245","12.709565987920529"
"2035","CMCC-CM2-SR5","ssp370","11.607554045944081"
"2035","CMCC-CM2-SR5","ssp585","12.07716995043054"
"2035","EC-Earth3-Veg","ssp126","12.683324505129752"
"2035","EC-Earth3-Veg","ssp245","10.328095520860261"
"2035","EC-Earth3-Veg","ssp370","11.094607849789865"
"2035","EC-Earth3-Veg","ssp585","10.976601039161311"
"2035","IPSL-CM6A-LR","ssp126","12.483586606600154"
"2035","IPSL-CM6A-LR","ssp245","11.081933588175142"
"2035","IPSL-CM6A-LR","ssp370","12.566233626042374"
"2035","IPSL-CM6A-LR","ssp585","12.280056376667634"
"2035","MIROC6","ssp126","10.313562995365121"
"2035","MIROC6","ssp245","11.520676201945076"
"2035","MIROC6","ssp370","12.266853020495716"
"2035","MIROC6","ssp585","12.037764441558839"
"2035","MPI-ESM1-2-HR","ssp126","10.584324150637842"
"2035","MPI-ESM1-2-HR","ssp245","10.51114602113669"
"2035","MPI-ESM1-2-HR","ssp370","10.8831186669531"
"2035","MPI-ESM1-2-HR","ssp585","11.52257347854857"
"2035","NorESM2-MM","ssp126","10.480843730269454"
"2035","NorESM2-MM","ssp245","10.289374827552141"
"2035","NorESM2-MM","ssp370","11.393705679423688"
"2035","NorESM2-MM","ssp585","11.602981027645844"
"2036","CMCC-CM2-SR5","ssp126","11.860174646485195"
"2036","CMCC-CM2-SR5","ssp245","11.173800300521659"
"2036","CMCC-CM2-SR5","ssp370","12.402683319626775"
"2036","CMCC-CM2-SR5","ssp585","11.799591401402324"
"2036","EC-Earth3-Veg","ssp126","11.485266640356455"
"2036","EC-Earth3-Veg","ssp245","11.014676248077436"
"2036","EC-Earth3-Veg","ssp370","11.81261140639659"
"2036","EC-Earth3-Veg","ssp585","11.745993163036738"
"2036","IPSL-CM6A-LR","ssp126","12.101390630512952"
"2036","IPSL-CM6A-LR","ssp245","12.534036535323734"
"2036","IPSL-CM6A-LR","ssp370","11.021560494685067"
"2036","IPSL-CM6A-LR","ssp585","12.408505629292543"
"2036","MIROC6","ssp126","11.726093536244313"
"2036","MIROC6","ssp245","11.788551144621662"
"2036","MIROC6","ssp370","11.08369981944278"
"2036","MIROC6","ssp585","12.348826773708536"
"2036","MPI-ESM1-2-HR","ssp126","10.435710695378093"
"2036","MPI-ESM1-2-HR","ssp245","10.698075962939956"
"2036","MPI-ESM1-2-HR","ssp370","11.327527911302727"
"2036","MPI-ESM1-2-HR","ssp585","11.144863134781918"
"2036","NorESM2-MM","ssp126","11.971746612573307"
"2036","NorESM2-MM","ssp245","11.502055809462181"
"2036","NorESM2-MM","ssp370","11.684278041283063"
"2036","NorESM2-MM","ssp585","11.371039935844811"
"2037","CMCC-CM2-SR5","ssp126","11.376761285781"
"2037","CMCC-CM2-SR5","ssp245","12.250383537070087"
"2037","CMCC-CM2-SR5","ssp370","10.92072327946557"
"2037","CMCC-CM2-SR5","ssp585","12.350363260337824"
"2037","EC-Earth3-Veg","ssp126","11.41788065959423"
"2037","EC-Earth3-Veg","ssp245","11.053727085702919"
"2037","EC-Earth3-Veg","ssp370","13.11042399239898"
"2037","EC-Earth3-Veg","ssp585","11.74833657532435"
"2037","IPSL-CM6A-LR","ssp126","12.267371216686188"
"2037","IPSL-CM6A-LR","ssp245","11.48950127218151"
"2037","IPSL-CM6A-LR","ssp370","11.661081000763836"
"2037","IPSL-CM6A-LR","ssp585","11.441839350332884"
"2037","MIROC6","ssp126","12.301032983177537"
"2037","MIROC6","ssp245","11.61034605535434"
"2037","MIROC6","ssp370","12.042155286318511"
"2037","MIROC6","ssp585","12.226498133551061"
"2037","MPI-ESM1-2-HR","ssp126","11.401619777031476"
"2037","MPI-ESM1-2-HR","ssp245","10.463092206834819"
"2037","MPI-ESM1-2-HR","ssp370","11.146879825749291"
"2037","MPI-ESM1-2-HR","ssp585","12.054465377521723"
"2037","NorESM2-MM","ssp126","10.715831513323623"
"2037","NorESM2-MM","ssp245","11.698970323294049"
"2037","NorESM2-MM","ssp370","11.518781175658614"
"2037","NorESM2-MM","ssp585","11.332515792526968"
"2038","CMCC-CM2-SR5","ssp126","11.936644549171303"
"2038","CMCC-CM2-SR5","ssp245","11.65532863027737"
"2038","CMCC-CM2-SR5","ssp370","11.993194649290752"
"2038","CMCC-CM2-SR5","ssp585","11.333072322495463"
"2038","EC-Earth3-Veg","ssp126","11.600851231893115"
"2038","EC-Earth3-Veg","ssp245","11.070925801087567"
"2038","EC-Earth3-Veg","ssp370","12.79227847478017"
"2038","EC-Earth3-Veg","ssp585","11.827852971713735"
"2038","IPSL-CM6A-LR","ssp126","11.787156033195762"
"2038","IPSL-CM6A-LR","ssp245","11.955299203883225"
"2038","IPSL-CM6A-LR","ssp370","11.773746626179232"
"2038","IPSL-CM6A-LR","ssp585","12.431911504399684"
"2038","MIROC6","ssp126","12.349279569049013"
"2038","MIROC6","ssp245","11.955917094721903"
"2038","MIROC6","ssp370","11.997128417564834"
"2038","MIROC6","ssp585","11.694485104091848"
"2038","MPI-ESM1-2-HR","ssp126","11.187555281960694"
"2038","MPI-ESM1-2-HR","ssp245","11.35308986665967"
"2038","MPI-ESM1-2-HR","ssp370","10.087062594314336"
"2038","MPI-ESM1-2-HR","ssp585","11.167447880076281"
"2038","NorESM2-MM","ssp126","11.326318669590204"
"2038","NorESM2-MM","ssp245","10.852565853721696"
"2038","NorESM2-MM","ssp370","10.093258230199295"
"2038","NorESM2-MM","ssp585","10.474808261046325"
"2039","CMCC-CM2-SR5","ssp126","12.839369447493807"
"2039","CMCC-CM2-SR5","ssp245","12.629062675652587"
"2039","CMCC-CM2-SR5","ssp370","11.61811466115361"
"2039","CMCC-CM2-SR5","ssp585","12.555497015469822"
"2039","EC-Earth3-Veg","ssp126","11.64617531462591"
"2039","EC-Earth3-Veg","ssp245","12.24739398798895"
"2039","EC-Earth3-Veg","ssp370","11.487513155688996"
"2039","EC-Earth3-Veg","ssp585","12.037478585999414"
"2039","IPSL-CM6A-LR","ssp126","12.68937940003848"
"2039","IPSL-CM6A-LR","ssp245","12.199075737631812"
"2039","IPSL-CM6A-LR","ssp370","12.884669627079349"
"2039","IPSL-CM6A-LR","ssp585","12.436391905990597"
"2039","MIROC6","ssp126","12.259641680321508"
"2039","MIROC6","ssp245","11.911519898806757"
"2039","MIROC6","ssp370","12.53774372841663"
"2039","MIROC6","ssp585","11.790126576013417"
"2039","MPI-ESM1-2-HR","ssp126","11.37765788712611"
"2039","MPI-ESM1-2-HR","ssp245","10.150879102144188"
"2039","MPI-ESM1-2-HR","ssp370","10.744094392619369"
"2039","MPI-ESM1-2-HR","ssp585","11.101837855567954"
"2039","NorESM2-MM","ssp126","11.534350727266657"
"2039","NorESM2-MM","ssp245","12.305145295691139"
"2039","NorESM2-MM","ssp370","11.05510948291689"
"2039","NorESM2-MM","ssp585","12.507250409089263"
"2040","CMCC-CM2-SR5","ssp126","10.909460572295878"
"2040","CMCC-CM2-SR5","ssp245","12.137220568205667"
"2040","CMCC-CM2-SR5","ssp370","11.990479719842796"
"2040","CMCC-CM2-SR5","ssp585","12.876262327519232"
"2040","EC-Earth3-Veg","ssp126","9.821970292150949"
"2040","EC-Earth3-Veg","ssp245","12.42630008199398"
"2040","EC-Earth3-Veg","ssp370","11.653961870464148"
"2040","EC-Earth3-Veg","ssp585","12.271186784256976"
"2040","IPSL-CM6A-LR","ssp126","10.77526985097346"
"2040","IPSL-CM6A-LR","ssp245","12.880180209634005"
"2040","IPSL-CM6A-LR","ssp370","13.12475973608834"
"2040","IPSL-CM6A-LR","ssp585","12.252273292711088"
"2040","MIROC6","ssp126","11.332811711656625"
"2040","MIROC6","ssp245","10.593011532787179"
"2040","MIROC6","ssp370","11.818858945460157"
"2040","MIROC6","ssp585","12.507058608648494"
"2040","MPI-ESM1-2-HR","ssp126","11.467403164212564"
"2040","MPI-ESM1-2-HR","ssp245","11.627918963587842"
"2040","MPI-ESM1-2-HR","ssp370","10.995385638894762"
"2040","MPI-ESM1-2-HR","ssp585","11.818211046426601"
"2040","NorESM2-MM","ssp126","10.238032183485615"
"2040","NorESM2-MM","ssp245","11.210971936353285"
"2040","NorESM2-MM","ssp370","10.31517275242053"
"2040","NorESM2-MM","ssp585","12.398217900622871"
"2041","CMCC-CM2-SR5","ssp126","11.843807937843474"
"2041","CMCC-CM2-SR5","ssp245","11.4960040225422"
"2041","CMCC-CM2-SR5","ssp370","12.528086836834877"
"2041","CMCC-CM2-SR5","ssp585","13.23450212881759"
"2041","EC-Earth3-Veg","ssp126","12.449576036494204"
"2041","EC-Earth3-Veg","ssp245","12.802283519779154"
"2041","EC-Earth3-Veg","ssp370","11.103303421613536"
"2041","EC-Earth3-Veg","ssp585","12.131946567407827"
"2041","IPSL-CM6A-LR","ssp126","10.869123325974055"
"2041","IPSL-CM6A-LR","ssp245","11.719947296900667"
"2041","IPSL-CM6A-LR","ssp370","11.754344120791295"
"2041","IPSL-CM6A-LR","ssp585","11.902360428449565"
"2041","MIROC6","ssp126","10.754127466639018"
"2041","MIROC6","ssp245","11.711511487037487"
"2041","MIROC6","ssp370","12.41325776257901"
"2041","MIROC6","ssp585","11.214894739901073"
"2041","MPI-ESM1-2-HR","ssp126","11.611882960544389"
"2041","MPI-ESM1-2-HR","ssp245","10.937373982603049"
"2041","MPI-ESM1-2-HR","ssp370","11.191140053151962"
"2041","MPI-ESM1-2-HR","ssp585","11.340249513769079"
"2041","NorESM2-MM","ssp126","10.051316701731944"
"2041","NorESM2-MM","ssp245","11.41627687697173"
"2041","NorESM2-MM","ssp370","11.733355904913685"
"2041","NorESM2-MM","ssp585","12.36673155935932"
"2042","CMCC-CM2-SR5","ssp126","12.205145130951966"
"2042","CMCC-CM2-SR5","ssp245","11.61546006984804"
"2042","CMCC-CM2-SR5","ssp370","12.36035065441201"
"2042","CMCC-CM2-SR5","ssp585","11.96188237157668"
"2042","EC-Earth3-Veg","ssp126","11.520895082654313"
"2042","EC-Earth3-Veg","ssp245","11.304172729153176"
"2042","EC-Earth3-Veg","ssp370","10.62044101072394"
"2042","EC-Earth3-Veg","ssp585","13.305725201628157"
"2042","IPSL-CM6A-LR","ssp126","11.05530884517463"
"2042","IPSL-CM6A-LR","ssp245","11.262619009726931"
"2042","IPSL-CM6A-LR","ssp370","11.784765811015365"
"2042","IPSL-CM6A-LR","ssp585","12.327878938826464"
"2042","MIROC6","ssp126","11.241768449282626"
"2042","MIROC6","ssp245","11.363273920082396"
"2042","MIROC6","ssp370","11.225819558581515"
"2042","MIROC6","ssp585","11.792430222223324"
"2042","MPI-ESM1-2-HR","ssp126","12.962170771673401"
"2042","MPI-ESM1-2-HR","ssp245","12.359363707554948"
"2042","MPI-ESM1-2-HR","ssp370","11.232553427675782"
"2042","MPI-ESM1-2-HR","ssp585","10.736944530183102"
"2042","NorESM2-MM","ssp126","11.017476290534995"
"2042","NorESM2-MM","ssp245","11.555188878513269"
"2042","NorESM2-MM","ssp370","11.372888921860273"
"2042","NorESM2-MM","ssp585","12.061099485672381"
"2043","CMCC-CM2-SR5","ssp126","12.699653763732247"
"2043","CMCC-CM2-SR5","ssp245","11.429822147656742"
"2043","CMCC-CM2-SR5","ssp370","12.980729925439462"
"2043","CMCC-CM2-SR5","ssp585","12.317561226292911"
"2043","EC-Earth3-Veg","ssp126","11.872576669634151"
"2043","EC-Earth3-Veg","ssp245","13.185326757289229"
"2043","EC-Earth3-Veg","ssp370","10.476893548787142"
"2043","EC-Earth3-Veg","ssp585","12.1069071435579"
"2043","IPSL-CM6A-LR","ssp126","11.928494216291845"
"2043","IPSL-CM6A-LR","ssp245","12.595442452836627"
"2043","IPSL-CM6A-LR","ssp370","12.906798487961224"
"2043","IPSL-CM6A-LR","ssp585","13.032820022214507"
"2043","MIROC6","ssp126","12.235461620493318"
"2043","MIROC6","ssp245","12.472743654848484"
"2043","MIROC6","ssp370","12.251265222581825"
"2043","MIROC6","ssp585","12.345922962394617"
"2043","MPI-ESM1-2-HR","ssp126","10.768044787589046"
"2043","MPI-ESM1-2-HR","ssp245","9.889142741716613"
"2043","MPI-ESM1-2-HR","ssp370","12.132741554696022"
"2043","MPI-ESM1-2-HR","ssp585","11.530838413878246"
"2043","NorESM2-MM","ssp126","11.173690837745644"
"2043","NorESM2-MM","ssp245","11.003843922159936"
"2043","NorESM2-MM","ssp370","11.943465169378477"
"2043","NorESM2-MM","ssp585","12.420506107317683"
"2044","CMCC-CM2-SR5","ssp126","12.595966978599352"
"2044","CMCC-CM2-SR5","ssp245","11.137052800871688"
"2044","CMCC-CM2-SR5","ssp370","11.894983440856617"
"2044","CMCC-CM2-SR5","ssp585","11.958538448239223"
"2044","EC-Earth3-Veg","ssp126","10.802770107965763"
"2044","EC-Earth3-Veg","ssp245","12.258401469555887"
"2044","EC-Earth3-Veg","ssp370","11.673688698929285"
"2044","EC-Earth3-Veg","ssp585","11.39800874081487"
"2044","IPSL-CM6A-LR","ssp126","12.096760838661638"
"2044","IPSL-CM6A-LR","ssp245","11.78012006751913"
"2044","IPSL-CM6A-LR","ssp370","12.783467980313542"
"2044","IPSL-CM6A-LR","ssp585","12.73648835895529"
"2044","MIROC6","ssp126","11.50817333478946"
"2044","MIROC6","ssp245","12.15990362489388"
"2044","MIROC6","ssp370","11.98890113889407"
"2044","MIROC6","ssp585","11.71299789258176"
"2044","MPI-ESM1-2-HR","ssp126","11.863613520952057"
"2044","MPI-ESM1-2-HR","ssp245","12.658175296202842"
"2044","MPI-ESM1-2-HR","ssp370","11.090156516746452"
"2044","MPI-ESM1-2-HR","ssp585","11.685282777276914"
"2044","NorESM2-MM","ssp126","11.4719508472845"
"2044","NorESM2-MM","ssp245","11.800900725477373"
"2044","NorESM2-MM","ssp370","10.916616895662825"
"2044","NorESM2-MM","ssp585","11.576778272413978"
"2045","CMCC-CM2-SR5","ssp126","12.089249758836207"
"2045","CMCC-CM2-SR5","ssp245","13.053513448344773"
"2045","CMCC-CM2-SR5","ssp370","12.996301925651405"
"2045","CMCC-CM2-SR5","ssp585","13.55908631938903"
"2045","EC-Earth3-Veg","ssp126","11.859119290766651"
"2045","EC-Earth3-Veg","ssp245","10.885528514105147"
"2045","EC-Earth3-Veg","ssp370","10.925313066396507"
"2045","EC-Earth3-Veg","ssp585","12.603901936268072"
"2045","IPSL-CM6A-LR","ssp126","11.633178938955778"
"2045","IPSL-CM6A-LR","ssp245","11.65194097360746"
"2045","IPSL-CM6A-LR","ssp370","12.697001385015646"
"2045","IPSL-CM6A-LR","ssp585","12.336776673837063"
"2045","MIROC6","ssp126","11.992264710551389"
"2045","MIROC6","ssp245","11.990717821235537"
"2045","MIROC6","ssp370","11.981775510172993"
"2045","MIROC6","ssp585","12.58722650949098"
"2045","MPI-ESM1-2-HR","ssp126","10.824351397919555"
"2045","MPI-ESM1-2-HR","ssp245","10.775711807376412"
"2045","MPI-ESM1-2-HR","ssp370","11.27764562766241"
"2045","MPI-ESM1-2-HR","ssp585","10.912464989489582"
"2045","NorESM2-MM","ssp126","11.516123478879438"
"2045","NorESM2-MM","ssp245","11.077071637219854"
"2045","NorESM2-MM","ssp370","11.727720028765036"
"2045","NorESM2-MM","ssp585","12.10836381688108"
"2046","CMCC-CM2-SR5","ssp126","12.323939901538612"
"2046","CMCC-CM2-SR5","ssp245","12.931519337890554"
"2046","CMCC-CM2-SR5","ssp370","13.670901117801584"
"2046","CMCC-CM2-SR5","ssp585","13.583872421255261"
"2046","EC-Earth3-Veg","ssp126","12.83669200285713"
"2046","EC-Earth3-Veg","ssp245","11.918969283111768"
"2046","EC-Earth3-Veg","ssp370","11.625797762363176"
"2046","EC-Earth3-Veg","ssp585","12.52802244311307"
"2046","IPSL-CM6A-LR","ssp126","12.250024551987972"
"2046","IPSL-CM6A-LR","ssp245","11.248587564836052"
"2046","IPSL-CM6A-LR","ssp370","12.248708363020894"
"2046","IPSL-CM6A-LR","ssp585","12.45020012147795"
"2046","MIROC6","ssp126","13.127872668133175"
"2046","MIROC6","ssp245","11.670677763665285"
"2046","MIROC6","ssp370","11.923798829088714"
"2046","MIROC6","ssp585","11.558095631497736"
"2046","MPI-ESM1-2-HR","ssp126","11.5336359224484"
"2046","MPI-ESM1-2-HR","ssp245","10.92199558969918"
"2046","MPI-ESM1-2-HR","ssp370","10.486165675598706"
"2046","MPI-ESM1-2-HR","ssp585","10.5002192798216"
"2046","NorESM2-MM","ssp126","12.107390537188968"
"2046","NorESM2-MM","ssp245","10.283368352926619"
"2046","NorESM2-MM","ssp370","11.310021733829899"
"2046","NorESM2-MM","ssp585","12.38968860192403"
"2047","CMCC-CM2-SR5","ssp126","12.954004216974933"
"2047","CMCC-CM2-SR5","ssp245","12.477433232623142"
"2047","CMCC-CM2-SR5","ssp370","12.706974674965421"
"2047","CMCC-CM2-SR5","ssp585","13.099843445501623"
"2047","EC-Earth3-Veg","ssp126","11.28498655188283"
"2047","EC-Earth3-Veg","ssp245","11.9914050247584"
"2047","EC-Earth3-Veg","ssp370","12.701237688359877"
"2047","EC-Earth3-Veg","ssp585","12.87040654522756"
"2047","IPSL-CM6A-LR","ssp126","11.362782134945814"
"2047","IPSL-CM6A-LR","ssp245","12.43094394199564"
"2047","IPSL-CM6A-LR","ssp370","12.433217063258704"
"2047","IPSL-CM6A-LR","ssp585","13.216623667987344"
"2047","MIROC6","ssp126","12.036091778054969"
"2047","MIROC6","ssp245","12.623454932939499"
"2047","MIROC6","ssp370","12.700501397568702"
"2047","MIROC6","ssp585","10.876798187267779"
"2047","MPI-ESM1-2-HR","ssp126","11.34570777361865"
"2047","MPI-ESM1-2-HR","ssp245","10.75546675647272"
"2047","MPI-ESM1-2-HR","ssp370","11.385415511250551"
"2047","MPI-ESM1-2-HR","ssp585","10.867542507170304"
"2047","NorESM2-MM","ssp126","12.110613760331336"
"2047","NorESM2-MM","ssp245","11.183615128826094"
"2047","NorESM2-MM","ssp370","12.475516926214928"
"2047","NorESM2-MM","ssp585","11.815858938608166"
"2048","CMCC-CM2-SR5","ssp126","12.747589732914696"
"2048","CMCC-CM2-SR5","ssp245","13.240237606305948"
"2048","CMCC-CM2-SR5","ssp370","12.829232422775231"
"2048","CMCC-CM2-SR5","ssp585","12.607575170962964"
"2048","EC-Earth3-Veg","ssp126","12.24255850155533"
"2048","EC-Earth3-Veg","ssp245","11.530899513696273"
"2048","EC-Earth3-Veg","ssp370","10.924078535628196"
"2048","EC-Earth3-Veg","ssp585","12.36204167198685"
"2048","IPSL-CM6A-LR","ssp126","12.172256939966534"
"2048","IPSL-CM6A-LR","ssp245","11.5283036494631"
"2048","IPSL-CM6A-LR","ssp370","12.515767811046903"
"2048","IPSL-CM6A-LR","ssp585","12.68301248122541"
"2048","MIROC6","ssp126","12.03038336365144"
"2048","MIROC6","ssp245","12.576633037130557"
"2048","MIROC6","ssp370","12.334373999321926"
"2048","MIROC6","ssp585","12.78775551387573"
"2048","MPI-ESM1-2-HR","ssp126","11.49036873047213"
"2048","MPI-ESM1-2-HR","ssp245","12.004408565120439"
"2048","MPI-ESM1-2-HR","ssp370","10.706307546901325"
"2048","MPI-ESM1-2-HR","ssp585","11.41457294267315"
"2048","NorESM2-MM","ssp126","10.844135160470614"
"2048","NorESM2-MM","ssp245","12.141992022407795"
"2048","NorESM2-MM","ssp370","10.552405802523966"
"2048","NorESM2-MM","ssp585","11.733074384306306"
"2049","CMCC-CM2-SR5","ssp126","11.95478930616119"
"2049","CMCC-CM2-SR5","ssp245","12.039441690356423"
"2049","CMCC-CM2-SR5","ssp370","12.279414437232235"
"2049","CMCC-CM2-SR5","ssp585","12.874015445282394"
"2049","EC-Earth3-Veg","ssp126","11.319594381365512"
"2049","EC-Earth3-Veg","ssp245","11.784279206675077"
"2049","EC-Earth3-Veg","ssp370","12.15668842510552"
"2049","EC-Earth3-Veg","ssp585","13.662968776926673"
"2049","IPSL-CM6A-LR","ssp126","12.79848005540635"
"2049","IPSL-CM6A-LR","ssp245","13.666521980200434"
"2049","IPSL-CM6A-LR","ssp370","12.513684726307025"
"2049","IPSL-CM6A-LR","ssp585","12.37042507517075"
"2049","MIROC6","ssp126","11.935855618536316"
"2049","MIROC6","ssp245","11.845119581573572"
"2049","MIROC6","ssp370","12.39634652906871"
"2049","MIROC6","ssp585","12.693878255331184"
"2049","MPI-ESM1-2-HR","ssp126","12.584982511252017"
"2049","MPI-ESM1-2-HR","ssp245","11.83662109041393"
"2049","MPI-ESM1-2-HR","ssp370","12.117734989801583"
"2049","MPI-ESM1-2-HR","ssp585","11.2456771597667"
"2049","NorESM2-MM","ssp126","10.3608760155496"
"2049","NorESM2-MM","ssp245","12.001704258294009"
"2049","NorESM2-MM","ssp370","11.872285294831615"
"2049","NorESM2-MM","ssp585","12.452138324382185"
"2050","CMCC-CM2-SR5","ssp126","12.758733310968742"
"2050","CMCC-CM2-SR5","ssp245","11.943178048391388"
"2050","CMCC-CM2-SR5","ssp370","12.764026764955437"
"2050","CMCC-CM2-SR5","ssp585","12.963161068568091"
"2050","EC-Earth3-Veg","ssp126","13.037528009783502"
"2050","EC-Earth3-Veg","ssp245","12.525631192090419"
"2050","EC-Earth3-Veg","ssp370","10.853381461350775"
"2050","EC-Earth3-Veg","ssp585","12.668256298265806"
"2050","IPSL-CM6A-LR","ssp126","13.19198881819521"
"2050","IPSL-CM6A-LR","ssp245","12.63917595450947"
"2050","IPSL-CM6A-LR","ssp370","12.271903475134913"
"2050","IPSL-CM6A-LR","ssp585","13.249096874327725"
"2050","MIROC6","ssp126","11.030071971536568"
"2050","MIROC6","ssp245","12.228274114213612"
"2050","MIROC6","ssp370","12.625003498487523"
"2050","MIROC6","ssp585","12.645274730241276"
"2050","MPI-ESM1-2-HR","ssp126","10.79840803932512"
"2050","MPI-ESM1-2-HR","ssp245","11.493124219058794"
"2050","MPI-ESM1-2-HR","ssp370","12.682504433780679"
"2050","MPI-ESM1-2-HR","ssp585","11.093423245043407"
"2050","NorESM2-MM","ssp126","10.959172456475935"
"2050","NorESM2-MM","ssp245","11.549423085469005"
"2050","NorESM2-MM","ssp370","11.130933543093201"
"2050","NorESM2-MM","ssp585","11.514252286992933"
"2051","CMCC-CM2-SR5","ssp126","12.389208640882224"
"2051","CMCC-CM2-SR5","ssp245","12.54925716036817"
"2051","CMCC-CM2-SR5","ssp370","13.190008684152872"
"2051","CMCC-CM2-SR5","ssp585","12.049102706334672"
"2051","EC-Earth3-Veg","ssp126","11.865594178302795"
"2051","EC-Earth3-Veg","ssp245","11.85456828365717"
"2051","EC-Earth3-Veg","ssp370","13.210504778643106"
"2051","EC-Earth3-Veg","ssp585","12.184703552198158"
"2051","IPSL-CM6A-LR","ssp126","12.302879929753045"
"2051","IPSL-CM6A-LR","ssp245","11.714591376395889"
"2051","IPSL-CM6A-LR","ssp370","11.674583007705284"
"2051","IPSL-CM6A-LR","ssp585","11.719704412244"
"2051","MIROC6","ssp126","12.13849663707719"
"2051","MIROC6","ssp245","11.557700063732185"
"2051","MIROC6","ssp370","12.218288660423987"
"2051","MIROC6","ssp585","12.199844633925071"
"2051","MPI-ESM1-2-HR","ssp126","11.18296681277807"
"2051","MPI-ESM1-2-HR","ssp245","11.144153414624764"
"2051","MPI-ESM1-2-HR","ssp370","12.041417323141165"
"2051","MPI-ESM1-2-HR","ssp585","11.128332976855447"
"2051","NorESM2-MM","ssp126","11.690906236043357"
"2051","NorESM2-MM","ssp245","11.617630160175217"
"2051","NorESM2-MM","ssp370","11.333676104376929"
"2051","NorESM2-MM","ssp585","11.286717231231783"
"2052","CMCC-CM2-SR5","ssp126","12.57826304028377"
"2052","CMCC-CM2-SR5","ssp245","12.38841574074245"
"2052","CMCC-CM2-SR5","ssp370","12.707497991318474"
"2052","CMCC-CM2-SR5","ssp585","13.258164780748794"
"2052","EC-Earth3-Veg","ssp126","11.229542806782453"
"2052","EC-Earth3-Veg","ssp245","11.544634305099844"
"2052","EC-Earth3-Veg","ssp370","12.564338789953814"
"2052","EC-Earth3-Veg","ssp585","13.110580212725667"
"2052","IPSL-CM6A-LR","ssp126","10.768541857161878"
"2052","IPSL-CM6A-LR","ssp245","12.128644636037734"
"2052","IPSL-CM6A-LR","ssp370","12.647033468497098"
"2052","IPSL-CM6A-LR","ssp585","13.176446957757124"
"2052","MIROC6","ssp126","12.212328296232453"
"2052","MIROC6","ssp245","12.832762124552982"
"2052","MIROC6","ssp370","12.361498197240445"
"2052","MIROC6","ssp585","12.935734044921595"
"2052","MPI-ESM1-2-HR","ssp126","10.874628191103314"
"2052","MPI-ESM1-2-HR","ssp245","11.643860356139726"
"2052","MPI-ESM1-2-HR","ssp370","12.282940550854656"
"2052","MPI-ESM1-2-HR","ssp585","13.019026889430549"
"2052","NorESM2-MM","ssp126","11.569163057040669"
"2052","NorESM2-MM","ssp245","12.495544004112077"
"2052","NorESM2-MM","ssp370","12.49841549747162"
"2052","NorESM2-MM","ssp585","12.442006723287475"
"2053","CMCC-CM2-SR5","ssp126","12.162988685300073"
"2053","CMCC-CM2-SR5","ssp245","13.191754440104425"
"2053","CMCC-CM2-SR5","ssp370","13.625365695061447"
"2053","CMCC-CM2-SR5","ssp585","12.47562965801077"
"2053","EC-Earth3-Veg","ssp126","12.30047157404678"
"2053","EC-Earth3-Veg","ssp245","11.668714082117573"
"2053","EC-Earth3-Veg","ssp370","12.541520516587799"
"2053","EC-Earth3-Veg","ssp585","12.754526492155085"
"2053","IPSL-CM6A-LR","ssp126","12.558455097539452"
"2053","IPSL-CM6A-LR","ssp245","12.76317527057299"
"2053","IPSL-CM6A-LR","ssp370","12.562796025905657"
"2053","IPSL-CM6A-LR","ssp585","13.217734854560044"
"2053","MIROC6","ssp126","11.908627817409483"
"2053","MIROC6","ssp245","12.098107909854614"
"2053","MIROC6","ssp370","11.768560084038398"
"2053","MIROC6","ssp585","12.93252469337371"
"2053","MPI-ESM1-2-HR","ssp126","10.515567971926584"
"2053","MPI-ESM1-2-HR","ssp245","9.980072600746013"
"2053","MPI-ESM1-2-HR","ssp370","12.164920809839588"
"2053","MPI-ESM1-2-HR","ssp585","12.576666744603227"
"2053","NorESM2-MM","ssp126","10.742047436526558"
"2053","NorESM2-MM","ssp245","12.373328145679121"
"2053","NorESM2-MM","ssp370","11.240100981097788"
"2053","NorESM2-MM","ssp585","11.501900786292245"
"2054","CMCC-CM2-SR5","ssp126","12.538559273346147"
"2054","CMCC-CM2-SR5","ssp245","12.330117806021951"
"2054","CMCC-CM2-SR5","ssp370","12.855018072732145"
"2054","CMCC-CM2-SR5","ssp585","13.069850712132611"
"2054","EC-Earth3-Veg","ssp126","10.782072516572162"
"2054","EC-Earth3-Veg","ssp245","12.560523157485083"
"2054","EC-Earth3-Veg","ssp370","11.909352896301518"
"2054","EC-Earth3-Veg","ssp585","12.687690106921481"
"2054","IPSL-CM6A-LR","ssp126","12.583222571181494"
"2054","IPSL-CM6A-LR","ssp245","12.01489005298096"
"2054","IPSL-CM6A-LR","ssp370","14.04217804677776"
"2054","IPSL-CM6A-LR","ssp585","13.042739616860992"
"2054","MIROC6","ssp126","11.864999564089223"
"2054","MIROC6","ssp245","12.271633445851254"
"2054","MIROC6","ssp370","12.08530572832947"
"2054","MIROC6","ssp585","12.138155697523239"
"2054","MPI-ESM1-2-HR","ssp126","12.664449605034648"
"2054","MPI-ESM1-2-HR","ssp245","11.196307336940132"
"2054","MPI-ESM1-2-HR","ssp370","12.433942138331972"
"2054","MPI-ESM1-2-HR","ssp585","12.171603064094011"
