node,value,variable,i1,i2,i3
26,0.0,H_heat_prod,E_boiler,10,23
26,0.0,H_heat_prod,ASHP,4,15
26,0.0,H_heat_prod,ASHP,4,8
26,0.0,H_heat_prod,NG_boiler,8,18
26,0.0,H_heat_prod,E_boiler,3,12
26,213.2044686319423,H_heat_prod,GSHP,2,14
26,0.0,H_heat_prod,ASHP,14,2
26,0.0,H_heat_prod,GSHP,5,16
26,0.0,H_heat_prod,ASHP,5,11
26,0.0,H_heat_prod,ASHP,13,1
26,0.0,H_heat_prod,E_boiler,13,12
26,0.0,H_heat_prod,E_boiler,4,4
26,0.0,H_heat_prod,E_boiler,5,5
26,341.6207909323372,H_heat_prod,GSHP,0,8
26,0.0,H_heat_prod,E_boiler,8,16
26,0.0,H_heat_prod,ASHP,3,9
26,0.0,H_heat_prod,E_boiler,5,21
26,0.0,H_heat_prod,NG_boiler,4,23
26,0.0,H_heat_prod,NG_boiler,1,6
26,0.0,H_heat_prod,GSHP,13,23
26,0.0,H_heat_prod,E_boiler,5,16
26,448.27631826629295,H_heat_prod,GSHP,3,3
26,0.0,H_heat_prod,GSHP,8,23
26,0.0,H_heat_prod,E_boiler,8,22
26,0.0,H_heat_prod,GSHP,12,14
26,0.0,H_heat_prod,GSHP,11,11
26,0.0,H_heat_prod,E_boiler,13,20
26,0.0,H_heat_prod,ASHP,5,1
26,0.0,H_heat_prod,NG_boiler,6,23
26,295.32272162849404,H_heat_prod,ASHP,1,17
26,0.0,H_heat_prod,NG_boiler,13,4
26,0.0,H_heat_prod,NG_boiler,2,1
26,0.0,H_heat_prod,ASHP,11,2
26,1004.0577171181999,H_heat_prod,NG_boiler,0,22
26,0.0,H_heat_prod,ASHP,3,16
26,0.0,H_heat_prod,GSHP,11,19
26,0.0,H_heat_prod,GSHP,8,8
26,0.0,H_heat_prod,ASHP,11,4
26,479.54765623232583,H_heat_prod,GSHP,2,5
26,0.0,H_heat_prod,E_boiler,14,17
26,0.0,H_heat_prod,NG_boiler,15,20
26,0.0,H_heat_prod,ASHP,10,0
26,0.0,H_heat_prod,GSHP,14,21
26,0.0,H_heat_prod,GSHP,6,22
26,2471.528757355272,H_heat_prod,ASHP,4,7
26,0.0,H_heat_prod,E_boiler,6,17
26,341.62079093233723,H_heat_prod,GSHP,0,3
26,0.0,H_heat_prod,ASHP,2,14
26,0.0,H_heat_prod,NG_boiler,3,2
26,1004.0577171181999,H_heat_prod,NG_boiler,0,20
26,0.0,H_heat_prod,E_boiler,0,2
26,0.0,H_heat_prod,ASHP,7,2
26,0.0,H_heat_prod,E_boiler,7,23
26,0.0,H_heat_prod,E_boiler,3,1
26,0.0,H_heat_prod,GSHP,15,4
26,0.0,H_heat_prod,NG_boiler,3,18
26,1159.729973548786,H_heat_prod,ASHP,0,7
26,0.0,H_heat_prod,GSHP,13,9
26,341.62079093233723,H_heat_prod,GSHP,0,0
26,0.0,H_heat_prod,GSHP,8,6
26,0.0,H_heat_prod,GSHP,14,10
26,0.0,H_heat_prod,NG_boiler,10,5
26,0.0,H_heat_prod,E_boiler,2,22
26,0.0,H_heat_prod,E_boiler,14,3
26,0.0,H_heat_prod,GSHP,14,13
26,0.0,H_heat_prod,E_boiler,11,2
26,722.1412793750496,H_heat_prod,ASHP,0,10
26,0.0,H_heat_prod,ASHP,14,15
26,0.0,H_heat_prod,NG_boiler,3,14
26,0.0,H_heat_prod,E_boiler,2,8
26,0.0,H_heat_prod,GSHP,2,22
26,0.0,H_heat_prod,NG_boiler,1,8
26,0.0,H_heat_prod,NG_boiler,7,19
26,0.0,H_heat_prod,NG_boiler,11,16
26,0.0,H_heat_prod,NG_boiler,12,15
26,0.0,H_heat_prod,GSHP,10,15
26,192.9315787165251,H_heat_prod,GSHP,3,17
26,0.0,H_heat_prod,E_boiler,11,13
26,448.66784350247946,H_heat_prod,GSHP,1,6
26,0.0,H_heat_prod,E_boiler,7,12
26,0.0,H_heat_prod,GSHP,15,7
26,0.0,H_heat_prod,E_boiler,10,14
26,0.0,H_heat_prod,ASHP,14,1
26,0.0,H_heat_prod,GSHP,4,15
26,341.62079093233723,H_heat_prod,GSHP,0,16
26,0.0,H_heat_prod,NG_boiler,15,18
26,0.0,H_heat_prod,E_boiler,0,22
26,0.0,H_heat_prod,NG_boiler,2,6
26,0.0,H_heat_prod,E_boiler,1,0
26,0.0,H_heat_prod,GSHP,11,0
26,0.0,H_heat_prod,ASHP,14,22
26,0.0,H_heat_prod,E_boiler,1,20
26,0.0,H_heat_prod,E_boiler,12,4
26,464.9530931659028,H_heat_prod,GSHP,2,18
26,0.0,H_heat_prod,NG_boiler,2,5
26,341.6207909323372,H_heat_prod,GSHP,0,12
26,0.0,H_heat_prod,NG_boiler,10,22
26,0.0,H_heat_prod,ASHP,13,4
26,0.0,H_heat_prod,NG_boiler,9,9
26,244.63221695294487,H_heat_prod,ASHP,1,16
26,0.0,H_heat_prod,NG_boiler,8,19
26,0.0,H_heat_prod,NG_boiler,7,9
26,0.0,H_heat_prod,GSHP,13,16
26,0.0,H_heat_prod,GSHP,6,7
26,0.0,H_heat_prod,NG_boiler,6,15
26,0.0,H_heat_prod,E_boiler,6,21
26,0.0,H_heat_prod,NG_boiler,4,5
26,0.0,H_heat_prod,GSHP,12,19
26,0.0,H_heat_prod,GSHP,6,10
26,0.0,H_heat_prod,ASHP,8,23
26,0.0,H_heat_prod,NG_boiler,13,14
26,0.0,H_heat_prod,NG_boiler,4,6
26,1180.8857340195652,H_heat_prod,ASHP,0,17
26,0.0,H_heat_prod,NG_boiler,8,7
26,0.0,H_heat_prod,ASHP,6,20
26,0.0,H_heat_prod,ASHP,4,1
26,0.0,H_heat_prod,NG_boiler,8,21
26,0.0,H_heat_prod,GSHP,4,19
26,0.0,H_heat_prod,NG_boiler,15,21
26,0.0,H_heat_prod,E_boiler,7,16
26,0.0,H_heat_prod,NG_boiler,10,11
26,0.0,H_heat_prod,ASHP,8,13
26,1004.0577171181999,H_heat_prod,NG_boiler,0,23
26,0.0,H_heat_prod,GSHP,7,5
26,0.0,H_heat_prod,NG_boiler,3,6
26,528.3733416280833,H_heat_prod,GSHP,5,6
26,0.0,H_heat_prod,NG_boiler,10,18
26,0.0,H_heat_prod,E_boiler,14,0
26,0.0,H_heat_prod,ASHP,7,15
26,0.0,H_heat_prod,GSHP,6,19
26,0.0,H_heat_prod,E_boiler,3,14
26,0.0,H_heat_prod,ASHP,15,3
26,0.0,H_heat_prod,ASHP,7,20
26,0.0,H_heat_prod,ASHP,6,22
26,0.0,H_heat_prod,NG_boiler,8,8
26,0.0,H_heat_prod,GSHP,15,12
26,0.0,H_heat_prod,NG_boiler,5,2
26,153.08543311169342,H_heat_prod,ASHP,1,15
26,0.0,H_heat_prod,ASHP,11,17
26,0.0,H_heat_prod,E_boiler,7,20
26,0.0,H_heat_prod,NG_boiler,6,14
26,0.0,H_heat_prod,NG_boiler,6,13
26,0.0,H_heat_prod,GSHP,10,20
26,0.0,H_heat_prod,E_boiler,15,11
26,0.0,H_heat_prod,NG_boiler,7,13
26,0.0,H_heat_prod,GSHP,13,22
26,0.0,H_heat_prod,E_boiler,0,0
26,0.0,H_heat_prod,GSHP,11,15
26,0.0,H_heat_prod,E_boiler,3,17
26,0.0,H_heat_prod,NG_boiler,1,17
26,0.0,H_heat_prod,ASHP,4,10
26,0.0,H_heat_prod,E_boiler,3,19
26,0.0,H_heat_prod,NG_boiler,15,19
26,0.0,H_heat_prod,GSHP,6,3
26,0.0,H_heat_prod,ASHP,8,16
26,0.0,H_heat_prod,ASHP,10,6
26,0.0,H_heat_prod,GSHP,9,22
26,448.66784350247946,H_heat_prod,GSHP,1,18
26,0.0,H_heat_prod,NG_boiler,6,19
26,0.0,H_heat_prod,E_boiler,0,19
26,248.66274603771308,H_heat_prod,GSHP,3,19
26,0.0,H_heat_prod,GSHP,9,17
26,0.0,H_heat_prod,NG_boiler,4,12
26,0.0,H_heat_prod,GSHP,8,10
26,0.0,H_heat_prod,ASHP,5,16
26,0.0,H_heat_prod,E_boiler,10,19
26,0.0,H_heat_prod,NG_boiler,8,22
26,0.0,H_heat_prod,GSHP,10,4
26,0.0,H_heat_prod,ASHP,9,18
26,0.0,H_heat_prod,NG_boiler,11,4
26,0.0,H_heat_prod,GSHP,10,17
26,0.0,H_heat_prod,E_boiler,12,0
26,0.0,H_heat_prod,ASHP,4,2
26,0.0,H_heat_prod,E_boiler,5,4
26,0.0,H_heat_prod,GSHP,9,20
26,0.0,H_heat_prod,E_boiler,8,11
26,0.0,H_heat_prod,E_boiler,9,13
26,0.0,H_heat_prod,GSHP,10,11
26,0.0,H_heat_prod,NG_boiler,10,14
26,0.0,H_heat_prod,GSHP,5,15
26,0.0,H_heat_prod,GSHP,6,21
26,0.0,H_heat_prod,NG_boiler,5,5
26,0.0,H_heat_prod,GSHP,14,23
26,0.0,H_heat_prod,ASHP,4,19
26,0.0,H_heat_prod,NG_boiler,2,7
26,0.0,H_heat_prod,NG_boiler,2,22
26,0.0,H_heat_prod,GSHP,15,20
26,0.0,H_heat_prod,NG_boiler,5,15
26,0.0,H_heat_prod,GSHP,7,14
26,0.0,H_heat_prod,E_boiler,8,20
26,0.0,H_heat_prod,E_boiler,14,16
26,0.0,H_heat_prod,E_boiler,4,3
26,341.62079093233723,H_heat_prod,GSHP,0,7
26,0.0,H_heat_prod,E_boiler,0,17
26,0.0,H_heat_prod,ASHP,10,17
26,0.0,H_heat_prod,E_boiler,10,4
26,0.0,H_heat_prod,ASHP,3,5
26,0.0,H_heat_prod,NG_boiler,4,21
26,479.54765623232583,H_heat_prod,GSHP,2,8
26,0.0,H_heat_prod,GSHP,15,14
26,0.0,H_heat_prod,E_boiler,2,1
26,0.0,H_heat_prod,GSHP,15,1
26,0.0,H_heat_prod,ASHP,15,7
26,0.0,H_heat_prod,NG_boiler,2,12
26,0.0,H_heat_prod,NG_boiler,9,0
26,0.0,H_heat_prod,ASHP,3,11
26,0.0,H_heat_prod,NG_boiler,9,15
26,0.0,H_heat_prod,GSHP,15,17
26,0.0,H_heat_prod,E_boiler,15,18
26,0.0,H_heat_prod,NG_boiler,2,23
26,0.0,H_heat_prod,NG_boiler,13,11
26,0.0,H_heat_prod,ASHP,5,8
26,0.0,H_heat_prod,NG_boiler,2,18
26,0.0,H_heat_prod,GSHP,12,21
26,0.0,H_heat_prod,ASHP,8,5
26,0.0,H_heat_prod,E_boiler,10,1
26,0.0,H_heat_prod,ASHP,14,8
26,0.0,H_heat_prod,E_boiler,10,16
26,1046.0042015181548,H_heat_prod,ASHP,0,8
26,0.0,H_heat_prod,GSHP,11,13
26,0.0,H_heat_prod,GSHP,4,17
26,0.0,H_heat_prod,E_boiler,8,14
26,287.8432676902594,H_heat_prod,GSHP,2,15
26,1161.061035339094,H_heat_prod,ASHP,0,22
26,0.0,H_heat_prod,ASHP,15,0
26,0.0,H_heat_prod,E_boiler,13,6
26,1004.0577171181999,H_heat_prod,NG_boiler,0,5
26,0.0,H_heat_prod,GSHP,7,10
26,0.0,H_heat_prod,GSHP,9,7
26,0.0,H_heat_prod,E_boiler,5,20
26,0.0,H_heat_prod,ASHP,2,11
26,0.0,H_heat_prod,ASHP,8,12
26,0.0,H_heat_prod,E_boiler,3,23
26,0.0,H_heat_prod,ASHP,3,8
26,479.54765623232583,H_heat_prod,GSHP,2,6
26,448.66784350247946,H_heat_prod,GSHP,1,12
26,0.0,H_heat_prod,GSHP,11,14
26,0.0,H_heat_prod,NG_boiler,3,21
26,528.3733416280833,H_heat_prod,GSHP,5,5
26,0.0,H_heat_prod,E_boiler,5,23
26,0.0,H_heat_prod,E_boiler,4,11
26,0.0,H_heat_prod,E_boiler,15,20
26,1004.0577171181999,H_heat_prod,NG_boiler,0,3
26,0.0,H_heat_prod,NG_boiler,12,7
26,396.05368817852286,H_heat_prod,GSHP,2,9
26,0.0,H_heat_prod,ASHP,8,14
26,0.0,H_heat_prod,NG_boiler,11,21
26,0.0,H_heat_prod,NG_boiler,10,13
26,0.0,H_heat_prod,ASHP,6,18
26,0.0,H_heat_prod,E_boiler,6,9
26,0.0,H_heat_prod,E_boiler,14,1
26,0.0,H_heat_prod,NG_boiler,7,15
26,0.0,H_heat_prod,E_boiler,0,7
26,0.0,H_heat_prod,E_boiler,13,11
26,0.0,H_heat_prod,ASHP,6,12
26,0.0,H_heat_prod,E_boiler,10,5
26,0.0,H_heat_prod,GSHP,9,15
26,0.0,H_heat_prod,E_boiler,4,20
26,0.0,H_heat_prod,E_boiler,15,16
26,0.0,H_heat_prod,NG_boiler,14,14
26,0.0,H_heat_prod,ASHP,12,4
26,0.0,H_heat_prod,NG_boiler,1,20
26,0.0,H_heat_prod,E_boiler,13,8
26,0.0,H_heat_prod,GSHP,5,23
26,0.0,H_heat_prod,E_boiler,2,10
26,0.0,H_heat_prod,E_boiler,2,23
26,0.0,H_heat_prod,E_boiler,15,1
26,0.0,H_heat_prod,NG_boiler,12,20
26,0.0,H_heat_prod,E_boiler,11,23
26,0.0,H_heat_prod,ASHP,12,6
26,0.0,H_heat_prod,ASHP,2,10
26,0.0,H_heat_prod,ASHP,11,21
26,479.54765623232583,H_heat_prod,GSHP,2,3
26,0.0,H_heat_prod,GSHP,12,20
26,0.0,H_heat_prod,NG_boiler,4,2
26,0.0,H_heat_prod,E_boiler,11,16
26,0.0,H_heat_prod,GSHP,9,0
26,0.0,H_heat_prod,NG_boiler,10,7
26,1004.0577171181999,H_heat_prod,NG_boiler,0,8
26,0.0,H_heat_prod,E_boiler,1,17
26,0.0,H_heat_prod,GSHP,9,12
26,0.0,H_heat_prod,NG_boiler,15,17
26,0.0,H_heat_prod,E_boiler,11,9
26,0.0,H_heat_prod,ASHP,5,19
26,0.0,H_heat_prod,NG_boiler,12,3
26,0.0,H_heat_prod,ASHP,2,16
26,0.0,H_heat_prod,GSHP,6,4
26,0.0,H_heat_prod,NG_boiler,3,23
26,0.0,H_heat_prod,ASHP,6,8
26,0.0,H_heat_prod,NG_boiler,9,18
26,0.0,H_heat_prod,E_boiler,6,19
26,0.0,H_heat_prod,E_boiler,6,3
26,0.0,H_heat_prod,NG_boiler,10,19
26,0.0,H_heat_prod,E_boiler,14,2
26,0.0,H_heat_prod,GSHP,9,16
26,0.0,H_heat_prod,NG_boiler,3,5
26,448.66784350247946,H_heat_prod,GSHP,1,17
26,0.0,H_heat_prod,ASHP,8,20
26,67.19931878965872,H_heat_prod,ASHP,1,14
26,0.0,H_heat_prod,NG_boiler,15,8
26,0.0,H_heat_prod,E_boiler,6,5
26,0.0,H_heat_prod,ASHP,6,6
26,0.0,H_heat_prod,ASHP,14,9
26,448.66784350247946,H_heat_prod,GSHP,1,19
26,0.0,H_heat_prod,NG_boiler,14,19
26,0.0,H_heat_prod,GSHP,15,11
26,0.0,H_heat_prod,E_boiler,2,17
26,0.0,H_heat_prod,GSHP,7,17
26,0.0,H_heat_prod,ASHP,10,13
26,0.0,H_heat_prod,NG_boiler,5,3
26,0.0,H_heat_prod,NG_boiler,14,1
26,1004.0577171181999,H_heat_prod,NG_boiler,0,15
26,0.0,H_heat_prod,ASHP,13,11
26,0.0,H_heat_prod,E_boiler,9,3
26,0.0,H_heat_prod,E_boiler,6,22
26,0.0,H_heat_prod,NG_boiler,3,15
26,0.0,H_heat_prod,NG_boiler,4,18
26,0.0,H_heat_prod,E_boiler,14,13
26,0.0,H_heat_prod,NG_boiler,6,22
26,0.0,H_heat_prod,ASHP,14,3
26,0.0,H_heat_prod,E_boiler,5,22
26,1136.2924837246142,H_heat_prod,ASHP,0,1
26,0.0,H_heat_prod,ASHP,7,8
26,0.0,H_heat_prod,E_boiler,13,10
26,0.0,H_heat_prod,ASHP,15,5
26,0.0,H_heat_prod,E_boiler,6,4
26,0.0,H_heat_prod,ASHP,13,2
26,0.0,H_heat_prod,NG_boiler,9,4
26,0.0,H_heat_prod,E_boiler,8,13
26,0.0,H_heat_prod,GSHP,15,18
26,0.0,H_heat_prod,NG_boiler,11,5
26,0.0,H_heat_prod,E_boiler,4,23
26,0.0,H_heat_prod,E_boiler,10,20
26,0.0,H_heat_prod,GSHP,9,21
26,0.0,H_heat_prod,E_boiler,15,14
26,0.0,H_heat_prod,NG_boiler,2,19
26,0.0,H_heat_prod,E_boiler,6,23
26,0.0,H_heat_prod,NG_boiler,6,16
26,0.0,H_heat_prod,E_boiler,5,7
26,0.0,H_heat_prod,ASHP,7,0
26,0.0,H_heat_prod,E_boiler,10,2
26,0.0,H_heat_prod,NG_boiler,9,14
26,0.0,H_heat_prod,NG_boiler,13,3
26,0.0,H_heat_prod,GSHP,10,8
26,1004.0577171181999,H_heat_prod,NG_boiler,0,4
26,0.0,H_heat_prod,NG_boiler,8,9
26,0.0,H_heat_prod,GSHP,12,12
26,0.0,H_heat_prod,E_boiler,7,0
26,0.0,H_heat_prod,NG_boiler,6,6
26,0.0,H_heat_prod,NG_boiler,1,3
26,0.0,H_heat_prod,ASHP,12,10
26,0.0,H_heat_prod,ASHP,13,17
26,0.0,H_heat_prod,GSHP,3,21
26,0.0,H_heat_prod,NG_boiler,6,7
26,0.0,H_heat_prod,ASHP,2,0
26,0.0,H_heat_prod,ASHP,7,1
26,1139.6995638654384,H_heat_prod,ASHP,0,5
26,0.0,H_heat_prod,ASHP,11,18
26,0.0,H_heat_prod,ASHP,13,19
26,0.0,H_heat_prod,GSHP,3,23
26,0.0,H_heat_prod,ASHP,11,1
26,0.0,H_heat_prod,ASHP,7,9
26,0.0,H_heat_prod,E_boiler,14,4
26,0.0,H_heat_prod,E_boiler,1,7
26,0.0,H_heat_prod,NG_boiler,4,15
26,0.0,H_heat_prod,E_boiler,5,3
26,0.0,H_heat_prod,ASHP,12,13
26,0.0,H_heat_prod,GSHP,5,8
26,0.0,H_heat_prod,E_boiler,0,9
26,0.0,H_heat_prod,NG_boiler,5,4
26,0.0,H_heat_prod,GSHP,12,9
26,0.0,H_heat_prod,GSHP,10,10
26,0.0,H_heat_prod,ASHP,14,12
26,0.0,H_heat_prod,GSHP,6,20
26,0.0,H_heat_prod,NG_boiler,13,23
26,0.0,H_heat_prod,GSHP,14,20
26,0.0,H_heat_prod,GSHP,15,10
26,0.0,H_heat_prod,NG_boiler,9,2
26,0.0,H_heat_prod,NG_boiler,6,9
26,0.0,H_heat_prod,E_boiler,7,13
26,0.0,H_heat_prod,GSHP,12,7
26,0.0,H_heat_prod,E_boiler,6,10
26,0.0,H_heat_prod,E_boiler,12,14
26,0.0,H_heat_prod,ASHP,15,9
26,20.272123941438622,H_heat_prod,ASHP,1,13
26,0.0,H_heat_prod,E_boiler,12,18
26,0.0,H_heat_prod,ASHP,7,23
26,0.0,H_heat_prod,NG_boiler,10,17
26,0.0,H_heat_prod,E_boiler,2,18
26,0.0,H_heat_prod,GSHP,4,13
26,0.0,H_heat_prod,ASHP,9,2
26,0.0,H_heat_prod,NG_boiler,10,21
26,0.0,H_heat_prod,ASHP,9,4
26,0.0,H_heat_prod,NG_boiler,4,4
26,0.0,H_heat_prod,E_boiler,6,8
26,0.0,H_heat_prod,E_boiler,4,16
26,1004.0577171181999,H_heat_prod,NG_boiler,0,0
26,0.0,H_heat_prod,ASHP,6,5
26,0.0,H_heat_prod,ASHP,6,3
26,0.0,H_heat_prod,ASHP,9,15
26,0.0,H_heat_prod,E_boiler,15,3
26,0.0,H_heat_prod,E_boiler,13,17
26,0.0,H_heat_prod,GSHP,3,0
26,448.66784350247946,H_heat_prod,GSHP,1,9
26,577.1195391462315,H_heat_prod,ASHP,0,11
26,0.0,H_heat_prod,ASHP,7,16
26,0.0,H_heat_prod,ASHP,3,18
26,0.0,H_heat_prod,E_boiler,12,19
26,0.0,H_heat_prod,GSHP,15,8
26,0.0,H_heat_prod,ASHP,9,17
26,341.6207909323372,H_heat_prod,GSHP,0,14
26,0.0,H_heat_prod,E_boiler,11,20
26,0.0,H_heat_prod,ASHP,3,0
26,1004.0577171181999,H_heat_prod,NG_boiler,0,16
26,0.0,H_heat_prod,GSHP,10,1
26,0.0,H_heat_prod,NG_boiler,5,0
26,0.0,H_heat_prod,GSHP,14,7
26,0.0,H_heat_prod,E_boiler,5,8
26,0.0,H_heat_prod,ASHP,13,23
26,0.0,H_heat_prod,NG_boiler,5,20
26,0.0,H_heat_prod,ASHP,1,0
26,0.0,H_heat_prod,NG_boiler,11,15
26,0.0,H_heat_prod,GSHP,8,14
26,0.0,H_heat_prod,ASHP,15,12
26,0.0,H_heat_prod,NG_boiler,13,21
26,0.0,H_heat_prod,E_boiler,5,1
26,0.0,H_heat_prod,GSHP,3,20
26,0.0,H_heat_prod,NG_boiler,6,8
26,1764.114074328233,H_heat_prod,ASHP,1,4
26,0.0,H_heat_prod,GSHP,6,6
26,0.0,H_heat_prod,ASHP,4,9
26,0.0,H_heat_prod,E_boiler,13,5
26,0.0,H_heat_prod,ASHP,5,10
26,0.0,H_heat_prod,NG_boiler,14,5
26,0.0,H_heat_prod,NG_boiler,7,12
26,0.0,H_heat_prod,GSHP,13,5
26,0.0,H_heat_prod,E_boiler,0,3
26,0.0,H_heat_prod,GSHP,7,9
26,0.0,H_heat_prod,GSHP,8,1
26,136.7199810608654,H_heat_prod,GSHP,3,16
26,0.0,H_heat_prod,E_boiler,5,2
26,0.0,H_heat_prod,NG_boiler,6,21
26,0.0,H_heat_prod,E_boiler,13,23
26,0.0,H_heat_prod,E_boiler,7,15
26,0.0,H_heat_prod,ASHP,12,18
26,0.0,H_heat_prod,NG_boiler,5,21
26,1138.939612565416,H_heat_prod,ASHP,0,0
26,0.0,H_heat_prod,ASHP,6,9
26,0.0,H_heat_prod,NG_boiler,4,13
26,0.0,H_heat_prod,NG_boiler,14,22
26,448.66784350247946,H_heat_prod,GSHP,1,16
26,0.0,H_heat_prod,ASHP,11,11
26,0.0,H_heat_prod,NG_boiler,12,0
26,0.0,H_heat_prod,ASHP,1,2
26,0.0,H_heat_prod,ASHP,13,5
26,0.0,H_heat_prod,E_boiler,1,19
26,0.0,H_heat_prod,NG_boiler,13,22
26,0.0,H_heat_prod,E_boiler,9,8
26,0.0,H_heat_prod,GSHP,6,15
26,0.0,H_heat_prod,ASHP,13,22
26,0.0,H_heat_prod,ASHP,5,22
26,0.0,H_heat_prod,GSHP,9,1
26,0.0,H_heat_prod,E_boiler,11,22
26,0.0,H_heat_prod,ASHP,4,5
26,0.0,H_heat_prod,E_boiler,4,7
26,0.0,H_heat_prod,GSHP,3,2
26,506.82420136133095,H_heat_prod,GSHP,3,5
26,0.0,H_heat_prod,ASHP,1,22
26,0.0,H_heat_prod,E_boiler,5,9
26,0.0,H_heat_prod,NG_boiler,8,13
26,0.0,H_heat_prod,ASHP,9,12
26,0.0,H_heat_prod,ASHP,3,19
26,0.0,H_heat_prod,E_boiler,10,3
26,0.0,H_heat_prod,ASHP,15,16
26,76.49828926048212,H_heat_prod,GSHP,3,10
26,0.0,H_heat_prod,GSHP,14,18
26,0.0,H_heat_prod,NG_boiler,8,1
26,1004.0577171181999,H_heat_prod,NG_boiler,0,2
26,0.0,H_heat_prod,GSHP,7,8
26,0.0,H_heat_prod,GSHP,11,6
26,0.0,H_heat_prod,E_boiler,14,9
26,0.0,H_heat_prod,NG_boiler,3,8
26,0.0,H_heat_prod,GSHP,11,5
26,448.66784350247946,H_heat_prod,GSHP,1,7
26,0.0,H_heat_prod,NG_boiler,6,0
26,0.0,H_heat_prod,NG_boiler,4,3
26,0.0,H_heat_prod,E_boiler,5,14
26,0.0,H_heat_prod,E_boiler,12,21
26,0.0,H_heat_prod,NG_boiler,9,7
26,448.66784350247946,H_heat_prod,GSHP,1,1
26,0.0,H_heat_prod,GSHP,6,9
26,0.0,H_heat_prod,E_boiler,6,11
26,0.0,H_heat_prod,GSHP,9,23
26,0.0,H_heat_prod,NG_boiler,3,9
26,0.0,H_heat_prod,NG_boiler,14,23
26,0.0,H_heat_prod,GSHP,15,13
26,0.0,H_heat_prod,NG_boiler,15,13
26,0.0,H_heat_prod,NG_boiler,8,5
26,0.0,H_heat_prod,NG_boiler,7,8
26,0.0,H_heat_prod,E_boiler,12,13
26,0.0,H_heat_prod,GSHP,14,17
26,0.0,H_heat_prod,ASHP,13,18
26,0.0,H_heat_prod,GSHP,12,13
26,0.0,H_heat_prod,GSHP,8,7
26,0.0,H_heat_prod,ASHP,2,23
26,0.0,H_heat_prod,GSHP,6,2
26,0.0,H_heat_prod,E_boiler,5,10
26,0.0,H_heat_prod,NG_boiler,14,15
26,0.0,H_heat_prod,ASHP,4,23
26,0.0,H_heat_prod,GSHP,13,15
26,0.0,H_heat_prod,NG_boiler,8,23
26,0.0,H_heat_prod,GSHP,9,5
26,0.0,H_heat_prod,NG_boiler,5,10
26,0.0,H_heat_prod,ASHP,8,8
26,0.0,H_heat_prod,E_boiler,1,12
26,430.04060160180234,H_heat_prod,GSHP,2,17
26,0.0,H_heat_prod,E_boiler,13,0
26,0.0,H_heat_prod,ASHP,9,7
26,0.0,H_heat_prod,E_boiler,15,7
26,0.0,H_heat_prod,E_boiler,5,0
26,0.0,H_heat_prod,E_boiler,8,9
26,0.0,H_heat_prod,GSHP,8,11
26,0.0,H_heat_prod,ASHP,14,17
26,0.0,H_heat_prod,E_boiler,4,12
26,0.0,H_heat_prod,E_boiler,9,15
26,0.0,H_heat_prod,E_boiler,8,12
26,341.6207909323372,H_heat_prod,GSHP,0,9
26,0.0,H_heat_prod,E_boiler,10,8
26,0.0,H_heat_prod,NG_boiler,11,8
26,0.0,H_heat_prod,E_boiler,12,17
26,0.0,H_heat_prod,ASHP,5,14
26,0.0,H_heat_prod,GSHP,12,22
26,0.0,H_heat_prod,ASHP,2,13
26,0.0,H_heat_prod,E_boiler,15,8
26,0.0,H_heat_prod,NG_boiler,4,14
26,0.0,H_heat_prod,E_boiler,7,19
26,0.0,H_heat_prod,ASHP,5,6
26,0.0,H_heat_prod,NG_boiler,5,6
26,1004.0577171181999,H_heat_prod,NG_boiler,0,7
26,0.0,H_heat_prod,E_boiler,11,18
26,0.0,H_heat_prod,ASHP,9,9
26,0.0,H_heat_prod,E_boiler,9,12
26,0.0,H_heat_prod,E_boiler,8,19
26,0.0,H_heat_prod,E_boiler,11,12
26,0.0,H_heat_prod,NG_boiler,8,6
26,0.0,H_heat_prod,ASHP,9,13
26,0.0,H_heat_prod,NG_boiler,10,1
26,0.0,BTES_master,
26,800.0,BTES,
26,0.0,C_btes,5,23
26,0.0,C_btes,13,4
26,0.0,C_btes,1,2
26,0.0,C_btes,9,22
26,0.0,C_btes,3,4
26,0.0,C_btes,12,0
26,0.0,C_btes,9,6
26,0.0,C_btes,8,16
26,0.0,C_btes,11,22
26,0.0,C_btes,0,5
26,0.0,C_btes,12,9
26,0.0,C_btes,1,14
26,0.0,C_btes,0,14
26,0.0,C_btes,12,22
26,0.0,C_btes,7,22
26,0.0,C_btes,8,12
26,0.0,C_btes,6,23
26,0.0,C_btes,4,3
26,0.0,C_btes,3,22
26,0.0,C_btes,6,10
26,0.0,C_btes,5,12
26,0.0,C_btes,4,15
26,0.0,C_btes,10,11
26,0.0,C_btes,6,13
26,0.0,C_btes,9,2
26,0.0,C_btes,0,2
26,0.0,C_btes,0,21
26,0.0,C_btes,9,17
26,0.0,C_btes,12,1
26,0.0,C_btes,9,21
26,0.0,C_btes,1,22
26,0.0,C_btes,3,7
26,0.0,C_btes,2,8
26,0.0,C_btes,8,13
26,0.0,C_btes,5,2
26,0.0,C_btes,7,20
26,800.0,C_btes,15,13
26,0.0,C_btes,9,8
26,0.0,C_btes,7,0
26,800.0,C_btes,15,10
26,0.0,C_btes,2,19
26,0.0,C_btes,12,4
26,799.9999999999999,C_btes,14,18
26,0.0,C_btes,9,14
26,0.0,C_btes,12,23
26,800.0,C_btes,14,13
