node,value,variable,i1,i2,i3
19,0.0,H_heat_prod,ASHP,12,14
19,0.0,H_heat_prod,ASHP,12,21
19,341.62079093233723,H_heat_prod,GSHP,0,4
19,0.0,H_heat_prod,GSHP,11,1
19,171.0299189256184,H_heat_prod,GSHP,2,13
19,0.0,H_heat_prod,GSHP,5,14
19,0.0,H_heat_prod,E_boiler,7,1
19,0.0,H_heat_prod,ASHP,10,1
19,0.0,H_heat_prod,ASHP,0,21
19,0.0,H_heat_prod,ASHP,3,17
19,0.0,H_heat_prod,ASHP,14,4
19,0.0,H_heat_prod,E_boiler,8,6
19,0.0,H_heat_prod,E_boiler,9,16
19,0.0,H_heat_prod,ASHP,2,21
19,0.0,H_heat_prod,GSHP,15,22
19,0.0,H_heat_prod,GSHP,13,0
19,0.0,H_heat_prod,NG_boiler,12,10
19,0.0,H_heat_prod,ASHP,13,8
19,0.0,H_heat_prod,E_boiler,9,5
19,0.0,H_heat_prod,GSHP,1,20
19,0.0,H_heat_prod,ASHP,14,19
19,660.2019319881219,H_heat_prod,ASHP,0,9
19,253.45645244895422,H_heat_prod,GSHP,3,8
19,0.0,H_heat_prod,GSHP,4,18
19,0.0,H_heat_prod,NG_boiler,9,17
19,0.0,H_heat_prod,NG_boiler,8,10
19,0.0,H_heat_prod,E_boiler,11,1
19,0.0,H_heat_prod,GSHP,15,0
19,0.0,H_heat_prod,E_boiler,14,22
19,1217.729491650867,H_heat_prod,NG_boiler,0,10
19,506.82420136133095,H_heat_prod,GSHP,3,7
19,1124.0778616177306,H_heat_prod,ASHP,0,3
19,0.0,H_heat_prod,GSHP,11,18
19,0.0,H_heat_prod,ASHP,2,20
19,0.0,H_heat_prod,GSHP,14,15
19,0.0,H_heat_prod,E_boiler,1,2
19,0.0,H_heat_prod,E_boiler,13,3
19,0.0,H_heat_prod,GSHP,6,12
19,0.0,H_heat_prod,NG_boiler,9,11
19,369.78643098873,H_heat_prod,ASHP,0,14
19,0.0,H_heat_prod,E_boiler,3,21
19,0.0,H_heat_prod,ASHP,13,9
19,0.0,H_heat_prod,ASHP,15,18
19,0.0,H_heat_prod,E_boiler,10,10
19,0.0,H_heat_prod,E_boiler,0,12
19,0.0,H_heat_prod,GSHP,3,12
19,0.0,H_heat_prod,GSHP,9,13
19,0.0,H_heat_prod,ASHP,8,1
19,0.0,H_heat_prod,GSHP,1,23
19,0.0,H_heat_prod,ASHP,10,15
19,341.6207909323372,H_heat_prod,GSHP,0,15
19,0.0,H_heat_prod,E_boiler,2,21
19,0.0,H_heat_prod,NG_boiler,8,12
19,479.54765623232583,H_heat_prod,GSHP,2,2
19,0.0,H_heat_prod,E_boiler,4,10
19,0.0,H_heat_prod,GSHP,7,15
19,1217.729491650867,H_heat_prod,NG_boiler,0,13
19,0.0,H_heat_prod,E_boiler,9,7
19,0.0,H_heat_prod,NG_boiler,11,3
19,0.0,H_heat_prod,E_boiler,7,17
19,0.0,H_heat_prod,E_boiler,11,17
19,0.0,H_heat_prod,NG_boiler,11,14
19,0.0,H_heat_prod,GSHP,4,3
19,0.0,H_heat_prod,NG_boiler,11,6
19,0.0,H_heat_prod,GSHP,14,9
19,0.0,H_heat_prod,GSHP,10,13
19,0.0,H_heat_prod,ASHP,3,21
19,0.0,H_heat_prod,NG_boiler,7,6
19,0.0,H_heat_prod,GSHP,15,2
19,0.0,H_heat_prod,E_boiler,12,7
19,0.0,H_heat_prod,E_boiler,3,10
19,0.0,H_heat_prod,E_boiler,8,3
19,448.66784350247946,H_heat_prod,GSHP,1,15
19,0.0,H_heat_prod,E_boiler,2,0
19,0.0,H_heat_prod,GSHP,8,12
19,0.0,H_heat_prod,ASHP,11,15
19,0.0,H_heat_prod,GSHP,3,13
19,448.66784350247946,H_heat_prod,GSHP,1,4
19,0.0,H_heat_prod,ASHP,13,0
19,0.0,H_heat_prod,E_boiler,14,12
19,1217.729491650867,H_heat_prod,NG_boiler,0,9
19,0.0,H_heat_prod,ASHP,12,0
19,0.0,H_heat_prod,GSHP,12,5
19,0.0,H_heat_prod,E_boiler,4,2
19,0.0,H_heat_prod,E_boiler,7,14
19,0.0,H_heat_prod,GSHP,3,22
19,0.0,H_heat_prod,E_boiler,7,5
19,0.0,H_heat_prod,ASHP,3,12
19,0.0,H_heat_prod,ASHP,3,23
19,0.0,H_heat_prod,GSHP,2,21
19,0.0,H_heat_prod,E_boiler,7,18
19,0.0,H_heat_prod,NG_boiler,7,21
19,0.0,H_heat_prod,NG_boiler,9,22
19,0.0,H_heat_prod,GSHP,3,15
19,0.0,H_heat_prod,GSHP,1,0
19,0.0,H_heat_prod,ASHP,13,12
19,1217.729491650867,H_heat_prod,NG_boiler,0,11
19,0.0,H_heat_prod,ASHP,11,7
19,0.0,H_heat_prod,E_boiler,9,2
19,0.0,H_heat_prod,ASHP,15,11
19,0.0,H_heat_prod,GSHP,7,13
19,0.0,H_heat_prod,E_boiler,15,0
19,0.0,H_heat_prod,GSHP,4,2
19,0.0,H_heat_prod,E_boiler,2,6
19,0.0,H_heat_prod,NG_boiler,10,8
19,502.3148944801069,H_heat_prod,ASHP,0,15
19,0.0,H_heat_prod,ASHP,7,11
19,0.0,H_heat_prod,GSHP,11,7
19,0.0,H_heat_prod,GSHP,13,7
19,0.0,H_heat_prod,ASHP,13,20
19,0.0,H_heat_prod,NG_boiler,5,18
19,0.0,H_heat_prod,GSHP,13,21
19,0.0,H_heat_prod,GSHP,12,6
19,0.0,H_heat_prod,E_boiler,11,15
19,1128.5743402449639,H_heat_prod,ASHP,0,4
19,0.0,H_heat_prod,ASHP,12,8
19,341.62079093233723,H_heat_prod,GSHP,0,22
19,0.0,H_heat_prod,E_boiler,5,13
19,0.0,H_heat_prod,E_boiler,8,21
19,0.0,H_heat_prod,GSHP,13,8
19,0.0,H_heat_prod,E_boiler,3,2
19,0.0,H_heat_prod,ASHP,8,3
19,0.0,H_heat_prod,ASHP,14,18
19,0.0,H_heat_prod,NG_boiler,9,5
19,0.0,H_heat_prod,E_boiler,12,3
19,0.0,H_heat_prod,E_boiler,3,4
19,0.0,H_heat_prod,E_boiler,1,3
19,0.0,H_heat_prod,ASHP,14,13
19,244.63221695294487,H_heat_prod,NG_boiler,1,16
19,0.0,H_heat_prod,ASHP,13,7
19,0.0,H_heat_prod,ASHP,9,19
19,0.0,H_heat_prod,ASHP,9,3
19,0.0,H_heat_prod,ASHP,12,17
19,0.0,H_heat_prod,E_boiler,15,4
19,0.0,H_heat_prod,E_boiler,13,2
19,0.0,H_heat_prod,GSHP,7,16
19,0.0,H_heat_prod,GSHP,11,20
19,0.0,H_heat_prod,GSHP,10,0
19,0.0,H_heat_prod,ASHP,6,2
19,0.0,H_heat_prod,NG_boiler,11,0
19,0.0,H_heat_prod,E_boiler,0,4
19,0.0,H_heat_prod,GSHP,9,6
19,0.0,H_heat_prod,E_boiler,12,8
19,0.0,H_heat_prod,E_boiler,13,1
19,0.0,H_heat_prod,NG_boiler,7,7
19,0.0,H_heat_prod,E_boiler,14,20
19,0.0,H_heat_prod,ASHP,6,1
19,0.0,H_heat_prod,NG_boiler,10,16
19,0.0,H_heat_prod,E_boiler,12,12
19,0.0,H_heat_prod,GSHP,14,8
19,0.0,H_heat_prod,NG_boiler,13,7
19,0.0,H_heat_prod,E_boiler,8,7
19,0.0,H_heat_prod,NG_boiler,8,4
19,1266.2872647809268,H_heat_prod,NG_boiler,1,4
19,0.0,H_heat_prod,NG_boiler,14,12
19,0.0,H_heat_prod,NG_boiler,2,21
19,0.0,H_heat_prod,ASHP,2,22
19,0.0,H_heat_prod,E_boiler,5,18
19,0.0,H_heat_prod,ASHP,2,12
19,0.0,H_heat_prod,GSHP,11,17
19,506.82420136133095,H_heat_prod,GSHP,3,4
19,0.0,H_heat_prod,NG_boiler,15,11
19,0.0,H_heat_prod,ASHP,12,12
19,0.0,H_heat_prod,ASHP,11,9
19,0.0,H_heat_prod,ASHP,4,11
19,0.0,H_heat_prod,E_boiler,4,18
19,0.0,H_heat_prod,NG_boiler,13,1
19,0.0,H_heat_prod,E_boiler,0,5
19,0.0,H_heat_prod,GSHP,11,22
19,0.0,H_heat_prod,NG_boiler,4,0
19,0.0,H_heat_prod,NG_boiler,12,4
19,0.0,H_heat_prod,NG_boiler,12,21
19,0.0,H_heat_prod,GSHP,15,16
19,0.0,H_heat_prod,NG_boiler,13,9
19,0.0,H_heat_prod,E_boiler,11,7
19,0.0,H_heat_prod,ASHP,5,12
19,0.0,H_heat_prod,E_boiler,3,20
19,0.0,H_heat_prod,E_boiler,4,21
19,0.0,H_heat_prod,GSHP,14,3
19,0.0,H_heat_prod,E_boiler,10,18
19,0.0,H_heat_prod,GSHP,8,13
19,0.0,H_heat_prod,NG_boiler,2,13
19,0.0,H_heat_prod,E_boiler,8,8
19,0.0,H_heat_prod,ASHP,15,10
19,0.0,H_heat_prod,ASHP,11,12
19,0.0,H_heat_prod,GSHP,7,18
19,0.0,H_heat_prod,NG_boiler,3,1
19,0.0,H_heat_prod,NG_boiler,13,16
19,0.0,H_heat_prod,E_boiler,9,1
19,0.0,H_heat_prod,ASHP,4,12
19,0.0,H_heat_prod,E_boiler,14,15
19,0.0,H_heat_prod,NG_boiler,8,3
19,0.0,H_heat_prod,GSHP,5,4
19,0.0,H_heat_prod,NG_boiler,8,2
19,0.0,H_heat_prod,GSHP,6,0
19,0.0,H_heat_prod,GSHP,8,5
19,341.6207909323372,H_heat_prod,GSHP,0,11
19,0.0,H_heat_prod,ASHP,8,19
19,0.0,H_heat_prod,E_boiler,15,15
19,0.0,H_heat_prod,E_boiler,3,18
19,1974.7130859871972,H_heat_prod,ASHP,2,7
19,0.0,H_heat_prod,E_boiler,1,10
19,0.0,H_heat_prod,GSHP,13,19
19,0.0,H_heat_prod,GSHP,5,3
19,0.0,H_heat_prod,E_boiler,7,21
19,0.0,H_heat_prod,E_boiler,8,10
19,0.0,H_heat_prod,ASHP,12,7
19,0.0,H_heat_prod,GSHP,5,19
19,1759.3290103496245,H_heat_prod,ASHP,1,7
19,0.0,H_heat_prod,NG_boiler,6,17
19,0.0,H_heat_prod,ASHP,7,14
19,0.0,H_heat_prod,NG_boiler,10,20
19,0.0,H_heat_prod,NG_boiler,11,10
19,0.0,H_heat_prod,GSHP,5,10
19,0.0,H_heat_prod,ASHP,12,15
19,0.0,H_heat_prod,GSHP,7,22
19,0.0,H_heat_prod,NG_boiler,3,16
19,0.0,H_heat_prod,ASHP,13,10
19,0.0,H_heat_prod,E_boiler,0,20
19,0.0,H_heat_prod,E_boiler,2,4
19,130.68547199722525,H_heat_prod,ASHP,6,7
19,0.0,H_heat_prod,GSHP,13,18
19,0.0,H_heat_prod,NG_boiler,10,12
19,0.0,H_heat_prod,ASHP,10,16
19,0.0,H_heat_prod,ASHP,9,21
19,0.0,H_heat_prod,NG_boiler,11,12
19,0.0,H_heat_prod,E_boiler,0,23
19,0.0,H_heat_prod,ASHP,6,14
19,0.0,H_heat_prod,ASHP,1,1
19,0.0,H_heat_prod,ASHP,2,3
19,0.0,H_heat_prod,ASHP,10,19
19,0.0,H_heat_prod,GSHP,4,20
19,316.9471320385346,H_heat_prod,ASHP,2,6
19,0.0,H_heat_prod,GSHP,12,1
19,0.0,H_heat_prod,ASHP,10,12
19,0.0,H_heat_prod,E_boiler,3,15
19,0.0,H_heat_prod,GSHP,11,16
19,339.523871965961,H_heat_prod,NG_boiler,1,19
19,341.6207909323372,H_heat_prod,GSHP,0,10
19,0.0,H_heat_prod,NG_boiler,12,2
19,0.0,H_heat_prod,NG_boiler,12,17
19,1217.729491650867,H_heat_prod,NG_boiler,0,17
19,0.0,H_heat_prod,ASHP,4,3
19,0.0,H_heat_prod,NG_boiler,15,9
19,0.0,H_heat_prod,NG_boiler,12,8
19,0.0,H_heat_prod,NG_boiler,2,2
19,0.0,H_heat_prod,ASHP,12,9
19,0.0,H_heat_prod,NG_boiler,5,1
19,0.0,H_heat_prod,GSHP,11,21
19,0.0,H_heat_prod,NG_boiler,11,7
19,0.0,H_heat_prod,E_boiler,9,11
19,0.0,H_heat_prod,E_boiler,15,22
19,0.0,H_heat_prod,GSHP,11,9
19,0.0,H_heat_prod,E_boiler,11,6
19,0.0,H_heat_prod,E_boiler,11,19
19,0.0,H_heat_prod,NG_boiler,4,19
19,0.0,H_heat_prod,ASHP,1,12
19,0.0,H_heat_prod,E_boiler,0,15
19,0.0,H_heat_prod,E_boiler,2,16
19,1217.729491650867,H_heat_prod,NG_boiler,0,18
19,0.0,H_heat_prod,NG_boiler,5,13
19,0.0,H_heat_prod,ASHP,3,15
19,0.0,H_heat_prod,GSHP,8,22
19,0.0,H_heat_prod,ASHP,5,0
19,0.0,H_heat_prod,E_boiler,12,22
19,1160.5320347287654,H_heat_prod,ASHP,0,23
19,0.0,H_heat_prod,ASHP,7,21
19,0.0,H_heat_prod,GSHP,14,19
19,67.19931878965872,H_heat_prod,NG_boiler,1,14
19,0.0,H_heat_prod,ASHP,9,0
19,0.0,H_heat_prod,NG_boiler,11,20
19,0.0,H_heat_prod,GSHP,13,14
19,0.0,H_heat_prod,ASHP,13,15
19,0.0,H_heat_prod,E_boiler,0,1
19,0.0,H_heat_prod,GSHP,8,21
19,0.0,H_heat_prod,NG_boiler,8,14
19,0.0,H_heat_prod,ASHP,5,2
19,0.0,H_heat_prod,NG_boiler,8,20
19,0.0,H_heat_prod,E_boiler,15,13
19,0.0,H_heat_prod,GSHP,10,22
19,0.0,H_heat_prod,E_boiler,12,1
19,0.0,H_heat_prod,NG_boiler,13,2
19,0.0,H_heat_prod,GSHP,14,11
19,0.0,H_heat_prod,GSHP,9,2
19,1128.5939094075657,H_heat_prod,ASHP,0,2
19,0.0,H_heat_prod,NG_boiler,7,17
19,0.0,H_heat_prod,NG_boiler,6,1
19,0.0,H_heat_prod,ASHP,15,23
19,0.0,H_heat_prod,GSHP,12,15
19,0.0,H_heat_prod,E_boiler,12,20
19,0.0,H_heat_prod,GSHP,10,23
19,0.0,H_heat_prod,ASHP,5,13
19,0.0,H_heat_prod,E_boiler,4,17
19,0.0,H_heat_prod,NG_boiler,9,21
19,0.0,H_heat_prod,ASHP,4,6
19,0.0,H_heat_prod,E_boiler,2,13
19,0.0,H_heat_prod,NG_boiler,14,7
19,0.0,H_heat_prod,ASHP,1,18
19,0.0,H_heat_prod,ASHP,1,11
19,0.0,H_heat_prod,E_boiler,10,17
19,0.0,H_heat_prod,ASHP,8,17
19,0.0,H_heat_prod,E_boiler,12,2
19,1266.2872647809268,H_heat_prod,NG_boiler,1,7
19,0.0,H_heat_prod,E_boiler,9,20
19,0.0,H_heat_prod,GSHP,8,18
19,0.0,H_heat_prod,GSHP,7,1
19,0.0,H_heat_prod,E_boiler,9,19
19,0.0,H_heat_prod,ASHP,8,21
19,0.0,H_heat_prod,ASHP,3,2
19,0.0,H_heat_prod,ASHP,14,11
19,0.0,H_heat_prod,NG_boiler,7,23
19,0.0,H_heat_prod,GSHP,15,5
19,752.1877823363357,H_heat_prod,NG_boiler,1,2
19,0.0,H_heat_prod,E_boiler,6,6
19,0.0,H_heat_prod,E_boiler,14,19
19,448.66784350247946,H_heat_prod,GSHP,1,11
19,0.0,H_heat_prod,E_boiler,11,14
19,0.0,H_heat_prod,NG_boiler,3,3
19,0.0,H_heat_prod,GSHP,11,10
19,0.0,H_heat_prod,E_boiler,11,4
19,0.0,H_heat_prod,E_boiler,11,10
19,0.0,H_heat_prod,E_boiler,5,11
19,0.0,H_heat_prod,NG_boiler,9,19
19,0.0,H_heat_prod,ASHP,7,6
19,0.0,H_heat_prod,ASHP,9,20
19,0.0,H_heat_prod,ASHP,8,22
19,0.0,H_heat_prod,E_boiler,2,19
19,0.0,H_heat_prod,ASHP,3,22
19,0.0,H_heat_prod,E_boiler,15,5
19,0.0,H_heat_prod,NG_boiler,15,6
19,506.82420136133095,H_heat_prod,GSHP,3,6
19,0.0,H_heat_prod,NG_boiler,3,11
19,0.0,H_heat_prod,GSHP,3,14
19,0.0,H_heat_prod,GSHP,6,23
19,0.0,H_heat_prod,NG_boiler,7,22
19,0.0,H_heat_prod,ASHP,1,20
19,0.0,H_heat_prod,NG_boiler,1,1
19,0.0,H_heat_prod,E_boiler,6,14
19,0.0,H_heat_prod,ASHP,11,0
19,0.0,H_heat_prod,GSHP,9,9
19,0.0,H_heat_prod,NG_boiler,7,4
19,0.0,H_heat_prod,E_boiler,4,6
19,0.0,H_heat_prod,E_boiler,7,8
19,0.0,H_heat_prod,NG_boiler,9,1
19,0.0,H_heat_prod,E_boiler,15,17
19,0.0,H_heat_prod,E_boiler,2,3
19,0.0,H_heat_prod,NG_boiler,11,9
19,0.0,H_heat_prod,ASHP,14,14
19,0.0,H_heat_prod,E_boiler,8,1
19,0.0,H_heat_prod,GSHP,8,20
19,0.0,H_heat_prod,GSHP,5,2
19,0.0,H_heat_prod,GSHP,15,19
19,0.0,H_heat_prod,ASHP,8,9
19,0.0,H_heat_prod,ASHP,7,3
19,0.0,H_heat_prod,ASHP,15,19
19,0.0,H_heat_prod,ASHP,9,6
19,479.54765623232583,H_heat_prod,GSHP,2,7
19,0.0,H_heat_prod,GSHP,10,7
19,0.0,H_heat_prod,NG_boiler,5,7
19,0.0,H_heat_prod,E_boiler,2,9
19,0.0,H_heat_prod,GSHP,5,18
19,0.0,H_heat_prod,ASHP,15,21
19,0.0,H_heat_prod,ASHP,9,11
19,0.0,H_heat_prod,ASHP,10,18
19,0.0,H_heat_prod,E_boiler,4,8
19,0.0,H_heat_prod,GSHP,15,6
19,0.0,H_heat_prod,NG_boiler,13,10
19,0.0,H_heat_prod,ASHP,7,10
