SSP,Decade,Day,Hour,Loss_type,Value
ssp585,2040s,3,12,Ventilation,-205.7585778254611
ssp585,2040s,3,12,Solar,181.79107355526202
ssp585,2040s,3,12,Internal,700.0
ssp585,2040s,3,13,Wall,-629.783767861085
ssp585,2040s,3,13,Ventilation,-201.53080571554722
ssp585,2040s,3,13,Solar,166.06824108943198
ssp585,2040s,3,13,Internal,700.0
ssp585,2040s,3,14,Wall,-630.430379567799
ssp585,2040s,3,14,Ventilation,-201.7377214616957
ssp585,2040s,3,14,Solar,130.24122125463313
ssp585,2040s,3,14,Internal,700.0
ssp585,2040s,3,15,Wall,-642.7736478428378
ssp585,2040s,3,15,Ventilation,-205.6875673097081
ssp585,2040s,3,15,Solar,83.44725839094646
ssp585,2040s,3,15,Internal,700.0
ssp585,2040s,3,16,Wall,-662.6220039686172
ssp585,2040s,3,16,Ventilation,-212.0390412699575
ssp585,2040s,3,16,Solar,37.091293176125646
ssp585,2040s,3,16,Internal,700.0
ssp585,2040s,3,17,Wall,-685.3895435402271
ssp585,2040s,3,17,Ventilation,-219.32465393287268
ssp585,2040s,3,17,Solar,11.78261875657482
ssp585,2040s,3,17,Internal,700.0
ssp585,2040s,3,18,Wall,-704.47873827036
ssp585,2040s,3,18,Ventilation,-225.43319624651522
ssp585,2040s,3,18,Solar,1.8778225404452031
ssp585,2040s,3,18,Internal,700.0
ssp585,2040s,3,19,Wall,-718.7208520032116
ssp585,2040s,3,19,Ventilation,-229.9906726410277
ssp585,2040s,3,19,Solar,0.04877860652669347
ssp585,2040s,3,19,Internal,700.0
ssp585,2040s,3,20,Wall,-729.547922438933
ssp585,2040s,3,20,Ventilation,-233.4553351804586
ssp585,2040s,3,20,Solar,0.006375192681230466
ssp585,2040s,3,20,Internal,700.0
ssp585,2040s,3,21,Wall,-729.953295592325
ssp585,2040s,3,21,Ventilation,-29.198131823693004
ssp585,2040s,3,21,Solar,0.0056867349523370804
ssp585,2040s,3,21,Internal,105.0
ssp585,2040s,3,22,Wall,-715.951292338064
ssp585,2040s,3,22,Ventilation,-28.638051693522563
ssp585,2040s,3,22,Solar,0.003758598252076528
ssp585,2040s,3,22,Internal,105.0
ssp585,2040s,3,23,Wall,-701.5143732324179
ssp585,2040s,3,23,Ventilation,-28.06057492929672
ssp585,2040s,3,23,Solar,0.004361633651714293
ssp585,2040s,3,23,Internal,105.0
ssp585,2040s,10,0,Wall,-516.4260556932965
ssp585,2040s,10,0,Ventilation,-20.65704222773186
ssp585,2040s,10,0,Solar,0.042788739851558635
ssp585,2040s,10,0,Internal,105.0
ssp585,2040s,10,1,Wall,-521.4059659603276
ssp585,2040s,10,1,Ventilation,-20.856238638413107
ssp585,2040s,10,1,Solar,0.07354344501867018
ssp585,2040s,10,1,Internal,105.0
ssp585,2040s,10,2,Wall,-524.356007009696
ssp585,2040s,10,2,Ventilation,-20.974240280387843
ssp585,2040s,10,2,Solar,0.10816788848505385
ssp585,2040s,10,2,Internal,105.0
ssp585,2040s,10,3,Wall,-526.0870883504151
ssp585,2040s,10,3,Ventilation,-21.043483534016605
ssp585,2040s,10,3,Solar,0.14082372691152245
ssp585,2040s,10,3,Internal,105.0
ssp585,2040s,10,4,Wall,-525.2127909835231
ssp585,2040s,10,4,Ventilation,-21.008511639340924
ssp585,2040s,10,4,Solar,3.491129555518088
ssp585,2040s,10,4,Internal,105.0
ssp585,2040s,10,5,Wall,-514.4985870069503
ssp585,2040s,10,5,Ventilation,-20.579943480278015
ssp585,2040s,10,5,Solar,25.458929052270108
ssp585,2040s,10,5,Internal,105.0
ssp585,2040s,10,6,Wall,-490.28053133214684
ssp585,2040s,10,6,Ventilation,-19.611221253285876
ssp585,2040s,10,6,Solar,66.38980009177341
ssp585,2040s,10,6,Internal,105.0
ssp585,2040s,10,7,Wall,-452.9464520765042
ssp585,2040s,10,7,Ventilation,-18.117858083060167
ssp585,2040s,10,7,Solar,120.53320328166522
ssp585,2040s,10,7,Internal,105.0
ssp585,2040s,10,8,Wall,-407.70287039217465
ssp585,2040s,10,8,Ventilation,-130.4649185254959
ssp585,2040s,10,8,Solar,173.30436955415283
ssp585,2040s,10,8,Internal,700.0
ssp585,2040s,10,9,Wall,-375.8360094164547
ssp585,2040s,10,9,Ventilation,-120.26752301326552
ssp585,2040s,10,9,Solar,212.5751459891509
ssp585,2040s,10,9,Internal,700.0
ssp585,2040s,10,10,Wall,-344.9106550403576
ssp585,2040s,10,10,Ventilation,-110.37140961291443
ssp585,2040s,10,10,Solar,235.92858920709767
ssp585,2040s,10,10,Internal,700.0
ssp585,2040s,10,11,Wall,-316.91095757494224
ssp585,2040s,10,11,Ventilation,-101.41150642398152
ssp585,2040s,10,11,Solar,253.40457560755092
ssp585,2040s,10,11,Internal,700.0
ssp585,2040s,10,12,Wall,-295.74284270957634
ssp585,2040s,10,12,Ventilation,-94.63770966706443
ssp585,2040s,10,12,Solar,272.59049045998864
ssp585,2040s,10,12,Internal,700.0
ssp585,2040s,10,13,Wall,-287.6564645705477
ssp585,2040s,10,13,Ventilation,-92.05006866257527
ssp585,2040s,10,13,Solar,287.8837122720982
ssp585,2040s,10,13,Internal,700.0
ssp585,2040s,10,14,Wall,-296.7505011269739
ssp585,2040s,10,14,Ventilation,-94.96016036063166
ssp585,2040s,10,14,Solar,285.0411177221175
ssp585,2040s,10,14,Internal,700.0
ssp585,2040s,10,15,Wall,-323.7311805295897
ssp585,2040s,10,15,Ventilation,-103.59397776946872
ssp585,2040s,10,15,Solar,253.0635739864335
ssp585,2040s,10,15,Internal,700.0
ssp585,2040s,10,16,Wall,-366.3334267708967
ssp585,2040s,10,16,Ventilation,-117.22669656668695
ssp585,2040s,10,16,Solar,193.39873853351517
ssp585,2040s,10,16,Internal,700.0
ssp585,2040s,10,17,Wall,-421.470653977062
ssp585,2040s,10,17,Ventilation,-134.87060927265983
ssp585,2040s,10,17,Solar,117.2092603547863
ssp585,2040s,10,17,Internal,700.0
ssp585,2040s,10,18,Wall,-481.9466280514561
ssp585,2040s,10,18,Ventilation,-154.22292097646596
ssp585,2040s,10,18,Solar,49.95294821309324
ssp585,2040s,10,18,Internal,700.0
ssp585,2040s,10,19,Wall,-537.2597364438639
ssp585,2040s,10,19,Ventilation,-171.92311566203645
ssp585,2040s,10,19,Solar,11.500400972921001
ssp585,2040s,10,19,Internal,700.0
ssp585,2040s,10,20,Wall,-579.9294808180528
ssp585,2040s,10,20,Ventilation,-185.5774338617769
ssp585,2040s,10,20,Solar,0.0
ssp585,2040s,10,20,Internal,700.0
ssp585,2040s,10,21,Wall,-611.261075908714
ssp585,2040s,10,21,Ventilation,-24.45044303634856
ssp585,2040s,10,21,Solar,0.0
ssp585,2040s,10,21,Internal,105.0
ssp585,2040s,10,22,Wall,-621.5714116272592
ssp585,2040s,10,22,Ventilation,-24.86285646509037
ssp585,2040s,10,22,Solar,0.0024865658580441163
ssp585,2040s,10,22,Internal,105.0
ssp585,2040s,10,23,Wall,-628.0190843714412
ssp585,2040s,10,23,Ventilation,-25.12076337485765
ssp585,2040s,10,23,Solar,0.013314909648084903
ssp585,2040s,10,23,Internal,105.0
ssp585,2040s,14,0,Wall,-336.1159486790055
ssp585,2040s,14,0,Ventilation,-13.44463794716022
ssp585,2040s,14,0,Solar,9.997336754593497e-5
ssp585,2040s,14,0,Internal,105.0
ssp585,2040s,14,1,Wall,-371.92692894268475
ssp585,2040s,14,1,Ventilation,-14.87707715770739
ssp585,2040s,14,1,Solar,0.009177896450927476
ssp585,2040s,14,1,Internal,105.0
ssp585,2040s,14,2,Wall,-402.27224733622904
ssp585,2040s,14,2,Ventilation,-16.090889893449162
ssp585,2040s,14,2,Solar,0.03975979226301292
ssp585,2040s,14,2,Internal,105.0
ssp585,2040s,14,3,Wall,-427.77842252393526
ssp585,2040s,14,3,Ventilation,-17.111136900957412
ssp585,2040s,14,3,Solar,0.10516480435778519
ssp585,2040s,14,3,Internal,105.0
ssp585,2040s,14,4,Wall,-443.0374333764172
ssp585,2040s,14,4,Ventilation,-17.72149733505669
ssp585,2040s,14,4,Solar,10.586019074066417
ssp585,2040s,14,4,Internal,105.0
ssp585,2040s,14,5,Wall,-410.06802130643337
ssp585,2040s,14,5,Ventilation,-16.402720852257335
ssp585,2040s,14,5,Solar,89.32186934371701
ssp585,2040s,14,5,Internal,105.0
ssp585,2040s,14,6,Wall,-314.2357668398603
ssp585,2040s,14,6,Ventilation,-12.569430673594411
ssp585,2040s,14,6,Solar,219.60537456331068
ssp585,2040s,14,6,Internal,105.0
ssp585,2040s,14,7,Wall,-179.4577880715991
ssp585,2040s,14,7,Ventilation,-7.1783115228639645
ssp585,2040s,14,7,Solar,353.72747231722326
ssp585,2040s,14,7,Internal,105.0
ssp585,2040s,14,8,Wall,-32.68217571985872
ssp585,2040s,14,8,Ventilation,-10.45829623035479
ssp585,2040s,14,8,Solar,453.4998504703985
ssp585,2040s,14,8,Internal,700.0
ssp585,2040s,14,9,Wall,86.56067206637488
ssp585,2040s,14,9,Ventilation,27.69941506123996
ssp585,2040s,14,9,Solar,501.8666017630041
ssp585,2040s,14,9,Internal,700.0
ssp585,2040s,14,10,Wall,218.57093602603072
ssp585,2040s,14,10,Ventilation,69.94269952832984
ssp585,2040s,14,10,Solar,507.91836508249315
ssp585,2040s,14,10,Internal,700.0
ssp585,2040s,14,11,Wall,322.1231611041381
ssp585,2040s,14,11,Ventilation,103.07941155332419
ssp585,2040s,14,11,Solar,502.789312167953
ssp585,2040s,14,11,Internal,700.0
ssp585,2040s,14,12,Wall,393.346272780409
ssp585,2040s,14,12,Ventilation,125.87080728973088
ssp585,2040s,14,12,Solar,518.8549173462142
ssp585,2040s,14,12,Internal,700.0
ssp585,2040s,14,13,Wall,432.4626446412685
ssp585,2040s,14,13,Ventilation,138.38804628520595
ssp585,2040s,14,13,Solar,546.5664924417883
ssp585,2040s,14,13,Internal,700.0
ssp585,2040s,14,14,Wall,440.8485509075612
ssp585,2040s,14,14,Ventilation,141.0715362904196
ssp585,2040s,14,14,Solar,550.960801049484
ssp585,2040s,14,14,Internal,700.0
ssp585,2040s,14,15,Wall,419.0239143055055
ssp585,2040s,14,15,Ventilation,134.08765257776176
ssp585,2040s,14,15,Solar,504.90675776436746
ssp585,2040s,14,15,Internal,700.0
ssp585,2040s,14,16,Wall,367.18715022146796
ssp585,2040s,14,16,Ventilation,117.49988807086976
ssp585,2040s,14,16,Solar,406.0875213258179
ssp585,2040s,14,16,Internal,700.0
ssp585,2040s,14,17,Wall,282.816994568461
ssp585,2040s,14,17,Ventilation,90.50143826190752
ssp585,2040s,14,17,Solar,268.52856557146174
ssp585,2040s,14,17,Internal,700.0
ssp585,2040s,14,18,Wall,168.1033816024589
ssp585,2040s,14,18,Ventilation,53.793082112786855
ssp585,2040s,14,18,Solar,124.51442197723858
ssp585,2040s,14,18,Internal,700.0
ssp585,2040s,14,19,Wall,42.82970926190586
ssp585,2040s,14,19,Ventilation,13.705506963809876
ssp585,2040s,14,19,Solar,25.66330660792702
ssp585,2040s,14,19,Internal,700.0
ssp585,2040s,14,20,Wall,-61.23272940562089
ssp585,2040s,14,20,Ventilation,-19.594473409798685
ssp585,2040s,14,20,Solar,0.0
ssp585,2040s,14,20,Internal,700.0
ssp585,2040s,14,21,Wall,-160.72518901362997
ssp585,2040s,14,21,Ventilation,-6.429007560545199
ssp585,2040s,14,21,Solar,0.0
ssp585,2040s,14,21,Internal,105.0
ssp585,2040s,14,22,Wall,-221.8323187006257
ssp585,2040s,14,22,Ventilation,-8.873292748025028
ssp585,2040s,14,22,Solar,0.0
ssp585,2040s,14,22,Internal,105.0
ssp585,2040s,14,23,Wall,-272.4128628990212
ssp585,2040s,14,23,Ventilation,-10.896514515960849
ssp585,2040s,14,23,Solar,0.0
ssp585,2040s,14,23,Internal,105.0
ssp585,2040s,11,0,Wall,-758.2060384840265
ssp585,2040s,11,0,Ventilation,-30.328241539361063
ssp585,2040s,11,0,Solar,0.0
ssp585,2040s,11,0,Internal,105.0
ssp585,2040s,11,1,Wall,-770.2687941585863
ssp585,2040s,11,1,Ventilation,-30.810751766343454
ssp585,2040s,11,1,Solar,0.0
ssp585,2040s,11,1,Internal,105.0
ssp585,2040s,11,2,Wall,-777.7641654623542
ssp585,2040s,11,2,Ventilation,-31.110566618494172
ssp585,2040s,11,2,Solar,0.0
ssp585,2040s,11,2,Internal,105.0
ssp585,2040s,11,3,Wall,-781.3106925993943
ssp585,2040s,11,3,Ventilation,-31.252427703975776
ssp585,2040s,11,3,Solar,0.0
ssp585,2040s,11,3,Internal,105.0
ssp585,2040s,11,4,Wall,-777.3195559395605
ssp585,2040s,11,4,Ventilation,-31.09278223758242
ssp585,2040s,11,4,Solar,7.355692079009852
ssp585,2040s,11,4,Internal,105.0
ssp585,2040s,11,5,Wall,-740.8256092336562
ssp585,2040s,11,5,Ventilation,-29.63302436934625
ssp585,2040s,11,5,Solar,61.65282679497488
ssp585,2040s,11,5,Internal,105.0
ssp585,2040s,11,6,Wall,-656.5762204488038
ssp585,2040s,11,6,Ventilation,-26.263048817952154
ssp585,2040s,11,6,Solar,163.36910211936802
ssp585,2040s,11,6,Internal,105.0
ssp585,2040s,11,7,Wall,-538.0096843404954
ssp585,2040s,11,7,Ventilation,-21.520387373619815
ssp585,2040s,11,7,Solar,283.7387008050209
ssp585,2040s,11,7,Internal,105.0
ssp585,2040s,11,8,Wall,-408.77316985114504
ssp585,2040s,11,8,Ventilation,-130.8074143523664
ssp585,2040s,11,8,Solar,385.6326030798604
ssp585,2040s,11,8,Internal,700.0
ssp585,2040s,11,9,Wall,-299.2130148355852
ssp585,2040s,11,9,Ventilation,-95.74816474738728
ssp585,2040s,11,9,Solar,447.69072666522874
ssp585,2040s,11,9,Internal,700.0
ssp585,2040s,11,10,Wall,-202.95452216373462
ssp585,2040s,11,10,Ventilation,-64.94544709239509
ssp585,2040s,11,10,Solar,472.27427112811483
ssp585,2040s,11,10,Internal,700.0
ssp585,2040s,11,11,Wall,-129.47732748789122
ssp585,2040s,11,11,Ventilation,-41.43274479612519
ssp585,2040s,11,11,Solar,481.9104822655166
ssp585,2040s,11,11,Internal,700.0
ssp585,2040s,11,12,Wall,-85.1887416075246
ssp585,2040s,11,12,Ventilation,-27.260397314407875
ssp585,2040s,11,12,Solar,501.83361890392615
ssp585,2040s,11,12,Internal,700.0
ssp585,2040s,11,13,Wall,-72.13641958017547
ssp585,2040s,11,13,Ventilation,-23.08365426565615
ssp585,2040s,11,13,Solar,524.9733947462936
ssp585,2040s,11,13,Internal,700.0
ssp585,2040s,11,14,Wall,-89.64504682361536
ssp585,2040s,11,14,Ventilation,-28.686414983556915
ssp585,2040s,11,14,Solar,521.5447940065
ssp585,2040s,11,14,Internal,700.0
ssp585,2040s,11,15,Wall,-123.67898357756332
ssp585,2040s,11,15,Ventilation,-39.577274744820265
ssp585,2040s,11,15,Solar,468.6114368034426
ssp585,2040s,11,15,Internal,700.0
ssp585,2040s,11,16,Wall,-161.19274912196602
ssp585,2040s,11,16,Ventilation,-51.581679719029125
ssp585,2040s,11,16,Solar,365.547165419938
ssp585,2040s,11,16,Internal,700.0
ssp585,2040s,11,17,Wall,-228.58507183752778
ssp585,2040s,11,17,Ventilation,-73.14722298800889
ssp585,2040s,11,17,Solar,229.80903305870729
ssp585,2040s,11,17,Internal,700.0
ssp585,2040s,11,18,Wall,-321.36487147005795
ssp585,2040s,11,18,Ventilation,-102.83675887041855
ssp585,2040s,11,18,Solar,101.53241012022414
ssp585,2040s,11,18,Internal,700.0
ssp585,2040s,11,19,Wall,-420.5726379563123
ssp585,2040s,11,19,Ventilation,-134.58324414601995
ssp585,2040s,11,19,Solar,22.38322611632146
ssp585,2040s,11,19,Internal,700.0
ssp585,2040s,11,20,Wall,-503.7667686280139
ssp585,2040s,11,20,Ventilation,-161.20536596096446
ssp585,2040s,11,20,Solar,0.0
ssp585,2040s,11,20,Internal,700.0
ssp585,2040s,11,21,Wall,-568.4712942620504
ssp585,2040s,11,21,Ventilation,-22.738851770482018
ssp585,2040s,11,21,Solar,0.0
ssp585,2040s,11,21,Internal,105.0
ssp585,2040s,11,22,Wall,-603.6101154207421
ssp585,2040s,11,22,Ventilation,-24.144404616829686
ssp585,2040s,11,22,Solar,0.0
ssp585,2040s,11,22,Internal,105.0
ssp585,2040s,11,23,Wall,-630.6681520585147
ssp585,2040s,11,23,Ventilation,-25.22672608234059
ssp585,2040s,11,23,Solar,0.0
ssp585,2040s,11,23,Internal,105.0
ssp585,2040s,8,0,Wall,-465.5696847311855
ssp585,2040s,8,0,Ventilation,-18.622787389247417
ssp585,2040s,8,0,Solar,0.042444187875418676
ssp585,2040s,8,0,Internal,105.0
ssp585,2040s,8,1,Wall,-465.76740162023714
ssp585,2040s,8,1,Ventilation,-18.630696064809484
ssp585,2040s,8,1,Solar,0.05933178772355816
ssp585,2040s,8,1,Internal,105.0
ssp585,2040s,8,2,Wall,-465.3834228076322
ssp585,2040s,8,2,Ventilation,-18.61533691230529
ssp585,2040s,8,2,Solar,0.07774084425893525
ssp585,2040s,8,2,Internal,105.0
ssp585,2040s,8,3,Wall,-464.40888914362563
ssp585,2040s,8,3,Ventilation,-18.576355565745025
ssp585,2040s,8,3,Solar,0.08610583671942344
ssp585,2040s,8,3,Internal,105.0
ssp585,2040s,8,4,Wall,-462.3221748311636
ssp585,2040s,8,4,Ventilation,-18.492886993246543
ssp585,2040s,8,4,Solar,1.4686313982974686
ssp585,2040s,8,4,Internal,105.0
ssp585,2040s,8,5,Wall,-455.51530581465926
ssp585,2040s,8,5,Ventilation,-18.220612232586372
ssp585,2040s,8,5,Solar,12.260241084921844
ssp585,2040s,8,5,Internal,105.0
ssp585,2040s,8,6,Wall,-441.39744013440804
ssp585,2040s,8,6,Ventilation,-17.65589760537632
ssp585,2040s,8,6,Solar,34.428172824035585
ssp585,2040s,8,6,Internal,105.0
ssp585,2040s,8,7,Wall,-417.58160145420777
ssp585,2040s,8,7,Ventilation,-16.703264058168312
ssp585,2040s,8,7,Solar,70.20465950858892
ssp585,2040s,8,7,Internal,105.0
ssp585,2040s,8,8,Wall,-385.1938667979523
ssp585,2040s,8,8,Ventilation,-123.26203737534475
ssp585,2040s,8,8,Solar,114.10519597789828
ssp585,2040s,8,8,Internal,700.0
ssp585,2040s,8,9,Wall,-364.25599193492275
ssp585,2040s,8,9,Ventilation,-116.56191741917529
ssp585,2040s,8,9,Solar,154.76955133019874
ssp585,2040s,8,9,Internal,700.0
ssp585,2040s,8,10,Wall,-342.3979165124618
ssp585,2040s,8,10,Ventilation,-109.56733328398778
ssp585,2040s,8,10,Solar,185.64759534228017
ssp585,2040s,8,10,Internal,700.0
ssp585,2040s,8,11,Wall,-322.91524788526135
ssp585,2040s,8,11,Ventilation,-103.33287932328363
ssp585,2040s,8,11,Solar,207.39689144774462
ssp585,2040s,8,11,Internal,700.0
ssp585,2040s,8,12,Wall,-309.494877266099
ssp585,2040s,8,12,Ventilation,-99.03836072515169
ssp585,2040s,8,12,Solar,223.06978170755673
ssp585,2040s,8,12,Internal,700.0
ssp585,2040s,8,13,Wall,-306.95717999423493
ssp585,2040s,8,13,Ventilation,-98.22629759815518
ssp585,2040s,8,13,Solar,228.4776565235893
ssp585,2040s,8,13,Internal,700.0
ssp585,2040s,8,14,Wall,-318.04765274556996
ssp585,2040s,8,14,Ventilation,-101.7752488785824
ssp585,2040s,8,14,Solar,214.64843191693754
ssp585,2040s,8,14,Internal,700.0
ssp585,2040s,8,15,Wall,-342.4042089137266
ssp585,2040s,8,15,Ventilation,-109.56934685239253
ssp585,2040s,8,15,Solar,179.75524436314365
ssp585,2040s,8,15,Internal,700.0
ssp585,2040s,8,16,Wall,-377.9750892619877
ssp585,2040s,8,16,Ventilation,-120.95202856383608
ssp585,2040s,8,16,Solar,126.09777847077952
ssp585,2040s,8,16,Internal,700.0
ssp585,2040s,8,17,Wall,-421.4720785373032
ssp585,2040s,8,17,Ventilation,-134.87106513193703
ssp585,2040s,8,17,Solar,68.07103845293419
ssp585,2040s,8,17,Internal,700.0
ssp585,2040s,8,18,Wall,-465.19038082833845
ssp585,2040s,8,18,Ventilation,-148.86092186506832
ssp585,2040s,8,18,Solar,27.42348571386106
ssp585,2040s,8,18,Internal,700.0
ssp585,2040s,8,19,Wall,-502.77247843493853
ssp585,2040s,8,19,Ventilation,-160.88719309918034
ssp585,2040s,8,19,Solar,6.603445941511645
ssp585,2040s,8,19,Internal,700.0
ssp585,2040s,8,20,Wall,-532.1424071702376
ssp585,2040s,8,20,Ventilation,-170.28557029447603
ssp585,2040s,8,20,Solar,0.00490837199695515
ssp585,2040s,8,20,Internal,700.0
ssp585,2040s,8,21,Wall,-554.5441473547346
ssp585,2040s,8,21,Ventilation,-22.181765894189386
ssp585,2040s,8,21,Solar,0.01288363477220027
ssp585,2040s,8,21,Internal,105.0
ssp585,2040s,8,22,Wall,-557.7520869288949
ssp585,2040s,8,22,Ventilation,-22.3100834771558
ssp585,2040s,8,22,Solar,0.018363165727217315
ssp585,2040s,8,22,Internal,105.0
ssp585,2040s,8,23,Wall,-558.7453455169755
ssp585,2040s,8,23,Ventilation,-22.34981382067902
ssp585,2040s,8,23,Solar,0.026997211355300702
ssp585,2040s,8,23,Internal,105.0
ssp585,2040s,5,0,Wall,-796.1004202117908
ssp585,2040s,5,0,Ventilation,-31.844016808471636
ssp585,2040s,5,0,Solar,0.0
ssp585,2040s,5,0,Internal,105.0
ssp585,2040s,5,1,Wall,-788.5642447592783
ssp585,2040s,5,1,Ventilation,-31.542569790371132
ssp585,2040s,5,1,Solar,0.0
ssp585,2040s,5,1,Internal,105.0
ssp585,2040s,5,2,Wall,-778.2209630436267
ssp585,2040s,5,2,Ventilation,-31.12883852174507
ssp585,2040s,5,2,Solar,0.0
ssp585,2040s,5,2,Internal,105.0
ssp585,2040s,5,3,Wall,-765.7378015682076
ssp585,2040s,5,3,Ventilation,-30.629512062728306
ssp585,2040s,5,3,Solar,0.0
ssp585,2040s,5,3,Internal,105.0
ssp585,2040s,5,4,Wall,-751.361268392206
ssp585,2040s,5,4,Ventilation,-30.05445073568824
ssp585,2040s,5,4,Solar,0.030171945633488878
ssp585,2040s,5,4,Internal,105.0
ssp585,2040s,5,5,Wall,-732.5937561665273
ssp585,2040s,5,5,Ventilation,-29.303750246661096
ssp585,2040s,5,5,Solar,5.265283895583231
ssp585,2040s,5,5,Internal,105.0
ssp585,2040s,5,6,Wall,-700.0877807033476
ssp585,2040s,5,6,Ventilation,-28.003511228133902
ssp585,2040s,5,6,Solar,41.93416402265604
ssp585,2040s,5,6,Internal,105.0
ssp585,2040s,5,7,Wall,-643.8855918653273
ssp585,2040s,5,7,Ventilation,-25.755423674613095
ssp585,2040s,5,7,Solar,113.58254227721265
ssp585,2040s,5,7,Internal,105.0
ssp585,2040s,5,8,Wall,-633.1929004583053
ssp585,2040s,5,8,Ventilation,-202.6217281466577
ssp585,2040s,5,8,Solar,200.49792687090644
ssp585,2040s,5,8,Internal,700.0
ssp585,2040s,5,9,Wall,-547.1156147313577
ssp585,2040s,5,9,Ventilation,-175.0769967140345
ssp585,2040s,5,9,Solar,276.67937624024995
ssp585,2040s,5,9,Internal,700.0
ssp585,2040s,5,10,Wall,-468.82177959330204
ssp585,2040s,5,10,Ventilation,-150.02296946985666
ssp585,2040s,5,10,Solar,327.5489126628071
ssp585,2040s,5,10,Internal,700.0
ssp585,2040s,5,11,Wall,-404.2375933376053
ssp585,2040s,5,11,Ventilation,-129.3560298680337
ssp585,2040s,5,11,Solar,355.8910946549823
ssp585,2040s,5,11,Internal,700.0
ssp585,2040s,5,12,Wall,-358.9981318736122
ssp585,2040s,5,12,Ventilation,-114.8794021995559
ssp585,2040s,5,12,Solar,366.7659813046414
ssp585,2040s,5,12,Internal,700.0
ssp585,2040s,5,13,Wall,-338.7001203060248
ssp585,2040s,5,13,Ventilation,-108.38403849792795
ssp585,2040s,5,13,Solar,353.95463803058084
ssp585,2040s,5,13,Internal,700.0
ssp585,2040s,5,14,Wall,-344.8212342420939
ssp585,2040s,5,14,Ventilation,-110.34279495747006
ssp585,2040s,5,14,Solar,307.87615069090543
ssp585,2040s,5,14,Internal,700.0
ssp585,2040s,5,15,Wall,-373.0730625969335
ssp585,2040s,5,15,Ventilation,-119.38338003101872
ssp585,2040s,5,15,Solar,235.19235452729276
ssp585,2040s,5,15,Internal,700.0
ssp585,2040s,5,16,Wall,-419.1489293855045
ssp585,2040s,5,16,Ventilation,-134.12765740336144
ssp585,2040s,5,16,Solar,146.08301574860133
ssp585,2040s,5,16,Internal,700.0
ssp585,2040s,5,17,Wall,-476.40637383209867
ssp585,2040s,5,17,Ventilation,-152.45003962627158
ssp585,2040s,5,17,Solar,64.33099115532049
ssp585,2040s,5,17,Internal,700.0
ssp585,2040s,5,18,Wall,-531.7209834191868
ssp585,2040s,5,18,Ventilation,-170.1507146941398
ssp585,2040s,5,18,Solar,16.513825081353634
ssp585,2040s,5,18,Internal,700.0
ssp585,2040s,5,19,Wall,-574.235432358184
ssp585,2040s,5,19,Ventilation,-183.75533835461889
ssp585,2040s,5,19,Solar,0.9818610581878677
ssp585,2040s,5,19,Internal,700.0
ssp585,2040s,5,20,Wall,-603.2861379177791
ssp585,2040s,5,20,Ventilation,-193.05156413368934
ssp585,2040s,5,20,Solar,0.0
ssp585,2040s,5,20,Internal,700.0
ssp585,2040s,5,21,Wall,-624.3474684477687
ssp585,2040s,5,21,Ventilation,-24.973898737910748
ssp585,2040s,5,21,Solar,0.0
ssp585,2040s,5,21,Internal,105.0
ssp585,2040s,5,22,Wall,-627.1845802596509
ssp585,2040s,5,22,Ventilation,-25.087383210386037
ssp585,2040s,5,22,Solar,0.0
ssp585,2040s,5,22,Internal,105.0
ssp585,2040s,5,23,Wall,-627.6994351423009
ssp585,2040s,5,23,Ventilation,-25.10797740569204
ssp585,2040s,5,23,Solar,0.0
ssp585,2040s,5,23,Internal,105.0
ssp585,2040s,1,0,Wall,-1048.6256870807133
ssp585,2040s,1,0,Ventilation,-41.94502748322853
ssp585,2040s,1,0,Solar,0.0004859505383545008
ssp585,2040s,1,0,Internal,105.0
ssp585,2040s,1,1,Wall,-1027.544265515159
ssp585,2040s,1,1,Ventilation,-41.10177062060636
ssp585,2040s,1,1,Solar,0.0
ssp585,2040s,1,1,Internal,105.0
ssp585,2040s,1,2,Wall,-1005.8788859200722
ssp585,2040s,1,2,Ventilation,-40.23515543680289
ssp585,2040s,1,2,Solar,0.0
ssp585,2040s,1,2,Internal,105.0
ssp585,2040s,1,3,Wall,-1016.4183401880291
ssp585,2040s,1,3,Ventilation,-40.65673360752117
ssp585,2040s,1,3,Solar,0.0
ssp585,2040s,1,3,Internal,105.0
ssp585,2040s,1,4,Wall,-1059.5426232351135
ssp585,2040s,1,4,Ventilation,-42.38170492940455
ssp585,2040s,1,4,Solar,0.0
ssp585,2040s,1,4,Internal,105.0
ssp585,2040s,1,5,Wall,-1100.3806385960534
ssp585,2040s,1,5,Ventilation,-44.015225543842135
ssp585,2040s,1,5,Solar,0.0011616714531924935
ssp585,2040s,1,5,Internal,105.0
ssp585,2040s,1,6,Wall,-1150.3909845661829
ssp585,2040s,1,6,Ventilation,-46.01563938264732
ssp585,2040s,1,6,Solar,1.3723673711416247
ssp585,2040s,1,6,Internal,105.0
ssp585,2040s,1,7,Wall,-1189.6262343473754
ssp585,2040s,1,7,Ventilation,-47.58504937389502
ssp585,2040s,1,7,Solar,16.86590485916956
ssp585,2040s,1,7,Internal,105.0
ssp585,2040s,1,8,Wall,-1209.7359278605168
ssp585,2040s,1,8,Ventilation,-387.1154969153654
ssp585,2040s,1,8,Solar,57.7759220982657
ssp585,2040s,1,8,Internal,700.0
